k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      85|[0.4449488873801188, -2.9794141240862424, 2.6306791781876178, -0.3123607177520196, 0.0139245350604097, -1.0807150087434287, 1.6632552308885333, 0.6581338641470226, 0.3945418382672422, 1.4148806532561418, -0.6350275146128241, 0.7046363120616583, -0.1044027566989609, -1.3516598838095795, -0.5497131257899294, 0.4567139082159039, -0.6432471233075959, -0.4760371841868453, -0.7425193563351684, -1.2219819165924124, 0.102875047651278, 0.6178604622898753, 2.5063589863330735, 3.284631276907676, 0.3595824208009027, 2.2296861946164457, 1.2130997005707844, 1.1498588114679322, -0.9921365243364846, 0.8370953669198298, -0.0786426209242098, 0.4468800381991637, 0.3963873081682686, -0.1113585878765379, 0.5958457865680754, 0.3526582435215124, 0.7732001695803354, 0.1020886624316971, 0.2972028104317762, -0.2315584485684798, 0.2951243614062882, 0.2520704980751408, 0.7569328698649938, -0.2709651048924151, -0.1837808058296442, 1.29954880404039, 0.7090592773129387, -0.2803268490733254, 0.0038167566711165, 0.920073376197994, -0.3188766880298264, -0.7433483133797296, -0.4999295395035078, -0.4520196887297891, 1.039332344255318, 0.1988308253661389, -0.6786016964708409, 0.6489487137601433, 1.5614463104536846, 0.124040511357215, 0.8936374838386255, -0.0749992142999742, 0.2085515590930398, 0.2764903265646408, 1.0370315585192424, -0.1481285225071754, 0.785891860255808, 2.41496570826912, 1.0063684286022327, -0.2289517222847842, -0.599599559633109, 0.075470598655093, -0.2588278667950374, 0.251547313089279, -0.2027456143266957, 0.1678377179661335, 0.2931145212617011, -1.5911594991197218, 0.1046889808352322, -0.5834638192749402, -0.8229882458149821, 0.4588165209741533, 0.0410734796216675, 1.7621816002081236, 1.103923938597005, 0.4207766608062286, -0.888758112333069, 0.5126011791049213, -0.319252850247897, 0.6681527193828929, -0.0258742873379671, -0.0949293967143636, -0.0180508324353396, 1.2198349449085482, 1.1063217478327816, 0.5712824071766682, -0.3672213063305856, -0.144378651898366, 0.8724267493659091]|347.9238281250000000|      0.00781250|[7136, 474, 25, 499]                                                       |  | trying linear partial model with 16 points | iterate success | actual_k=1
      86|[0.4443615014194942, -2.9793170118408585, 2.6310096744362497, -0.3141507962255806, 0.0140561127477682, -1.08064933844262, 1.6631771895088328, 0.6583517466055976, 0.3941146525974893, 1.414745039641303, -0.6346676871593185, 0.7040149775106952, -0.104063677608794, -1.3518061991349484, -0.5508325160576508, 0.4573903420705159, -0.6423182791260073, -0.4750986950952464, -0.7435355603411093, -1.2217861500531115, 0.1029592124867841, 0.6197944169025705, 2.5068676811718844, 3.2839049160100333, 0.3592036959801496, 2.2296444374945867, 1.2121081246745107, 1.1509150494198594, -0.9919828561825063, 0.8371078274973767, -0.0769256346543744, 0.4489239931236773, 0.3970490301970064, -0.1117544039733118, 0.5953163961721596, 0.3534752809390747, 0.7731954557406205, 0.1013049658640347, 0.2982686558582989, -0.2313273163491135, 0.2960133000266253, 0.2517273262987315, 0.7565454559889755, -0.2709869810257675, -0.1841172827617283, 1.2988918433911345, 0.7090095138467728, -0.2804953434009421, 0.0032746176105738, 0.9204568265410922, -0.3193535867400755, -0.7436733778339667, -0.5001132207995616, -0.453245953046181, 1.0386554347747718, 0.1977009322291851, -0.6790617477862998, 0.6501818653788224, 1.5615993025111283, 0.124653946346449, 0.893506398733521, -0.0756764513041314, 0.2080862289519338, 0.2776958534278791, 1.0371819159965656, -0.1475243776911879, 0.7871046895345347, 2.415214660655413, 1.0056985218491685, -0.2289793035697346, -0.6007885901471542, 0.0753773827541432, -0.2566333826664641, 0.2517348270928403, -0.2032146799978662, 0.1685520696790648, 0.2924953104545053, -1.5902299483474407, 0.1053150309134238, -0.5837360951110928, -0.8219610664670494, 0.4603286714951405, 0.0407554736396467, 1.7633147065630561, 1.1034580880304055, 0.4198499546440053, -0.8885557395011148, 0.5130911162419685, -0.3192226571209489, 0.667789765597667, -0.0248620569192828, -0.0935702052082434, -0.0170509794432602, 1.2201381386012877, 1.1065980185336095, 0.5697549194864758, -0.3681856727321654, -0.1441701304648195, 0.8722471204193459]|347.9013061523437500|      0.01562500|[7166, 476, 25, 501]                                                       |  | trying linear partial model with 16 points | iterate success | actual_k=1
      87|[0.4443615014194942, -2.9793170118408585, 2.6310096744362497, -0.3141507962255806, 0.0140561127477682, -1.08064933844262, 1.6631771895088328, 0.6583517466055976, 0.3941146525974893, 1.414745039641303, -0.6346676871593185, 0.7040149775106952, -0.104063677608794, -1.3518061991349484, -0.5508325160576508, 0.4573903420705159, -0.6423182791260073, -0.4750986950952464, -0.7435355603411093, -1.2217861500531115, 0.1029592124867841, 0.6197944169025705, 2.5068676811718844, 3.2839049160100333, 0.3592036959801496, 2.2296444374945867, 1.2121081246745107, 1.1509150494198594, -0.9919828561825063, 0.8371078274973767, -0.0769256346543744, 0.4489239931236773, 0.3970490301970064, -0.1117544039733118, 0.5953163961721596, 0.3534752809390747, 0.7731954557406205, 0.1013049658640347, 0.2982686558582989, -0.2313273163491135, 0.2960133000266253, 0.2517273262987315, 0.7565454559889755, -0.2709869810257675, -0.1841172827617283, 1.2988918433911345, 0.7090095138467728, -0.2804953434009421, 0.0032746176105738, 0.9204568265410922, -0.3193535867400755, -0.7436733778339667, -0.5001132207995616, -0.453245953046181, 1.0386554347747718, 0.1977009322291851, -0.6790617477862998, 0.6501818653788224, 1.5615993025111283, 0.124653946346449, 0.893506398733521, -0.0756764513041314, 0.2080862289519338, 0.2776958534278791, 1.0371819159965656, -0.1475243776911879, 0.7871046895345347, 2.415214660655413, 1.0056985218491685, -0.2289793035697346, -0.6007885901471542, 0.0753773827541432, -0.2566333826664641, 0.2517348270928403, -0.2032146799978662, 0.1685520696790648, 0.2924953104545053, -1.5902299483474407, 0.1053150309134238, -0.5837360951110928, -0.8219610664670494, 0.4603286714951405, 0.0407554736396467, 1.7633147065630561, 1.1034580880304055, 0.4198499546440053, -0.8885557395011148, 0.5130911162419685, -0.3192226571209489, 0.667789765597667, -0.0248620569192828, -0.0935702052082434, -0.0170509794432602, 1.2201381386012877, 1.1065980185336095, 0.5697549194864758, -0.3681856727321654, -0.1441701304648195, 0.8722471204193459]|347.9013061523437500|      0.00781250|[7287, 484, 26, 510]                                                       |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      88|[0.4443615014194942, -2.9793170118408585, 2.6310096744362497, -0.3141507962255806, 0.0140561127477682, -1.08064933844262, 1.6631771895088328, 0.6583517466055976, 0.3941146525974893, 1.414745039641303, -0.6346676871593185, 0.7040149775106952, -0.104063677608794, -1.3518061991349484, -0.5508325160576508, 0.4573903420705159, -0.6423182791260073, -0.4750986950952464, -0.7435355603411093, -1.2217861500531115, 0.1029592124867841, 0.6197944169025705, 2.5068676811718844, 3.2839049160100333, 0.3592036959801496, 2.2296444374945867, 1.2121081246745107, 1.1509150494198594, -0.9919828561825063, 0.8371078274973767, -0.0769256346543744, 0.4489239931236773, 0.3970490301970064, -0.1117544039733118, 0.5953163961721596, 0.3534752809390747, 0.7731954557406205, 0.1013049658640347, 0.2982686558582989, -0.2313273163491135, 0.2960133000266253, 0.2517273262987315, 0.7565454559889755, -0.2709869810257675, -0.1841172827617283, 1.2988918433911345, 0.7090095138467728, -0.2804953434009421, 0.0032746176105738, 0.9204568265410922, -0.3193535867400755, -0.7436733778339667, -0.5001132207995616, -0.453245953046181, 1.0386554347747718, 0.1977009322291851, -0.6790617477862998, 0.6501818653788224, 1.5615993025111283, 0.124653946346449, 0.893506398733521, -0.0756764513041314, 0.2080862289519338, 0.2776958534278791, 1.0371819159965656, -0.1475243776911879, 0.7871046895345347, 2.415214660655413, 1.0056985218491685, -0.2289793035697346, -0.6007885901471542, 0.0753773827541432, -0.2566333826664641, 0.2517348270928403, -0.2032146799978662, 0.1685520696790648, 0.2924953104545053, -1.5902299483474407, 0.1053150309134238, -0.5837360951110928, -0.8219610664670494, 0.4603286714951405, 0.0407554736396467, 1.7633147065630561, 1.1034580880304055, 0.4198499546440053, -0.8885557395011148, 0.5130911162419685, -0.3192226571209489, 0.667789765597667, -0.0248620569192828, -0.0935702052082434, -0.0170509794432602, 1.2201381386012877, 1.1065980185336095, 0.5697549194864758, -0.3681856727321654, -0.1441701304648195, 0.8722471204193459]|347.9013061523437500|      0.00390625|[7407, 492, 26, 518]                                                       |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      89|[0.4440018934607303, -2.979304092791936, 2.6300667641260516, -0.3143650405959311, 0.0137295324955728, -1.0800634405290757, 1.6631005989900558, 0.6579251257598071, 0.3936143472773363, 1.4147954722904135, -0.6354937929973893, 0.7045896299682496, -0.1042306805165029, -1.3518269378248167, -0.5512132369764754, 0.4572688275177655, -0.642764915774225, -0.4751312670131145, -0.7437225165751926, -1.2214086687340426, 0.1028523317309916, 0.6196782317877297, 2.5067391617824732, 3.284830946805467, 0.3595304729845492, 2.2301234232772247, 1.2117442451337062, 1.1512589003889502, -0.9924898048245444, 0.8374422674607764, -0.0762194466823715, 0.4486861367857619, 0.397342656441536, -0.1125399807433225, 0.5945633650564376, 0.3532707020185805, 0.7732704166384454, 0.1013089027085447, 0.2978732422960836, -0.231180992275983, 0.2962774916241673, 0.2523683760068347, 0.7578026441107909, -0.2706727397800359, -0.1838431251329457, 1.2987853954770818, 0.7088861498549469, -0.2810243156868381, 0.0033042669986092, 0.9202136231792097, -0.3193678430978741, -0.7435826360463372, -0.4999606137485161, -0.4534223397326974, 1.038359637364354, 0.1975930954435336, -0.6792753947118484, 0.6501788293333312, 1.5623240459887207, 0.1249093893909872, 0.8937402193413783, -0.0754623000951093, 0.208544251365276, 0.2781369364889947, 1.0373189326585193, -0.147992770294317, 0.7873708381783002, 2.414721040605818, 1.0054228303824346, -0.2295205823058585, -0.600091701303887, 0.0750342721797355, -0.256651414698256, 0.2516732313802079, -0.2027861639813578, 0.1690778739103746, 0.2923718504158217, -1.590155213560412, 0.1055524199143738, -0.5836254481413815, -0.8219385196054962, 0.4600716111443164, 0.0403041289163656, 1.7628473655700998, 1.1034646425638774, 0.4193556185626436, -0.8887467401184705, 0.5127739867072956, -0.3191543280802344, 0.6676263991245045, -0.0252123608874494, -0.0936749747134517, -0.016881134354936, 1.2207996287459977, 1.1066218491671478, 0.569491178488799, -0.368181607334882, -0.1446644200846395, 0.8723887014940274]|347.8881225585937500|      0.00781250|[7437, 494, 26, 520]                                                       |  | trying linear partial model with 16 points | iterate success | actual_k=1
      90|[0.4440018934607303, -2.979304092791936, 2.6300667641260516, -0.3143650405959311, 0.0137295324955728, -1.0800634405290757, 1.6631005989900558, 0.6579251257598071, 0.3936143472773363, 1.4147954722904135, -0.6354937929973893, 0.7045896299682496, -0.1042306805165029, -1.3518269378248167, -0.5512132369764754, 0.4572688275177655, -0.642764915774225, -0.4751312670131145, -0.7437225165751926, -1.2214086687340426, 0.1028523317309916, 0.6196782317877297, 2.5067391617824732, 3.284830946805467, 0.3595304729845492, 2.2301234232772247, 1.2117442451337062, 1.1512589003889502, -0.9924898048245444, 0.8374422674607764, -0.0762194466823715, 0.4486861367857619, 0.397342656441536, -0.1125399807433225, 0.5945633650564376, 0.3532707020185805, 0.7732704166384454, 0.1013089027085447, 0.2978732422960836, -0.231180992275983, 0.2962774916241673, 0.2523683760068347, 0.7578026441107909, -0.2706727397800359, -0.1838431251329457, 1.2987853954770818, 0.7088861498549469, -0.2810243156868381, 0.0033042669986092, 0.9202136231792097, -0.3193678430978741, -0.7435826360463372, -0.4999606137485161, -0.4534223397326974, 1.038359637364354, 0.1975930954435336, -0.6792753947118484, 0.6501788293333312, 1.5623240459887207, 0.1249093893909872, 0.8937402193413783, -0.0754623000951093, 0.208544251365276, 0.2781369364889947, 1.0373189326585193, -0.147992770294317, 0.7873708381783002, 2.414721040605818, 1.0054228303824346, -0.2295205823058585, -0.600091701303887, 0.0750342721797355, -0.256651414698256, 0.2516732313802079, -0.2027861639813578, 0.1690778739103746, 0.2923718504158217, -1.590155213560412, 0.1055524199143738, -0.5836254481413815, -0.8219385196054962, 0.4600716111443164, 0.0403041289163656, 1.7628473655700998, 1.1034646425638774, 0.4193556185626436, -0.8887467401184705, 0.5127739867072956, -0.3191543280802344, 0.6676263991245045, -0.0252123608874494, -0.0936749747134517, -0.016881134354936, 1.2207996287459977, 1.1066218491671478, 0.569491178488799, -0.368181607334882, -0.1446644200846395, 0.8723887014940274]|347.8881225585937500|      0.00390625|[7557, 502, 26, 528]                                                       |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      91|[0.4440018934607303, -2.979304092791936, 2.6300667641260516, -0.3143650405959311, 0.0137295324955728, -1.0800634405290757, 1.6631005989900558, 0.6579251257598071, 0.3936143472773363, 1.4147954722904135, -0.6354937929973893, 0.7045896299682496, -0.1042306805165029, -1.3518269378248167, -0.5512132369764754, 0.4572688275177655, -0.642764915774225, -0.4751312670131145, -0.7437225165751926, -1.2214086687340426, 0.1028523317309916, 0.6196782317877297, 2.5067391617824732, 3.284830946805467, 0.3595304729845492, 2.2301234232772247, 1.2117442451337062, 1.1512589003889502, -0.9924898048245444, 0.8374422674607764, -0.0762194466823715, 0.4486861367857619, 0.397342656441536, -0.1125399807433225, 0.5945633650564376, 0.3532707020185805, 0.7732704166384454, 0.1013089027085447, 0.2978732422960836, -0.231180992275983, 0.2962774916241673, 0.2523683760068347, 0.7578026441107909, -0.2706727397800359, -0.1838431251329457, 1.2987853954770818, 0.7088861498549469, -0.2810243156868381, 0.0033042669986092, 0.9202136231792097, -0.3193678430978741, -0.7435826360463372, -0.4999606137485161, -0.4534223397326974, 1.038359637364354, 0.1975930954435336, -0.6792753947118484, 0.6501788293333312, 1.5623240459887207, 0.1249093893909872, 0.8937402193413783, -0.0754623000951093, 0.208544251365276, 0.2781369364889947, 1.0373189326585193, -0.147992770294317, 0.7873708381783002, 2.414721040605818, 1.0054228303824346, -0.2295205823058585, -0.600091701303887, 0.0750342721797355, -0.256651414698256, 0.2516732313802079, -0.2027861639813578, 0.1690778739103746, 0.2923718504158217, -1.590155213560412, 0.1055524199143738, -0.5836254481413815, -0.8219385196054962, 0.4600716111443164, 0.0403041289163656, 1.7628473655700998, 1.1034646425638774, 0.4193556185626436, -0.8887467401184705, 0.5127739867072956, -0.3191543280802344, 0.6676263991245045, -0.0252123608874494, -0.0936749747134517, -0.016881134354936, 1.2207996287459977, 1.1066218491671478, 0.569491178488799, -0.368181607334882, -0.1446644200846395, 0.8723887014940274]|347.8881225585937500|      0.00195312|[7677, 510, 26, 536]                                                       |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      92|[0.4437586706211636, -2.979213175421723, 2.629888095077893, -0.3144292122530383, 0.0135760171401941, -1.0803882447941255, 1.6632452333590795, 0.658091868625379, 0.3933312623865024, 1.4147509667612757, -0.6352299887315385, 0.7047526618600896, -0.104176490811172, -1.3517401436927436, -0.5510209979621907, 0.4571611294288487, -0.6427860727687069, -0.4751768175537645, -0.743899854227544, -1.2217264351037753, 0.1025896495180354, 0.6202506187579635, 2.506812519703943, 3.2850048224032258, 0.3594596557761415, 2.2302794221024187, 1.2115088625739143, 1.151340236918783, -0.9923249333099651, 0.837598250807715, -0.0763678504681776, 0.4484487606068605, 0.3977531586831676, -0.1123702936365168, 0.5943409844335777, 0.3532414598785599, 0.773294836166145, 0.1012319200680695, 0.2976074958235734, -0.2309805242087644, 0.2961141971429038, 0.2525872760472141, 0.7577756493001377, -0.2707435495471432, -0.1837627248441712, 1.298850551200732, 0.7087742355051373, -0.2809234771722702, 0.0035264374304058, 0.9199919996449706, -0.3192643887190503, -0.7437078161881762, -0.5002819574162796, -0.4532103261331215, 1.0382304073091644, 0.1973142889214709, -0.6793722157127929, 0.6504073512444433, 1.5626192844058298, 0.1248632253649723, 0.893551801681624, -0.0755253127716216, 0.2087536850205136, 0.278382603805647, 1.0372045936126388, -0.1478669160296777, 0.7874301523507731, 2.4146117414292516, 1.0054522618594126, -0.2295372038712512, -0.6000786380481286, 0.0749465524368211, -0.2563416904262106, 0.2519983552600754, -0.2027116124341394, 0.169401535605436, 0.2924434140477604, -1.590527934150656, 0.1055951494559511, -0.5837015046929812, -0.821658009645049, 0.4600590474144048, 0.04073133153546, 1.763174313509708, 1.103789701704651, 0.41950134167413, -0.8886215028928683, 0.5126520541661733, -0.3192497287139117, 0.6676519159548087, -0.0255041225323027, -0.0934915896705382, -0.0169053531488391, 1.2207457872292582, 1.1068411246565486, 0.5692525291623296, -0.3679988170078766, -0.144894804022438, 0.8724159681212703]|347.8808898925781250|      0.00390625|[7707, 512, 26, 538]                                                       |  | trying linear partial model with 16 points | iterate success | actual_k=1
      93|[0.4436291097297743, -2.9788317780675952, 2.6297671207181263, -0.3147657419755814, 0.0128716576448495, -1.080558665110465, 1.6625608444992568, 0.6583578886732314, 0.3933340880655085, 1.414729706142106, -0.6358954819031319, 0.7047253658945027, -0.1047934724916784, -1.351891930635278, -0.5502489571736363, 0.4575560165139932, -0.6429181598411643, -0.4761549353723461, -0.74382919230814, -1.2215800263847512, 0.1031807839238995, 0.6210141832236189, 2.506506764305685, 3.2853842865354057, 0.3593366491226559, 2.229786681497358, 1.2116741363620431, 1.1513232963520974, -0.9921168581831618, 0.8378066460514056, -0.0771940378202809, 0.448298386788304, 0.3977906720668162, -0.1124037590315188, 0.5938182029635322, 0.3536803033108381, 0.7733244365406773, 0.1009405095831629, 0.2974396208868969, -0.2301906172418186, 0.2959252167098407, 0.2524324277911043, 0.7573906343545543, -0.2708666224957201, -0.1834954703508993, 1.2988242457216, 0.7084498424097919, -0.2808960156115217, 0.0037956766260363, 0.9200458217429189, -0.3190731775964676, -0.7439402097660698, -0.5003621701355722, -0.4530067698982612, 1.0385363368255365, 0.1972654715685415, -0.6796718162386118, 0.6499822449385122, 1.56177472762225, 0.1252414399549602, 0.893377185046134, -0.0759275019130397, 0.2092981348220093, 0.2782759473897168, 1.037532490960889, -0.1474551076185497, 0.7873962210387021, 2.4146489607051715, 1.0054059166522404, -0.2301384576615792, -0.6001893998128948, 0.0754097625288472, -0.2560980634319444, 0.2519117546414485, -0.2031787978232965, 0.1698592121028725, 0.2930321784825912, -1.5903808536863273, 0.1063720017166806, -0.5841439273132882, -0.8216894726686546, 0.4594554728855659, 0.0398429661764327, 1.763129753173558, 1.1040935246983696, 0.4190792749622628, -0.8883593910562572, 0.512526064788451, -0.3197198478150542, 0.6674732952326439, -0.0247580851284963, -0.0937645573449281, -0.0173793121800387, 1.2203837943268858, 1.1068496978239128, 0.5692536265064264, -0.3681612849692606, -0.1448476603095297, 0.8728635342851606]|347.8732910156250000|      0.00781250|[7797, 518, 26, 544]                                                       |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | iterate success | actual_k=1
      94|[0.4427123667483844, -2.978618029070164, 2.6298551481427883, -0.3130763113213509, 0.0131812751579779, -1.0806693974088213, 1.6633940819904247, 0.6577577915856431, 0.3925382998722965, 1.4139864795788806, -0.634516774408202, 0.7052342283841855, -0.1037727467521875, -1.352849648556148, -0.5515146433594852, 0.4581468820503087, -0.6443837524524162, -0.4761136686007046, -0.7463878772624483, -1.222471577850502, 0.103488106511069, 0.6223246992662471, 2.5072566940557017, 3.2864405802475183, 0.3595390995508954, 2.229824340654641, 1.2114993060931525, 1.1502736952554444, -0.9912591537759113, 0.8378630770443886, -0.0766210143460093, 0.4473085426989403, 0.3977154070529011, -0.1128740019105201, 0.5940187257327807, 0.3541819305472088, 0.7735423996223678, 0.1007378962216094, 0.2971560888443591, -0.2316535024486257, 0.2957492258511136, 0.2516013851151482, 0.7568478897586981, -0.2718418234361085, -0.1828047294374013, 1.2991444040819984, 0.7086182679471775, -0.281939819629557, 0.0026215132928757, 0.9194110200389076, -0.3188504514375677, -0.7444277716599437, -0.5009715557421892, -0.4530147614853331, 1.0379634841523784, 0.1977102391561172, -0.6784464696587933, 0.6494003295719978, 1.563150861183497, 0.1244344490949356, 0.8927971593268894, -0.0751104752242809, 0.2095636753091647, 0.278854499073626, 1.0371594344850998, -0.1463409695531025, 0.7865169021042645, 2.4154971178927105, 1.0057850244197823, -0.2299777980388145, -0.5999335387460467, 0.0753380833808265, -0.2552874210376845, 0.2515275789716666, -0.2033200184405076, 0.1690887220966565, 0.294851735842756, -1.5900851788096018, 0.105827161494785, -0.5843711462958139, -0.821995131009003, 0.4588165136833559, 0.0403234964022908, 1.7638342208342699, 1.1041114943895538, 0.4194834504255874, -0.8888322298171039, 0.5129127017711225, -0.3210766054544668, 0.6682244271960601, -0.0246427142099549, -0.0945117090132141, -0.0164960885187195, 1.2204122513841569, 1.1076020837836587, 0.569238908125785, -0.3683160414384475, -0.1461488370893325, 0.8740160869019211]|347.8554992675781250|      0.01562500|[7842, 521, 26, 547]                                                       |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | iterate success | actual_k=1
      95|[0.4427123667483844, -2.978618029070164, 2.6298551481427883, -0.3130763113213509, 0.0131812751579779, -1.0806693974088213, 1.6633940819904247, 0.6577577915856431, 0.3925382998722965, 1.4139864795788806, -0.634516774408202, 0.7052342283841855, -0.1037727467521875, -1.352849648556148, -0.5515146433594852, 0.4581468820503087, -0.6443837524524162, -0.4761136686007046, -0.7463878772624483, -1.222471577850502, 0.103488106511069, 0.6223246992662471, 2.5072566940557017, 3.2864405802475183, 0.3595390995508954, 2.229824340654641, 1.2114993060931525, 1.1502736952554444, -0.9912591537759113, 0.8378630770443886, -0.0766210143460093, 0.4473085426989403, 0.3977154070529011, -0.1128740019105201, 0.5940187257327807, 0.3541819305472088, 0.7735423996223678, 0.1007378962216094, 0.2971560888443591, -0.2316535024486257, 0.2957492258511136, 0.2516013851151482, 0.7568478897586981, -0.2718418234361085, -0.1828047294374013, 1.2991444040819984, 0.7086182679471775, -0.281939819629557, 0.0026215132928757, 0.9194110200389076, -0.3188504514375677, -0.7444277716599437, -0.5009715557421892, -0.4530147614853331, 1.0379634841523784, 0.1977102391561172, -0.6784464696587933, 0.6494003295719978, 1.563150861183497, 0.1244344490949356, 0.8927971593268894, -0.0751104752242809, 0.2095636753091647, 0.278854499073626, 1.0371594344850998, -0.1463409695531025, 0.7865169021042645, 2.4154971178927105, 1.0057850244197823, -0.2299777980388145, -0.5999335387460467, 0.0753380833808265, -0.2552874210376845, 0.2515275789716666, -0.2033200184405076, 0.1690887220966565, 0.294851735842756, -1.5900851788096018, 0.105827161494785, -0.5843711462958139, -0.821995131009003, 0.4588165136833559, 0.0403234964022908, 1.7638342208342699, 1.1041114943895538, 0.4194834504255874, -0.8888322298171039, 0.5129127017711225, -0.3210766054544668, 0.6682244271960601, -0.0246427142099549, -0.0945117090132141, -0.0164960885187195, 1.2204122513841569, 1.1076020837836587, 0.569238908125785, -0.3683160414384475, -0.1461488370893325, 0.8740160869019211]|347.8554992675781250|      0.00781250|[7964, 529, 28, 557]                                                       |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 93 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
