k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      18|[-3.585665713995695, -6.939900659024715, -1.965262658894062, -0.9993813168257475, -1.0107824234291911, -2.3120301607996225, -0.5498390048742294, -1.8274245746433735, -4.934756178408861, -1.5251927729696035, 0.1145029067993164, -5.417103048413992, -1.4734801165759563, -0.5005291178822517, 2.848233789205551, -5.148098550736904, -6.157171934843063, -5.058056550100446, -2.9702323153615, 5.728362772613764, 8.988863226026297, 6.796235408633947]|  0.5005155801773071|     11.11111111|[541, 36, 0, 36]                                                           | 
      19|[-3.585665713995695, -6.939900659024715, -1.965262658894062, -0.9993813168257475, -1.0107824234291911, -2.3120301607996225, -0.5498390048742294, -1.8274245746433735, -4.934756178408861, -1.5251927729696035, 0.1145029067993164, -5.417103048413992, -1.4734801165759563, -0.5005291178822517, 2.848233789205551, -5.148098550736904, -6.157171934843063, -5.058056550100446, -2.9702323153615, 5.728362772613764, 8.988863226026297, 6.796235408633947]|  0.5005155801773071|      3.33333333|[571, 38, 0, 38]                                                           | 
      20|[-3.601031300611794, -6.962949039414525, -1.9959938321262598, -1.0377952810376883, -1.0568791842088103, -2.4195086006075144, -0.611301351338625, -1.8965697102248669, -1.6390243954956532, -1.6097034942358732, 0.022309385240078, -5.516979355365038, -1.5810392312705517, -0.4325488284230232, 2.72530909627676, -5.278706036508083, -6.29546220600605, -5.20402960665524, -3.123888172209263, 5.567024130374193, 8.819841783493757, 6.619531165808439]|  0.4732710421085358|     11.11111111|[601, 40, 0, 40]                                                           | 
      21|[-3.601031300611794, -6.962949039414525, -1.9959938321262598, -1.0377952810376883, -1.0568791842088103, -2.4195086006075144, -0.611301351338625, -1.8965697102248669, -1.6390243954956532, -1.6097034942358732, 0.022309385240078, -5.516979355365038, -1.5810392312705517, -0.4325488284230232, 2.72530909627676, -5.278706036508083, -6.29546220600605, -5.20402960665524, -3.123888172209263, 5.567024130374193, 8.819841783493757, 6.619531165808439]|  0.4732710421085358|      3.33333333|[631, 42, 0, 42]                                                           | 
      22|[-3.605592110194266, -3.6329827327281237, -1.977592682465911, -1.0491973049938679, -1.0705616120249033, -2.435471434146166, -0.6201000660657883, -1.917093351483345, -1.6618284434080124, -1.6347879469394684, -0.005055470392108, -5.54662461578846, -1.6129648983478546, -0.4667548984289169, 2.6888226196169853, -5.317472919821739, -6.336509488523006, -5.2473572958260775, -3.1694962680339813, 5.519135631620884, 8.769672878086567, 6.567081853747368]|  0.4494275152683258|     11.11111111|[661, 44, 0, 44]                                                           | 
      23|[-3.605592110194266, -3.6329827327281237, -1.977592682465911, -1.0491973049938679, -1.0705616120249033, -2.435471434146166, -0.6201000660657883, -1.917093351483345, -1.6618284434080124, -1.6347879469394684, -0.005055470392108, -5.54662461578846, -1.6129648983478546, -0.4667548984289169, 2.6888226196169853, -5.317472919821739, -6.336509488523006, -5.2473572958260775, -3.1694962680339813, 5.519135631620884, 8.769672878086567, 6.567081853747368]|  0.4494275152683258|      3.33333333|[691, 46, 0, 46]                                                           | 
      24|[-3.4949978524819016, -3.60774733312428, -2.0402930807322264, -0.7884946651756763, -1.5032810810953379, -3.0069059915840626, -0.3231980353593826, -1.486714705824852, -1.6694172234274447, -1.2630337178707123, 0.2230149228125811, -5.209289118647575, -1.0410707890987396, 0.1219922453165054, 2.194548688828945, -5.233771301805973, -5.705264292657375, -5.582366870716214, -3.2936525642871857, 5.3480018600821495, 8.637961275875568, 6.244541868567467]|  0.4353758096694946|     11.11111111|[721, 48, 0, 48]                                                           | 
      25|[-3.4949978524819016, -3.60774733312428, -2.0402930807322264, -0.7884946651756763, -1.5032810810953379, -3.0069059915840626, -0.3231980353593826, -1.486714705824852, -1.6694172234274447, -1.2630337178707123, 0.2230149228125811, -5.209289118647575, -1.0410707890987396, 0.1219922453165054, 2.194548688828945, -5.233771301805973, -5.705264292657375, -5.582366870716214, -3.2936525642871857, 5.3480018600821495, 8.637961275875568, 6.244541868567467]|  0.4353758096694946|      3.33333333|[751, 50, 0, 50]                                                           | 
      26|[-3.521724115125835, -3.6478367280215025, -2.093745606020093, -0.8553103245794773, -1.7448053304105997, -3.1004479117691517, -0.4301030859351158, -1.6069828793406487, -1.8030485422350466, -1.4100281596183777, 0.062657343223691, -5.383009821176529, -1.2281546294689178, -0.0784547179937363, 1.9807385876774788, -2.0103032365441322, -5.945800639688969, -5.836266385391355, -3.5609152019023895, 5.18415591865778, 8.343972392380238, 5.93718983232975]|  0.4300970435142517|     11.11111111|[781, 52, 0, 52]                                                           | 
      27|[-3.521724115125835, -3.6478367280215025, -2.093745606020093, -0.8553103245794773, -1.7448053304105997, -3.1004479117691517, -0.4301030859351158, -1.6069828793406487, -1.8030485422350466, -1.4100281596183777, 0.062657343223691, -5.383009821176529, -1.2281546294689178, -0.0784547179937363, 1.9807385876774788, -2.0103032365441322, -5.945800639688969, -5.836266385391355, -3.5609152019023895, 5.18415591865778, 8.343972392380238, 5.93718983232975]|  0.4300970435142517|      3.33333333|[811, 54, 0, 54]                                                           | 
      28|[-3.6003436697646976, -3.852003214880824, -2.1245737858116627, -0.3925744034349918, -1.2489134315401316, -3.746497768908739, -0.5499989166855812, -1.5671830028295517, -1.6775737018324435, -1.5845324099063873, -0.3609970044344664, -5.02081897854805, -1.4282816052436829, -0.3358641117811203, 1.3121826723217964, -1.922662302851677, -5.523758091032505, -6.190718399360776, -3.405313476920128, 4.777716435492039, 8.629474855959415, 6.522935107350349]|  0.4279198646545410|     11.11111111|[841, 56, 0, 56]                                                           | 
      29|[-3.6003436697646976, -3.852003214880824, -2.1245737858116627, -0.3925744034349918, -1.2489134315401316, -3.746497768908739, -0.5499989166855812, -1.5671830028295517, -1.6775737018324435, -1.5845324099063873, -0.3609970044344664, -5.02081897854805, -1.4282816052436829, -0.3358641117811203, 1.3121826723217964, -1.922662302851677, -5.523758091032505, -6.190718399360776, -3.405313476920128, 4.777716435492039, 8.629474855959415, 6.522935107350349]|  0.4279198646545410|      3.33333333|[871, 58, 0, 58]                                                           | 
      30|[-3.509475248865783, -3.4901600759476423, -1.5373753495514393, 0.0162674449384212, -1.1042846236377954, -3.66574103012681, -0.8124261572957039, -1.5054896883666515, -1.644999893847853, -1.6194969825446606, -0.7868020962923765, -4.680963784456253, -0.8584408760070801, -0.7221951335668564, 1.0305751338601112, -1.6491695791482925, -5.303440012037754, -6.462566273286939, -4.0918752402067184, 4.93853273242712, 7.954542674124241, 6.367522194981575]|  0.4151198565959930|     11.11111111|[901, 60, 0, 60]                                                           | 
      31|[-3.509475248865783, -3.4901600759476423, -1.5373753495514393, 0.0162674449384212, -1.1042846236377954, -3.66574103012681, -0.8124261572957039, -1.5054896883666515, -1.644999893847853, -1.6194969825446606, -0.7868020962923765, -4.680963784456253, -0.8584408760070801, -0.7221951335668564, 1.0305751338601112, -1.6491695791482925, -5.303440012037754, -6.462566273286939, -4.0918752402067184, 4.93853273242712, 7.954542674124241, 6.367522194981575]|  0.4151198565959930|      3.33333333|[931, 62, 0, 62]                                                           | 
      32|[-3.3446352956816554, -3.445448873564601, -0.6945504136383533, 0.004254724830389, -1.6208151374012232, -3.449983049184084, -0.5443993881344795, -1.8245148472487926, -1.6963839777745306, -1.1485987417399883, -0.8755286317318678, -4.920297339558601, -0.6462666243314743, -1.608187660574913, 0.5881981030106544, -1.6305720619857311, -5.235755309462547, -6.6736684907227755, -4.068280069157481, 5.30894198268652, 8.082087837159634, 6.187571212649345]|  0.4139569997787476|     11.11111111|[961, 64, 0, 64]                                                           | 
      33|[-3.3446352956816554, -3.445448873564601, -0.6945504136383533, 0.004254724830389, -1.6208151374012232, -3.449983049184084, -0.5443993881344795, -1.8245148472487926, -1.6963839777745306, -1.1485987417399883, -0.8755286317318678, -4.920297339558601, -0.6462666243314743, -1.608187660574913, 0.5881981030106544, -1.6305720619857311, -5.235755309462547, -6.6736684907227755, -4.068280069157481, 5.30894198268652, 8.082087837159634, 6.187571212649345]|  0.4139569997787476|      3.33333333|[991, 66, 0, 66]                                                           | 
      34|[-3.3680324694141746, -3.4805446323007345, -0.7413447611033916, -0.054238211363554, -1.6910066548734903, -3.531873155385256, -0.6379880830645561, -1.929802130907774, -1.8133698501624167, -1.277283187955618, -1.036336598917842, -5.07237896323204, -0.810046836733818, 1.6399305015802383, 0.4010207131505013, -1.829448040574789, -5.44632987678051, -6.895941661670804, -3.8478464763611555, 5.063271664083004, 7.8247189447283745, 5.918503746390343]|  0.4126137793064117|     11.11111111|[1021, 68, 0, 68]                                                          | 
      35|[-3.3680324694141746, -3.4805446323007345, -0.7413447611033916, -0.054238211363554, -1.6910066548734903, -3.531873155385256, -0.6379880830645561, -1.929802130907774, -1.8133698501624167, -1.277283187955618, -1.036336598917842, -5.07237896323204, -0.810046836733818, 1.6399305015802383, 0.4010207131505013, -1.829448040574789, -5.44632987678051, -6.895941661670804, -3.8478464763611555, 5.063271664083004, 7.8247189447283745, 5.918503746390343]|  0.4126137793064117|      3.33333333|[1051, 70, 0, 70]                                                          | 
      36|[-3.6198180159553885, -3.557843303307891, -1.1424911729991436, 0.1757120527327061, -1.8471517357975245, -3.4459541775286198, -0.6778313219547272, -2.0852127633988857, -1.6864634552039206, -0.7539977394044399, -0.5592598002403975, -5.09986524283886, -0.8665647059679031, 1.6066973432898521, -0.4669010564684868, -2.4566950760781765, -5.169163182377815, -7.592650281265378, -3.8434665454551578, 5.4743093475699425, 7.930313736200333, 5.758986592292786]|  0.4078517854213715|     11.11111111|[1081, 72, 0, 72]                                                          | 
      37|[-3.6198180159553885, -3.557843303307891, -1.1424911729991436, 0.1757120527327061, -1.8471517357975245, -3.4459541775286198, -0.6778313219547272, -2.0852127633988857, -1.6864634552039206, -0.7539977394044399, -0.5592598002403975, -5.09986524283886, -0.8665647059679031, 1.6066973432898521, -0.4669010564684868, -2.4566950760781765, -5.169163182377815, -7.592650281265378, -3.8434665454551578, 5.4743093475699425, 7.930313736200333, 5.758986592292786]|  0.4078517854213715|      3.33333333|[1111, 74, 0, 74]                                                          | 
      38|[-3.5684483787044883, -3.184273576363921, -1.589937012642622, -0.1927088163793087, -1.942799823358655, -3.3241121657192707, -0.6478035897016525, -1.9131070785224438, -1.9776080348528922, -0.936842855066061, -0.3964087348431349, -4.94537116587162, 0.1068098396062851, 1.8253369107842445, -0.4489166643470526, -2.4950542859733105, -5.530541881918907, -7.40085563249886, -2.9896872295066714, 5.855146519839764, 7.960707684978843, 5.566101744771004]|  0.4035192430019379|     11.11111111|[1141, 76, 0, 76]                                                          | 
      39|[-3.5684483787044883, -3.184273576363921, -1.589937012642622, -0.1927088163793087, -1.942799823358655, -3.3241121657192707, -0.6478035897016525, -1.9131070785224438, -1.9776080348528922, -0.936842855066061, -0.3964087348431349, -4.94537116587162, 0.1068098396062851, 1.8253369107842445, -0.4489166643470526, -2.4950542859733105, -5.530541881918907, -7.40085563249886, -2.9896872295066714, 5.855146519839764, 7.960707684978843, 5.566101744771004]|  0.4035192430019379|      3.33333333|[1171, 78, 0, 78]                                                          | 
      40|[-3.2090789517387748, -2.9108666237443686, -2.167364101856947, -0.2010151967406273, -1.3318448830395937, -3.2887350767850876, -0.6537939254194498, -2.177241574972868, -1.2582255103625357, -0.7169045470654964, -0.5017842929810286, -5.027330465614796, 0.5793911665678024, 2.300877846777439, -0.4008836429566145, -2.368758898228407, -5.47632247954607, -6.908892901614308, -3.037886298261583, 5.789032652974129, 7.5442807879298925, 5.000804975628853]|  0.4017277956008911|     11.11111111|[1201, 80, 0, 80]                                                          | 
      41|[-3.2090789517387748, -2.9108666237443686, -2.167364101856947, -0.2010151967406273, -1.3318448830395937, -3.2887350767850876, -0.6537939254194498, -2.177241574972868, -1.2582255103625357, -0.7169045470654964, -0.5017842929810286, -5.027330465614796, 0.5793911665678024, 2.300877846777439, -0.4008836429566145, -2.368758898228407, -5.47632247954607, -6.908892901614308, -3.037886298261583, 5.789032652974129, 7.5442807879298925, 5.000804975628853]|  0.4017277956008911|      3.33333333|[1231, 82, 0, 82]                                                          | 
      42|[-3.2090789517387748, -2.9108666237443686, -2.167364101856947, -0.2010151967406273, -1.3318448830395937, -3.2887350767850876, -0.6537939254194498, -2.177241574972868, -1.2582255103625357, -0.7169045470654964, -0.5017842929810286, -5.027330465614796, 0.5793911665678024, 2.300877846777439, -0.4008836429566145, -2.368758898228407, -5.47632247954607, -6.908892901614308, -3.037886298261583, 5.789032652974129, 7.5442807879298925, 5.000804975628853]|  0.4017277956008911|      1.00000000|[1261, 84, 0, 84]                                                          | 
      43|[-2.2095277151092887, -2.9122340745525435, -2.168978981906548, -0.2034463889431208, -1.3345797846559435, -3.291925795376301, -0.6574404609855264, -2.181343927513808, -1.2627836801111698, -0.7219185335561633, -0.5072540962137282, -5.033256086055189, 0.573009729385376, 2.2940405923873186, -0.4081767140887678, -2.3765077865682542, -5.48452718462795, -6.9175534239038825, -3.047002637758851, 5.779460497200489, 7.534252814948559, 4.990321185439825]|  0.3958549499511719|      3.33333333|[1291, 86, 0, 86]                                                          | 
      44|[-2.160820065997541, -2.5707700318889692, -1.7218822168651968, -0.3408585048746318, -2.2688942740205675, -3.492104507982731, -1.0193737221416086, -1.8999506081454456, -1.3400914557278156, -0.2512326342985034, -0.6253876411356032, -4.768716725055128, 0.4202836602926254, 1.8997532445937395, -0.3839616193436086, -1.830334750469774, -5.7560843070968986, -7.329162745736539, -3.23797401227057, 5.985176332294941, 7.099961332976818, 5.121224846690893]|  0.3923799693584442|     11.11111111|[1321, 88, 0, 88]                                                          | 
      45|[-2.160820065997541, -2.5707700318889692, -1.7218822168651968, -0.3408585048746318, -2.2688942740205675, -3.492104507982731, -1.0193737221416086, -1.8999506081454456, -1.3400914557278156, -0.2512326342985034, -0.6253876411356032, -4.768716725055128, 0.4202836602926254, 1.8997532445937395, -0.3839616193436086, -1.830334750469774, -5.7560843070968986, -7.329162745736539, -3.23797401227057, 5.985176332294941, 7.099961332976818, 5.121224846690893]|  0.3923799693584442|      3.33333333|[1351, 90, 0, 90]                                                          | 
      46|[-1.937565385363996, -2.5129478640155867, -1.5415381269995123, -0.7518249608110636, -1.7109283993486315, -3.2464728131890297, -0.4679969025310129, -1.859433754812926, -1.3254130342975259, -0.2355625694617629, -0.0672586285509169, -4.781700684223324, 0.8988866060972214, 1.3966641742736101, 0.1229401216842234, -1.5907237655483186, -5.131339534185827, -7.732817172072828, -3.2379877102521277, 5.58666155487299, 6.9449717476964, 5.087806262075901]|  0.3897354900836945|     11.11111111|[1381, 92, 0, 92]                                                          | 
      47|[-1.937565385363996, -2.5129478640155867, -1.5415381269995123, -0.7518249608110636, -1.7109283993486315, -3.2464728131890297, -0.4679969025310129, -1.859433754812926, -1.3254130342975259, -0.2355625694617629, -0.0672586285509169, -4.781700684223324, 0.8988866060972214, 1.3966641742736101, 0.1229401216842234, -1.5907237655483186, -5.131339534185827, -7.732817172072828, -3.2379877102521277, 5.58666155487299, 6.9449717476964, 5.087806262075901]|  0.3897354900836945|      3.33333333|[1411, 94, 0, 94]                                                          | 
      48|[-2.1408434649929404, -2.58483159460593, -0.9106116371694952, -0.6304128102492541, -1.6440574864391237, -3.3183501586318016, -0.7654054833110422, -2.122322693001479, -1.4700988540425897, -0.6406502490863204, -0.3553822063840926, -5.003069071564823, 0.6799034178256989, 1.395897203590721, -0.2452476336620748, -1.4913372225128114, -5.004868968389928, -7.916851668618619, -4.011619879021964, 5.577208341099322, 7.936408169567585, 5.184912450611591]|  0.3867565691471100|     11.11111111|[1441, 96, 0, 96]                                                          | 
      49|[-2.1408434649929404, -2.58483159460593, -0.9106116371694952, -0.6304128102492541, -1.6440574864391237, -3.3183501586318016, -0.7654054833110422, -2.122322693001479, -1.4700988540425897, -0.6406502490863204, -0.3553822063840926, -5.003069071564823, 0.6799034178256989, 1.395897203590721, -0.2452476336620748, -1.4913372225128114, -5.004868968389928, -7.916851668618619, -4.011619879021964, 5.577208341099322, 7.936408169567585, 5.184912450611591]|  0.3867565691471100|      3.33333333|[1471, 98, 0, 98]                                                          | 
      50|[-2.170984120108187, -2.6300425744848326, -0.9708929473999888, -0.7057644433807582, -1.7344794461969286, -3.4238424450159073, -2.702764339512214, -2.2579556251876056, -1.6208021203055978, -0.8064238345250487, -0.5362261258997023, -5.1989833251573145, 0.4689188450574875, 1.1698422967456281, -0.486372874584049, -1.7475327677093446, -5.276134832762182, -10.460954575799406, -4.31302641154798, 5.260731489397585, 7.604860998690128, 4.838294930756092]|  0.3733286559581757|     11.11111111|[1501, 100, 0, 100]                                                        | 
      51|[-2.170984120108187, -2.6300425744848326, -0.9708929473999888, -0.7057644433807582, -1.7344794461969286, -3.4238424450159073, -2.702764339512214, -2.2579556251876056, -1.6208021203055978, -0.8064238345250487, -0.5362261258997023, -5.1989833251573145, 0.4689188450574875, 1.1698422967456281, -0.486372874584049, -1.7475327677093446, -5.276134832762182, -10.460954575799406, -4.31302641154798, 5.260731489397585, 7.604860998690128, 4.838294930756092]|  0.3733286559581757|      3.33333333|[1531, 102, 0, 102]                                                        | 
      52|[-2.5029215523973107, -2.634694221545942, -1.1514250303152949, -0.2969034023117274, -1.042296905303374, -3.3119184002280235, -2.0334386301692575, -2.2535309097729623, -1.3048503855243325, -0.9833744680508971, -0.6107164793647826, -4.995075596962124, 0.3472772762179375, 1.3186259060166776, 0.1877034441567957, -1.891242144163698, -5.652191742323339, -10.391844510100782, -4.299991683192275, 4.970265925861895, 7.922158814966679, 5.5499917939305305]|  0.3668573796749115|     11.11111111|[1561, 104, 0, 104]                                                        | 
      53|[-2.5029215523973107, -2.634694221545942, -1.1514250303152949, -0.2969034023117274, -1.042296905303374, -3.3119184002280235, -2.0334386301692575, -2.2535309097729623, -1.3048503855243325, -0.9833744680508971, -0.6107164793647826, -4.995075596962124, 0.3472772762179375, 1.3186259060166776, 0.1877034441567957, -1.891242144163698, -5.652191742323339, -10.391844510100782, -4.299991683192275, 4.970265925861895, 7.922158814966679, 5.5499917939305305]|  0.3668573796749115|      3.33333333|[1591, 106, 0, 106]                                                        | 
      54|[-2.5348058314993978, -2.6825206383364275, -1.215193588519469, -0.3766140870284289, -1.1379497388843447, -3.4235133677721024, -2.1609757465776056, -2.3382922164164484, -1.4642717549577355, -1.15873799379915, -0.3871104144491255, -5.202323390636593, 0.1240873411297798, 1.07949381461367, -0.0673707886599004, -2.1622585034929216, -5.93915022816509, -10.69474512245506, -1.1197286407423235, 4.635481030680239, 7.571431763470173, 5.183322615921497]|  0.3667060434818268|     11.11111111|[1621, 108, 0, 108]                                                        | 
