k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
     233|[-0.400350261157655, 0.6657330524176359, 1.90297745148564, -0.1135444047013152, 1.8683003341429867, 0.0260705142009101, 3.3724612192818313, 2.179622733645374, -1.972165281578782, 0.0103623341724415, 0.7617094885390543, 3.2746205414732685, 0.2245415112993214, 2.5292861443012953, 0.5876363095812565, 1.6010682967607863, 0.3639438740356127, -1.316759266279405, 0.0605636117579706, 2.694927726183778, 2.253561151708709, -3.4262300354530453, -1.3545935649890453, 2.5075945501739625, 0.2663215123466216, 2.999857587817587, 2.1169640345615335, -0.8941952056484297, 0.1773689573747106, 1.3833926110673929, 1.0746011018636636, 0.5652645381560433, 0.7502204033662565, 0.1346812270858209, 1.7919149489753181, 0.9019527031962298, -1.160348388733837, 1.0698016070236918, 0.670198798252386, 0.8601717290875968, 0.697341111545029, -0.1486547957756557, 2.0076644092187053, 0.3979979914511205, 0.8362042106600711, 1.3467714675789466, 1.0970983927472844, 0.5173162051360123, 2.3022863649293868, 0.4854627822751354, 0.27442001052259, -0.7192408035916742, -1.7190854777800268, 8.639798694635829]| 54.7200126647949219|      0.02700000|[27961, 1864, 0, 466]                                                      | 
     234|[-0.3984861241460749, 0.6740801921114326, 1.8976129324073554, -0.125623216115855, 1.8568329769768752, 0.0274703394115932, 3.3823187667512684, 2.1836882821808103, -1.9721820351260249, 0.0089033480921898, 0.7617754136117583, 3.280054141403525, 0.2211219658202026, 2.5211505629122257, 0.5812158150583571, 1.6055543262627907, 0.3587285165122012, -1.3182824912655633, 0.0512422248320945, 2.7098455003097115, 2.255041776021244, -3.4296635237624287, -1.3554967109812424, 2.5020127041789237, 0.2594093251391314, 2.990422968830444, 2.133288325567264, -0.902641351451166, 0.1648199277115054, 1.389272712651291, 1.0759928891784512, 0.5619679118899512, 0.7527596552972682, 0.156699505103461, 1.7915651700895978, 0.9032210043553732, -1.155643836962554, 1.07248553991667, 0.6761195059661986, 0.8629395562165882, 0.6995840189611044, -0.152340626635123, 2.010327277923352, 0.3958626625026227, 0.8326470489992062, 1.3412859156815102, 1.1001342456656857, 0.5059259978006594, 2.288193738879272, 0.4764295214081358, 0.2722571125632385, -0.7114799323899206, -1.7228792119058198, 8.64681690965881]| 54.6909751892089844|      0.09000000|[28081, 1872, 0, 468]                                                      | 
     235|[-0.3936429748118826, 0.6693433881737292, 1.8882854117910028, -0.1334767781281698, 1.8502280940883793, 0.0246021257207758, 3.385591503661999, 2.18328222213313, -1.9614655949699227, 0.0074850128453363, 0.7589376022478973, 3.276161762754782, 0.2155039430654142, 2.5241469216998667, 0.5835353123474931, 1.6010985810426064, 0.3485680358862737, -1.3206626241735648, 0.0522002452817105, 2.714727822468376, 2.259849097841652, -3.4264205065192073, -1.3573836236028, 2.5014510579931084, 0.2562555893673562, 2.9828227959419564, 2.1379041893524118, -0.8996203964343295, 0.1625732314423658, 1.3869434208754683, 1.0708139147027396, 0.5549601458405959, 0.7596603551064618, 0.1590534960196237, 1.8096606280159904, 0.9071789120246194, -1.1548076479411975, 1.0716095246898476, 0.6759390617953613, 0.8653420089685824, 0.6969501395342377, -0.1528725287644193, 2.004613013690687, 0.3951024715570384, 0.8194681891618529, 1.3337297622201731, 1.1055771960745915, 0.5154242186690681, 2.2870700992407365, 0.4822756585890602, 0.2622695356985787, -0.7076453043555375, -1.7290216088513262, 8.631852768707176]| 54.5785942077636719|      0.30000000|[28201, 1880, 0, 470]                                                      | 
     236|[-0.3936429748118826, 0.6693433881737292, 1.8882854117910028, -0.1334767781281698, 1.8502280940883793, 0.0246021257207758, 3.385591503661999, 2.18328222213313, -1.9614655949699227, 0.0074850128453363, 0.7589376022478973, 3.276161762754782, 0.2155039430654142, 2.5241469216998667, 0.5835353123474931, 1.6010985810426064, 0.3485680358862737, -1.3206626241735648, 0.0522002452817105, 2.714727822468376, 2.259849097841652, -3.4264205065192073, -1.3573836236028, 2.5014510579931084, 0.2562555893673562, 2.9828227959419564, 2.1379041893524118, -0.8996203964343295, 0.1625732314423658, 1.3869434208754683, 1.0708139147027396, 0.5549601458405959, 0.7596603551064618, 0.1590534960196237, 1.8096606280159904, 0.9071789120246194, -1.1548076479411975, 1.0716095246898476, 0.6759390617953613, 0.8653420089685824, 0.6969501395342377, -0.1528725287644193, 2.004613013690687, 0.3951024715570384, 0.8194681891618529, 1.3337297622201731, 1.1055771960745915, 0.5154242186690681, 2.2870700992407365, 0.4822756585890602, 0.2622695356985787, -0.7076453043555375, -1.7290216088513262, 8.631852768707176]| 54.5785942077636719|      0.09000000|[28321, 1888, 0, 472]                                                      | 
     237|[-0.3936429748118826, 0.6693433881737292, 1.8882854117910028, -0.1334767781281698, 1.8502280940883793, 0.0246021257207758, 3.385591503661999, 2.18328222213313, -1.9614655949699227, 0.0074850128453363, 0.7589376022478973, 3.276161762754782, 0.2155039430654142, 2.5241469216998667, 0.5835353123474931, 1.6010985810426064, 0.3485680358862737, -1.3206626241735648, 0.0522002452817105, 2.714727822468376, 2.259849097841652, -3.4264205065192073, -1.3573836236028, 2.5014510579931084, 0.2562555893673562, 2.9828227959419564, 2.1379041893524118, -0.8996203964343295, 0.1625732314423658, 1.3869434208754683, 1.0708139147027396, 0.5549601458405959, 0.7596603551064618, 0.1590534960196237, 1.8096606280159904, 0.9071789120246194, -1.1548076479411975, 1.0716095246898476, 0.6759390617953613, 0.8653420089685824, 0.6969501395342377, -0.1528725287644193, 2.004613013690687, 0.3951024715570384, 0.8194681891618529, 1.3337297622201731, 1.1055771960745915, 0.5154242186690681, 2.2870700992407365, 0.4822756585890602, 0.2622695356985787, -0.7076453043555375, -1.7290216088513262, 8.631852768707176]| 54.5785942077636719|      0.02700000|[28441, 1896, 0, 474]                                                      | 
     238|[-0.3930801274527767, 0.6673982554348186, 1.870918065578735, -0.1322030756473396, 1.8487292114295997, 0.0192563928158052, 3.3780833053970127, 2.179013403132558, -1.9566711691732053, 0.0109362016387422, 0.7672178506290948, 3.2823227805638453, 0.2122832375171129, 2.5347248024772853, 0.5941087358150696, 1.6121746691060252, 0.3491969696042361, -1.3190135381591972, 0.0509573352355801, 2.7162120683451576, 2.2553210656915326, -3.4242945345686167, -1.3447493630228564, 2.51416917113238, 0.2665896331309341, 2.984039081803985, 2.140080255048815, -0.8967605388024822, 0.1578941322513856, 1.3930273275036598, 1.085109407955315, 0.5544293365601334, 0.752592280798126, 0.1593975707291975, 1.808253217182937, 0.9117792883810125, -1.149935982441093, 1.0693015231809113, 0.6748106712475419, 0.8497908796125557, 0.6954958431288105, -0.1557154027977958, 2.013330653993762, 0.3911583483932191, 0.8096919601230184, 1.3326750023843488, 1.1047991594168707, 0.5121242543100379, 2.2886311056554405, 0.4889114069046627, 0.2685053633904317, -0.6925082093512174, -1.7134825689936406, 8.644334923821589]| 54.4601440429687500|      0.09000000|[28561, 1904, 0, 476]                                                      | 
     239|[-0.3914095678173908, 0.6545553460018709, 1.8695711822147132, -0.1361540868729207, 1.8449857228551991, 0.0180512715323857, 3.3730135764562874, 2.188588546589017, -1.9551995676301885, 0.010954091761505, 0.7674749078541936, 3.2847683384170523, 0.2122607360615802, 2.5243327689822763, 0.5856540246386146, 1.602138756599743, 0.3494887438282603, -1.317826160317054, 0.0529020521389612, 2.7108386709687693, 2.2531927991949487, -3.431941229813674, -1.343585503520444, 2.519827263109619, 0.2582907806499861, 2.9902862702342645, 2.1315712486975826, -0.8893975667888299, 0.1612499054172076, 1.404316875632503, 1.0937979537411593, 0.5497575659464928, 0.7483667971682735, 0.1619561471379711, 1.8080925204558298, 0.9149352420974992, -1.1516978528998152, 1.065663394430885, 0.6734749464085326, 0.8456690200546291, 0.7089069692283374, -0.1505745133617893, 2.0082965253241127, 0.3934459134252393, 0.8098388389626052, 1.325593255329295, 1.0914619440081879, 0.5143198605510406, 2.2896133892700163, 0.4806340148898016, 0.2620685441797832, -0.6812401496281382, -1.7155194622682757, 8.65035556337898]| 54.3975410461425781|      0.30000000|[28681, 1912, 0, 478]                                                      | 
     240|[-0.3914095678173908, 0.6545553460018709, 1.8695711822147132, -0.1361540868729207, 1.8449857228551991, 0.0180512715323857, 3.3730135764562874, 2.188588546589017, -1.9551995676301885, 0.010954091761505, 0.7674749078541936, 3.2847683384170523, 0.2122607360615802, 2.5243327689822763, 0.5856540246386146, 1.602138756599743, 0.3494887438282603, -1.317826160317054, 0.0529020521389612, 2.7108386709687693, 2.2531927991949487, -3.431941229813674, -1.343585503520444, 2.519827263109619, 0.2582907806499861, 2.9902862702342645, 2.1315712486975826, -0.8893975667888299, 0.1612499054172076, 1.404316875632503, 1.0937979537411593, 0.5497575659464928, 0.7483667971682735, 0.1619561471379711, 1.8080925204558298, 0.9149352420974992, -1.1516978528998152, 1.065663394430885, 0.6734749464085326, 0.8456690200546291, 0.7089069692283374, -0.1505745133617893, 2.0082965253241127, 0.3934459134252393, 0.8098388389626052, 1.325593255329295, 1.0914619440081879, 0.5143198605510406, 2.2896133892700163, 0.4806340148898016, 0.2620685441797832, -0.6812401496281382, -1.7155194622682757, 8.65035556337898]| 54.3975410461425781|      0.09000000|[28801, 1920, 0, 480]                                                      | 
     241|[-0.3982977874384233, 0.6558278491720557, 1.862513165724522, -0.138774420678601, 1.8375410999287851, 0.0302642343758635, 3.3703542404909967, 2.197355945594609, -1.9465715838887263, 0.0057150046045535, 0.7847505672216357, 3.2905490301636746, 0.2126088979093765, 2.5350913570728153, 0.5938142916638469, 1.6039482501219027, 0.3409090566128725, -1.3172669033810962, 0.0635939817475446, 2.703746340829639, 2.2624031072773505, -3.4351055582155823, -1.3495167277287692, 2.5193517726438586, 0.2591667015221901, 2.9830352050098554, 2.1360622533247806, -0.9039556715870276, 0.155395194015, 1.401606680607074, 1.0920622164267115, 0.5490536740326206, 0.7497009306098334, 0.1657547430004342, 1.8108251109952107, 0.9175638427880131, -1.1528851778894023, 1.0610411566740368, 0.664808259694837, 0.8311594678962138, 0.6908181516319019, -0.0798056280473247, 1.9908504283375805, 0.3781697682352387, 0.7999682958179619, 1.320249513591989, 1.0907772191785625, 0.5170845712418668, 2.29352202438713, 0.4838144540080975, 0.263293720796355, -0.6822746256075334, -1.718197927599249, 8.64801639329744]| 54.2993621826171875|      0.30000000|[28921, 1928, 0, 482]                                                      | 
     242|[-0.3982977874384233, 0.6558278491720557, 1.862513165724522, -0.138774420678601, 1.8375410999287851, 0.0302642343758635, 3.3703542404909967, 2.197355945594609, -1.9465715838887263, 0.0057150046045535, 0.7847505672216357, 3.2905490301636746, 0.2126088979093765, 2.5350913570728153, 0.5938142916638469, 1.6039482501219027, 0.3409090566128725, -1.3172669033810962, 0.0635939817475446, 2.703746340829639, 2.2624031072773505, -3.4351055582155823, -1.3495167277287692, 2.5193517726438586, 0.2591667015221901, 2.9830352050098554, 2.1360622533247806, -0.9039556715870276, 0.155395194015, 1.401606680607074, 1.0920622164267115, 0.5490536740326206, 0.7497009306098334, 0.1657547430004342, 1.8108251109952107, 0.9175638427880131, -1.1528851778894023, 1.0610411566740368, 0.664808259694837, 0.8311594678962138, 0.6908181516319019, -0.0798056280473247, 1.9908504283375805, 0.3781697682352387, 0.7999682958179619, 1.320249513591989, 1.0907772191785625, 0.5170845712418668, 2.29352202438713, 0.4838144540080975, 0.263293720796355, -0.6822746256075334, -1.718197927599249, 8.64801639329744]| 54.2993621826171875|      0.09000000|[29041, 1936, 0, 484]                                                      | 
     243|[-0.3909686387323745, 0.6462223529815674, 1.858589072515315, -0.1448275103084598, 1.8336570673272945, 0.0194667784689955, 3.3679211302296608, 2.2046119114384055, -1.952956074877875, 0.0104575627187842, 0.7842815931035148, 3.2968493267981103, 0.2035447087509965, 2.5257857458200306, 0.6019929448593473, 1.5981084557133727, 0.342574325404712, -1.3148223494936246, 0.0551840085136064, 2.7078097082076056, 2.258787787082838, -3.428399313437694, -1.3549263586755842, 2.5183701172063593, 0.2543189318967052, 2.9791997562474535, 2.144983795529697, -0.9019647707464173, 0.1511661196709611, 1.3989726584550226, 1.097448073036503, 0.5626916609980981, 0.7534534551086836, 0.1607197686898871, 1.7951812517130747, 0.9194071092099421, -1.1465561285331205, 1.059853001293959, 0.6672303428640589, 0.8288777389971074, 0.6893910313356173, -0.0770702053559944, 1.984582592951483, 0.379982284597645, 0.79489289977937, 1.325454106889083, 1.095103612075036, 0.5223237166064791, 2.295435736165018, 0.4735554999897431, 0.2659319604426855, -0.6772237037948798, -1.7123102953410125, 8.65513824449954]| 54.2066535949707031|      0.30000000|[29161, 1944, 0, 486]                                                      | 
     244|[-0.3909686387323745, 0.6462223529815674, 1.858589072515315, -0.1448275103084598, 1.8336570673272945, 0.0194667784689955, 3.3679211302296608, 2.2046119114384055, -1.952956074877875, 0.0104575627187842, 0.7842815931035148, 3.2968493267981103, 0.2035447087509965, 2.5257857458200306, 0.6019929448593473, 1.5981084557133727, 0.342574325404712, -1.3148223494936246, 0.0551840085136064, 2.7078097082076056, 2.258787787082838, -3.428399313437694, -1.3549263586755842, 2.5183701172063593, 0.2543189318967052, 2.9791997562474535, 2.144983795529697, -0.9019647707464173, 0.1511661196709611, 1.3989726584550226, 1.097448073036503, 0.5626916609980981, 0.7534534551086836, 0.1607197686898871, 1.7951812517130747, 0.9194071092099421, -1.1465561285331205, 1.059853001293959, 0.6672303428640589, 0.8288777389971074, 0.6893910313356173, -0.0770702053559944, 1.984582592951483, 0.379982284597645, 0.79489289977937, 1.325454106889083, 1.095103612075036, 0.5223237166064791, 2.295435736165018, 0.4735554999897431, 0.2659319604426855, -0.6772237037948798, -1.7123102953410125, 8.65513824449954]| 54.2066535949707031|      0.09000000|[29281, 1952, 0, 488]                                                      | 
     245|[-0.3909686387323745, 0.6462223529815674, 1.858589072515315, -0.1448275103084598, 1.8336570673272945, 0.0194667784689955, 3.3679211302296608, 2.2046119114384055, -1.952956074877875, 0.0104575627187842, 0.7842815931035148, 3.2968493267981103, 0.2035447087509965, 2.5257857458200306, 0.6019929448593473, 1.5981084557133727, 0.342574325404712, -1.3148223494936246, 0.0551840085136064, 2.7078097082076056, 2.258787787082838, -3.428399313437694, -1.3549263586755842, 2.5183701172063593, 0.2543189318967052, 2.9791997562474535, 2.144983795529697, -0.9019647707464173, 0.1511661196709611, 1.3989726584550226, 1.097448073036503, 0.5626916609980981, 0.7534534551086836, 0.1607197686898871, 1.7951812517130747, 0.9194071092099421, -1.1465561285331205, 1.059853001293959, 0.6672303428640589, 0.8288777389971074, 0.6893910313356173, -0.0770702053559944, 1.984582592951483, 0.379982284597645, 0.79489289977937, 1.325454106889083, 1.095103612075036, 0.5223237166064791, 2.295435736165018, 0.4735554999897431, 0.2659319604426855, -0.6772237037948798, -1.7123102953410125, 8.65513824449954]| 54.2066535949707031|      0.02700000|[29401, 1960, 0, 490]                                                      | 
     246|[-0.3932448723626294, 0.6460121628333582, 1.8566546145957545, -0.1454093959964666, 1.8321858089766465, 0.0227331022924773, 3.3666114407460555, 2.208019358338788, -1.9512053922808263, 0.008068216236552, 0.7892983893943892, 3.299988408209174, 0.2038698922806361, 2.528752797981724, 0.6024995269471844, 1.5999997758190148, 0.3394870141200954, -1.3137882150767837, 0.059157776140637, 2.7079749461072424, 2.262630017736228, -3.4266804260769277, -1.352428904734552, 2.520630109036574, 0.2558942144387402, 2.9740144115253315, 2.14734697813401, -0.9062628370011225, 0.1507970282691531, 1.3983851794182556, 1.0967336373287253, 0.5628465111149126, 0.7537655625783373, 0.1619087555081933, 1.7949115403462201, 0.9202246002425909, -1.148285130639124, 1.0578062285494525, 0.6643317689886317, 0.8236598128860351, 0.7096627423870814, -0.082642610068433, 1.9805455438181525, 0.3765527101713815, 0.7940438039659057, 1.3252568511961726, 1.0954536971621565, 0.5244238296872936, 2.296997319534057, 0.4744830626987095, 0.2657706160098314, -0.6781342293543275, -1.7129425753591931, 8.656591372095136]| 54.1171035766601562|      0.09000000|[29521, 1968, 0, 492]                                                      | 
     247|[-0.3961268666007527, 0.6435806602676166, 1.8536714263391332, -0.1514724014177773, 1.8192158904275857, 0.0225608773198474, 3.3631773214656278, 2.1952968316618353, -1.9440303844457958, 0.0129411674274706, 0.7868594732681231, 3.2977913886861643, 0.2101698918231705, 2.531066290801391, 0.6029498999632494, 1.6063859459827654, 0.3337560452200705, -1.3236700169800315, 0.0604491089070507, 2.700547319817815, 2.258595892955782, -3.426677317063195, -1.3449247502721846, 2.5269725936523173, 0.2550745098851621, 2.9778313830806837, 2.1433393029146828, -0.9059222264040727, 0.1509387309342856, 1.3967753161705332, 1.0969973197788931, 0.5650722028003656, 0.7606548643962014, 0.1539871873901575, 1.7954774048412219, 0.9124121384268165, -1.164260142151761, 1.0426648084830958, 0.6649959139758721, 0.8312248409201857, 0.7153345918613923, -0.0860563219757751, 1.9788354157790309, 0.375835904131236, 0.804554666770855, 1.319273241024348, 1.0915739775155089, 0.5203836936852895, 2.295772700896123, 0.4731059177538555, 0.2768577998504043, -0.6788615717377979, -1.717824337327329, 8.651828357480554]| 53.9694213867187500|      0.30000000|[29641, 1976, 0, 494]                                                      | 
     248|[-0.3961268666007527, 0.6435806602676166, 1.8536714263391332, -0.1514724014177773, 1.8192158904275857, 0.0225608773198474, 3.3631773214656278, 2.1952968316618353, -1.9440303844457958, 0.0129411674274706, 0.7868594732681231, 3.2977913886861643, 0.2101698918231705, 2.531066290801391, 0.6029498999632494, 1.6063859459827654, 0.3337560452200705, -1.3236700169800315, 0.0604491089070507, 2.700547319817815, 2.258595892955782, -3.426677317063195, -1.3449247502721846, 2.5269725936523173, 0.2550745098851621, 2.9778313830806837, 2.1433393029146828, -0.9059222264040727, 0.1509387309342856, 1.3967753161705332, 1.0969973197788931, 0.5650722028003656, 0.7606548643962014, 0.1539871873901575, 1.7954774048412219, 0.9124121384268165, -1.164260142151761, 1.0426648084830958, 0.6649959139758721, 0.8312248409201857, 0.7153345918613923, -0.0860563219757751, 1.9788354157790309, 0.375835904131236, 0.804554666770855, 1.319273241024348, 1.0915739775155089, 0.5203836936852895, 2.295772700896123, 0.4731059177538555, 0.2768577998504043, -0.6788615717377979, -1.717824337327329, 8.651828357480554]| 53.9694213867187500|      0.09000000|[29761, 1984, 0, 496]                                                      | 
     249|[-0.3945947367737972, 0.6457473654736532, 1.8555110207889811, -0.1509508387152891, 1.8214817451662384, 0.0244015828375268, 3.3629676428463426, 2.203634209232405, -1.9366799391864333, 0.0075143438002669, 0.7944450388276891, 3.2985306942573516, 0.2067833996807167, 2.536865768721327, 0.5989526541597741, 1.604365180421155, 0.3273295753315324, -1.3307599545514677, 0.0694390837634273, 2.70500530067784, 2.263785655872198, -3.4257489990516206, -1.3578127822838724, 2.5383232663443778, 0.2529479097574949, 2.976193934756793, 2.1366587863885798, -0.9187284324143548, 0.1628348904341692, 1.3951961063576164, 1.089151559455786, 0.5629302712404751, 0.7571907392994035, 0.1500137727343827, 1.8011616772273555, 0.9065333681685388, -1.169584960811335, 1.0547762348141987, 0.66910647705663, 0.8302692733996082, 0.7020922288629663, -0.0810813904972747, 1.9782709597348003, 0.3792331304648542, 0.7982671804784331, 1.321213804112631, 1.0924662022371194, 0.5147157799801789, 2.2955015971729154, 0.475921970395575, 0.2753405900439247, -0.6727054927323479, -1.706703021445719, 8.645431068256585]| 53.9262313842773438|      0.30000000|[29881, 1992, 0, 498]                                                      | 
     250|[-0.3945947367737972, 0.6457473654736532, 1.8555110207889811, -0.1509508387152891, 1.8214817451662384, 0.0244015828375268, 3.3629676428463426, 2.203634209232405, -1.9366799391864333, 0.0075143438002669, 0.7944450388276891, 3.2985306942573516, 0.2067833996807167, 2.536865768721327, 0.5989526541597741, 1.604365180421155, 0.3273295753315324, -1.3307599545514677, 0.0694390837634273, 2.70500530067784, 2.263785655872198, -3.4257489990516206, -1.3578127822838724, 2.5383232663443778, 0.2529479097574949, 2.976193934756793, 2.1366587863885798, -0.9187284324143548, 0.1628348904341692, 1.3951961063576164, 1.089151559455786, 0.5629302712404751, 0.7571907392994035, 0.1500137727343827, 1.8011616772273555, 0.9065333681685388, -1.169584960811335, 1.0547762348141987, 0.66910647705663, 0.8302692733996082, 0.7020922288629663, -0.0810813904972747, 1.9782709597348003, 0.3792331304648542, 0.7982671804784331, 1.321213804112631, 1.0924662022371194, 0.5147157799801789, 2.2955015971729154, 0.475921970395575, 0.2753405900439247, -0.6727054927323479, -1.706703021445719, 8.645431068256585]| 53.9262313842773438|      0.09000000|[30001, 2000, 0, 500]                                                      | 
     251|[-0.3965211882295989, 0.6538861636508955, 1.8576189404484467, -0.1505396912598371, 1.817679505504202, 0.023344817398538, 3.3563462718229857, 2.2105462898034602, -1.9264011414779816, 0.0092607688561657, 0.8007525220127718, 3.299389109466574, 0.2058419089844392, 2.5373289020790253, 0.6022226110726194, 1.5939789192634635, 0.3330759161763126, -1.331438925320981, 0.0696761416656955, 2.7036254890072087, 2.269587625080021, -3.430385686278214, -1.3547025294974446, 2.537430360884173, 0.2591754822060466, 2.971329100973435, 2.134506199101452, -0.9062208363611717, 0.158239314579987, 1.398107622822863, 1.0786670679808594, 0.5595471539782011, 0.757768116571242, 0.1452227229819982, 1.801575788849732, 0.9055966034686662, -1.172900621448207, 1.0545080481970217, 0.6524495567427948, 0.8368073110759724, 0.70857607520702, -0.070538064581342, 1.988473801568034, 0.3897654481479549, 0.8040784996992443, 1.3227203165151877, 1.0922216742983437, 0.5012885000905953, 2.2924616406144196, 0.4835511418750684, 0.2722149885958061, -0.666403292940231, -1.7008916854611016, 8.642627573801292]| 53.8498916625976562|      0.30000000|[30121, 2008, 0, 502]                                                      | 
     252|[-0.3965211882295989, 0.6538861636508955, 1.8576189404484467, -0.1505396912598371, 1.817679505504202, 0.023344817398538, 3.3563462718229857, 2.2105462898034602, -1.9264011414779816, 0.0092607688561657, 0.8007525220127718, 3.299389109466574, 0.2058419089844392, 2.5373289020790253, 0.6022226110726194, 1.5939789192634635, 0.3330759161763126, -1.331438925320981, 0.0696761416656955, 2.7036254890072087, 2.269587625080021, -3.430385686278214, -1.3547025294974446, 2.537430360884173, 0.2591754822060466, 2.971329100973435, 2.134506199101452, -0.9062208363611717, 0.158239314579987, 1.398107622822863, 1.0786670679808594, 0.5595471539782011, 0.757768116571242, 0.1452227229819982, 1.801575788849732, 0.9055966034686662, -1.172900621448207, 1.0545080481970217, 0.6524495567427948, 0.8368073110759724, 0.70857607520702, -0.070538064581342, 1.988473801568034, 0.3897654481479549, 0.8040784996992443, 1.3227203165151877, 1.0922216742983437, 0.5012885000905953, 2.2924616406144196, 0.4835511418750684, 0.2722149885958061, -0.666403292940231, -1.7008916854611016, 8.642627573801292]| 53.8498916625976562|      0.09000000|[30241, 2016, 0, 504]                                                      | 
     253|[-0.3936225032939547, 0.6494676066067768, 1.8647958770525292, -0.1593457559847593, 1.8164584888727404, 0.0278173790447909, 3.3528645291298744, 2.2120569966500625, -1.9194317524379585, 0.0042875244685092, 0.7939779190892295, 3.303117036106414, 0.2057161782686308, 2.5292102912499104, 0.6080954306453066, 1.5864571232232265, 0.3285708625480765, -1.3420431103731971, 0.0752837345389707, 2.7017394900130967, 2.275148088374408, -3.4346978616042634, -1.3652018755674362, 2.5392239482316654, 0.2535799806937575, 2.9777991786445455, 2.132303273596335, -0.9080460465338547, 0.1668971248582238, 1.3942901255359175, 1.0780773087753914, 0.5642912790426635, 0.7517407845298294, 0.1522374613778084, 1.7982152203039732, 0.9159918910047509, -1.1660870934319973, 1.0505274069437291, 0.6529377666593064, 0.8442674037360121, 0.7040787552814436, -0.0755104298004881, 1.9907020555547206, 0.3919939836268895, 0.7872270447260235, 1.3257894821435912, 1.097238215872494, 0.5045144426985644, 2.278838092874139, 0.4768298436647456, 0.275772025459446, -0.666500417944917, -1.6933362193158246, 8.645813561506657]| 53.8449783325195312|      0.30000000|[30361, 2024, 0, 506]                                                      | 
     254|[-0.3936225032939547, 0.6494676066067768, 1.8647958770525292, -0.1593457559847593, 1.8164584888727404, 0.0278173790447909, 3.3528645291298744, 2.2120569966500625, -1.9194317524379585, 0.0042875244685092, 0.7939779190892295, 3.303117036106414, 0.2057161782686308, 2.5292102912499104, 0.6080954306453066, 1.5864571232232265, 0.3285708625480765, -1.3420431103731971, 0.0752837345389707, 2.7017394900130967, 2.275148088374408, -3.4346978616042634, -1.3652018755674362, 2.5392239482316654, 0.2535799806937575, 2.9777991786445455, 2.132303273596335, -0.9080460465338547, 0.1668971248582238, 1.3942901255359175, 1.0780773087753914, 0.5642912790426635, 0.7517407845298294, 0.1522374613778084, 1.7982152203039732, 0.9159918910047509, -1.1660870934319973, 1.0505274069437291, 0.6529377666593064, 0.8442674037360121, 0.7040787552814436, -0.0755104298004881, 1.9907020555547206, 0.3919939836268895, 0.7872270447260235, 1.3257894821435912, 1.097238215872494, 0.5045144426985644, 2.278838092874139, 0.4768298436647456, 0.275772025459446, -0.666500417944917, -1.6933362193158246, 8.645813561506657]| 53.8449783325195312|      0.09000000|[30481, 2032, 0, 508]                                                      | 
     255|[-0.3973557370754861, 0.6534328037378145, 1.8695594695527689, -0.1624038114005089, 1.8147208904265426, 0.02493146812958, 3.3474082072571036, 2.221999667934142, -1.9036020794010255, 0.0078089689773151, 0.7892642049664573, 3.307135289753205, 0.2092528266184672, 2.5295975053450093, 0.6030000656537311, 1.586114475823706, 0.3227471218124265, -1.3330675412144046, 0.0702946492856427, 2.697031148224596, 2.2711931171652395, -3.4395092598235806, -1.3659241340355948, 2.5400894929480273, 0.262202812358737, 2.9800930627002344, 2.124321150884498, -0.9231466774654109, 0.1647060467075789, 1.4003890953754308, 1.0785897333989851, 0.572661532300117, 0.7542747814732138, 0.151306013132853, 1.7946284374629613, 0.9159698920541359, -1.1650691600698337, 1.0452968791068997, 0.6502350247756112, 0.841704208200099, 0.7102751624170196, -0.0646279199281707, 1.9869496232568054, 0.3945615580087178, 0.793475969141582, 1.3144553730235202, 1.09657219491055, 0.490454328188207, 2.290231281373053, 0.4803350188994955, 0.278049424639903, -0.6661790903817746, -1.6896399380857474, 8.640214153096167]| 53.7080688476562500|      0.30000000|[30601, 2040, 0, 510]                                                      | 
     256|[-0.3973557370754861, 0.6534328037378145, 1.8695594695527689, -0.1624038114005089, 1.8147208904265426, 0.02493146812958, 3.3474082072571036, 2.221999667934142, -1.9036020794010255, 0.0078089689773151, 0.7892642049664573, 3.307135289753205, 0.2092528266184672, 2.5295975053450093, 0.6030000656537311, 1.586114475823706, 0.3227471218124265, -1.3330675412144046, 0.0702946492856427, 2.697031148224596, 2.2711931171652395, -3.4395092598235806, -1.3659241340355948, 2.5400894929480273, 0.262202812358737, 2.9800930627002344, 2.124321150884498, -0.9231466774654109, 0.1647060467075789, 1.4003890953754308, 1.0785897333989851, 0.572661532300117, 0.7542747814732138, 0.151306013132853, 1.7946284374629613, 0.9159698920541359, -1.1650691600698337, 1.0452968791068997, 0.6502350247756112, 0.841704208200099, 0.7102751624170196, -0.0646279199281707, 1.9869496232568054, 0.3945615580087178, 0.793475969141582, 1.3144553730235202, 1.09657219491055, 0.490454328188207, 2.290231281373053, 0.4803350188994955, 0.278049424639903, -0.6661790903817746, -1.6896399380857474, 8.640214153096167]| 53.7080688476562500|      0.09000000|[30721, 2048, 0, 512]                                                      | 
