k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      10|[-0.0817649960517883, -0.4361657723784447, 1.2166540650650859, 1.0990307526662946, 0.9654031509999186, -0.4258604291826487, 0.6929880576208234, 0.5702319964766502, 0.4633984379470348, 0.3751991771860048, 0.3067567348480225, 0.2580052725970745, 0.2280787425115705, 0.2156499214470387, 11.915369756519794, 0.2371629774570465, 0.2680664360523224, 0.3104609027504921, 0.3628589063882828, -0.6365884616971016, 0.4905350841581821, 0.5610483430791646, 0.6316146533936262, 0.6977466605603695, 0.7538618482649326, 1.33196144644171, 0.8082146272063255, 0.7901788875460625, 0.7301472947001457, 0.619150921702385, 0.4488979261368513, -0.0521558495238423, -0.0944132655858994, -0.4732078015804291, 10.796212084591389, 10.321607456542552, -1.9832145646214485, -2.562710255384445, -3.1393529549241066, -3.1424071453511715, -4.138200704008341, -4.473538134247065, -4.366312421858311, 34.93374696932733, -4.264064811170101, -3.6624290198087692, -2.7702398374676704, -1.6161291152238846, -0.2758163586258888, 1.1621576026082039, 2.3199939746409655, 3.018170028924942, 2.3630391880869865, -2.3704448640346527]|274.0398559570312500|     11.11111111|[601, 40, 0, 40]                                                           | 
      11|[-0.3787150681018829, -0.3090155497193336, 1.1177247194573283, 1.0121194766834378, 0.9043165000621229, -0.3302846271544695, 0.713412088342011, 0.6374643445014954, 0.5743881873786449, 0.5214040511054918, 0.4745306968688965, 0.4293690882623196, 0.3818038897588849, 0.3285743184387684, 11.963857363909483, 0.1986169777810574, 0.3805713430047035, 0.0414883866906166, -0.0405825227499008, -1.179696924984455, -0.1908776126801968, -0.2504842735361308, -0.2951350528746843, -0.3230688311159611, -0.3344427905976772, 11.90153103414923, -0.3196519985795021, -0.3056951835751534, -0.2993869259953499, -0.3121098428964615, -0.3563751894980669, -0.7096161218360066, -0.5895577222108841, -0.799952507019043, 10.634864918887615, 10.313413470983505, -1.8593209013342857, -2.3355750143527985, -2.843927748501301, -2.8174614273011684, -3.8234843648970127, -4.206509206444025, -4.178602032363415, 35.01989255659282, -4.289080683141947, -3.7929833382368088, -2.9841123446822166, -1.874920979142189, -0.5278862193226814, 0.9753901585936546, 2.2533873338252306, 3.106698162853718, 2.598818890750408, -2.06942555308342]|249.9627838134765625|     37.03703704|[661, 44, 0, 44]                                                           | 
      12|[-0.3787150681018829, -0.3090155497193336, 1.1177247194573283, 1.0121194766834378, 0.9043165000621229, -0.3302846271544695, 0.713412088342011, 0.6374643445014954, 0.5743881873786449, 0.5214040511054918, 0.4745306968688965, 0.4293690882623196, 0.3818038897588849, 0.3285743184387684, 11.963857363909483, 0.1986169777810574, 0.3805713430047035, 0.0414883866906166, -0.0405825227499008, -1.179696924984455, -0.1908776126801968, -0.2504842735361308, -0.2951350528746843, -0.3230688311159611, -0.3344427905976772, 11.90153103414923, -0.3196519985795021, -0.3056951835751534, -0.2993869259953499, -0.3121098428964615, -0.3563751894980669, -0.7096161218360066, -0.5895577222108841, -0.799952507019043, 10.634864918887615, 10.313413470983505, -1.8593209013342857, -2.3355750143527985, -2.843927748501301, -2.8174614273011684, -3.8234843648970127, -4.206509206444025, -4.178602032363415, 35.01989255659282, -4.289080683141947, -3.7929833382368088, -2.9841123446822166, -1.874920979142189, -0.5278862193226814, 0.9753901585936546, 2.2533873338252306, 3.106698162853718, 2.598818890750408, -2.06942555308342]|249.9627838134765625|     11.11111111|[721, 48, 0, 48]                                                           | 
      13|[-0.1920662522315979, -0.3970057964324951, 1.1779306484386325, 1.064195410348475, 0.9405620957259089, -0.3651541899889708, 0.7032108027487993, 0.6022538393735886, 0.5170439332723618, 0.4476331555051729, 0.3923717737197876, 0.3484780974686146, 0.3125863494351506, 0.2812298648059368, 11.947403971105814, 0.2199607826769352, 0.4436834678053856, 0.1467432752251625, 0.1031382232904434, -1.0054513439536095, 0.0017395354807377, -0.055534616811201, -0.1171799320727587, -0.1838715113699436, -0.2571271918714046, 11.893736815080047, -0.4345057755708694, -0.5468360260128975, -0.6818882599473, -0.8455503135919571, -1.0436730701476336, -1.5461212368682027, -1.562483623623848, -1.8882217407226562, 9.460296742618084, 20.83921703696251, -3.0922936424613, -3.5311992466449738, -3.955341227352619, -3.7995200119912624, -4.636086288839579, -4.818119201809168, -4.56976043432951, 35.183390034362674, -4.24466472491622, -3.570608079433441, -2.6359402164816856, -1.4698974937200546, -0.1463724747300148, 1.2508199736475945, 2.351967738941312, 2.9894400015473366, 2.28569882363081, -2.463612914085388]|249.7456359863281250|     37.03703704|[781, 52, 0, 52]                                                           | 
      14|[-0.1920662522315979, -0.3970057964324951, 1.1779306484386325, 1.064195410348475, 0.9405620957259089, -0.3651541899889708, 0.7032108027487993, 0.6022538393735886, 0.5170439332723618, 0.4476331555051729, 0.3923717737197876, 0.3484780974686146, 0.3125863494351506, 0.2812298648059368, 11.947403971105814, 0.2199607826769352, 0.4436834678053856, 0.1467432752251625, 0.1031382232904434, -1.0054513439536095, 0.0017395354807377, -0.055534616811201, -0.1171799320727587, -0.1838715113699436, -0.2571271918714046, 11.893736815080047, -0.4345057755708694, -0.5468360260128975, -0.6818882599473, -0.8455503135919571, -1.0436730701476336, -1.5461212368682027, -1.562483623623848, -1.8882217407226562, 9.460296742618084, 20.83921703696251, -3.0922936424613, -3.5311992466449738, -3.955341227352619, -3.7995200119912624, -4.636086288839579, -4.818119201809168, -4.56976043432951, 35.183390034362674, -4.24466472491622, -3.570608079433441, -2.6359402164816856, -1.4698974937200546, -0.1463724747300148, 1.2508199736475945, 2.351967738941312, 2.9894400015473366, 2.28569882363081, -2.463612914085388]|249.7456359863281250|     11.11111111|[841, 56, 0, 56]                                                           | 
      15|[-0.1920662522315979, -0.3970057964324951, 1.1779306484386325, 1.064195410348475, 0.9405620957259089, -0.3651541899889708, 0.7032108027487993, 0.6022538393735886, 0.5170439332723618, 0.4476331555051729, 0.3923717737197876, 0.3484780974686146, 0.3125863494351506, 0.2812298648059368, 11.947403971105814, 0.2199607826769352, 0.4436834678053856, 0.1467432752251625, 0.1031382232904434, -1.0054513439536095, 0.0017395354807377, -0.055534616811201, -0.1171799320727587, -0.1838715113699436, -0.2571271918714046, 11.893736815080047, -0.4345057755708694, -0.5468360260128975, -0.6818882599473, -0.8455503135919571, -1.0436730701476336, -1.5461212368682027, -1.562483623623848, -1.8882217407226562, 9.460296742618084, 20.83921703696251, -3.0922936424613, -3.5311992466449738, -3.955341227352619, -3.7995200119912624, -4.636086288839579, -4.818119201809168, -4.56976043432951, 35.183390034362674, -4.24466472491622, -3.570608079433441, -2.6359402164816856, -1.4698974937200546, -0.1463724747300148, 1.2508199736475945, 2.351967738941312, 2.9894400015473366, 2.28569882363081, -2.463612914085388]|249.7456359863281250|      3.33333333|[901, 60, 0, 60]                                                           | 
      16|[-0.2973750382661819, -0.0476519763469696, 0.8544561518356204, 0.7005353132262826, 4.0805171395186335, -0.0743526350706816, 0.3093952555209398, 0.2289102822542191, 0.1771117299795151, 0.1515478574438021, 0.1476307362318039, 0.1594261415302753, 0.1804082812741399, 0.2041276954114437, 11.92093007825315, 0.237474462017417, 0.4968952462077141, 0.2263108491897583, 0.1992785111069679, -0.9023676514625549, 0.1028377525508404, 0.0358221151400357, -0.0417710561305285, -0.1288021244108677, 0.0186973847448826, 11.902802624739707, -0.447257905267179, -0.5783437341451645, -0.727760810405016, -0.9004711546003819, -1.1018593963235617, -1.6018124865368009, -1.6104279421269894, -1.924127895385027, 9.439374940469861, 20.834595371969044, -3.0810873843729496, -3.5064314007759094, -3.9209100641310215, -3.7606177143752575, -4.598689157515764, -4.788324534893036, -4.553005525842309, 35.18317117984407, -4.263461275026202, -3.6065512523055077, -2.6841163150966167, -1.5218890868127346, -0.1908707097172737, 1.2265210654586554, 2.3593004308640957, 3.0343706496059895, 2.3626144230365753, -2.3803989365696907]|167.8452301025390625|     11.11111111|[961, 64, 0, 64]                                                           | 
      17|[-0.1107262223958969, -0.1356422230601311, 0.9146620808169246, 0.7526112468913198, 4.116762735182419, -0.0597357116639614, 0.6190284807235003, 0.1936997771263123, 0.1197674758732319, 0.0777769618434832, 0.065471813082695, 0.0785351507365704, 0.1111907409504056, 0.1567832417786121, 11.904476685449481, 0.2588182669132948, 0.5600073710083961, 0.3315657377243042, 0.3429992571473122, -0.7281220704317093, 0.2954549007117748, 0.2307717718649656, 0.1361840646713972, 0.0103951953351498, 0.0960129834711552, 11.895008405670524, -0.5621116822585464, -0.8194845765829086, -1.110262144356966, -1.4339116252958775, -1.7891572769731283, -2.438317601568997, -2.5833538435399532, -3.01239712908864, 8.26480676420033, 31.360398937948048, -4.314060125499964, -4.702055633068085, -5.03232354298234, -4.7426762990653515, -5.41129108145833, -5.399934530258179, -4.944163927808404, 35.016636919928715, -4.219045316800475, -3.38417599350214, -2.3359441868960857, -1.1168656013906002, 0.1906430348753929, 1.5019508805125952, 2.457880835980177, 2.9171124882996082, 2.410316687077284, -2.774586297571659]|156.0285491943359375|     37.03703704|[1021, 68, 0, 68]                                                          | 
      18|[-0.1107262223958969, -0.1356422230601311, 0.9146620808169246, 0.7526112468913198, 4.116762735182419, -0.0597357116639614, 0.6190284807235003, 0.1936997771263123, 0.1197674758732319, 0.0777769618434832, 0.065471813082695, 0.0785351507365704, 0.1111907409504056, 0.1567832417786121, 11.904476685449481, 0.2588182669132948, 0.5600073710083961, 0.3315657377243042, 0.3429992571473122, -0.7281220704317093, 0.2954549007117748, 0.2307717718649656, 0.1361840646713972, 0.0103951953351498, 0.0960129834711552, 11.895008405670524, -0.5621116822585464, -0.8194845765829086, -1.110262144356966, -1.4339116252958775, -1.7891572769731283, -2.438317601568997, -2.5833538435399532, -3.01239712908864, 8.26480676420033, 31.360398937948048, -4.314060125499964, -4.702055633068085, -5.03232354298234, -4.7426762990653515, -5.41129108145833, -5.399934530258179, -4.944163927808404, 35.016636919928715, -4.219045316800475, -3.38417599350214, -2.3359441868960857, -1.1168656013906002, 0.1906430348753929, 1.5019508805125952, 2.457880835980177, 2.9171124882996082, 2.410316687077284, -2.774586297571659]|156.0285491943359375|     11.11111111|[1081, 72, 0, 72]                                                          | 
      19|[-0.1107262223958969, -0.1356422230601311, 0.9146620808169246, 0.7526112468913198, 4.116762735182419, -0.0597357116639614, 0.6190284807235003, 0.1936997771263123, 0.1197674758732319, 0.0777769618434832, 0.065471813082695, 0.0785351507365704, 0.1111907409504056, 0.1567832417786121, 11.904476685449481, 0.2588182669132948, 0.5600073710083961, 0.3315657377243042, 0.3429992571473122, -0.7281220704317093, 0.2954549007117748, 0.2307717718649656, 0.1361840646713972, 0.0103951953351498, 0.0960129834711552, 11.895008405670524, -0.5621116822585464, -0.8194845765829086, -1.110262144356966, -1.4339116252958775, -1.7891572769731283, -2.438317601568997, -2.5833538435399532, -3.01239712908864, 8.26480676420033, 31.360398937948048, -4.314060125499964, -4.702055633068085, -5.03232354298234, -4.7426762990653515, -5.41129108145833, -5.399934530258179, -4.944163927808404, 35.016636919928715, -4.219045316800475, -3.38417599350214, -2.3359441868960857, -1.1168656013906002, 0.1906430348753929, 1.5019508805125952, 2.457880835980177, 2.9171124882996082, 2.410316687077284, -2.774586297571659]|156.0285491943359375|      3.33333333|[1141, 76, 0, 76]                                                          | 
      20|[-0.1759927049279213, -0.1394541193731129, 0.9033139180392027, 0.7412819163873792, 4.107246891828254, -0.0658528166823089, 0.6174697277601808, 0.1972867976874113, 0.1284449445083737, 0.0908511521993205, 0.0816828813403845, 0.0961860101670027, 0.128318109549582, 0.1713546058163047, 11.914596180431545, 0.2629247107543051, 0.5570487601216882, 0.3211363600566983, 0.3254280015826225, -0.7517406865954399, 0.2676176689565182, 0.201183456229046, 0.107793627306819, -0.0135803762823343, 0.0796772260218859, 11.889251586049795, -0.554947935976088, -0.797967154532671, -1.0741563588380814, -1.3844281993806362, -1.7291341666132212, -2.372314807958901, -2.5176410488784313, -2.954816546291113, 8.30511580966413, 31.37342175282538, -4.3386444840580225, -4.774165444076061, -5.160643789917231, -4.9337366335093975, -5.668497312813997, -5.722614884376526, -5.326709995046258, 34.585433047963306, -1.1026169415563345, -3.8554369881749153, -2.787765871733427, -1.5178802870213985, -0.1275769546627998, 1.4909177795052528, 2.6783324740827084, 2.972336985170841, 2.571221884340048, -2.5755928233265877]|129.7908477783203125|     11.11111111|[1201, 80, 0, 80]                                                          | 
      21|[-0.1759927049279213, -0.1394541193731129, 0.9033139180392027, 0.7412819163873792, 4.107246891828254, -0.0658528166823089, 0.6174697277601808, 0.1972867976874113, 0.1284449445083737, 0.0908511521993205, 0.0816828813403845, 0.0961860101670027, 0.128318109549582, 0.1713546058163047, 11.914596180431545, 0.2629247107543051, 0.5570487601216882, 0.3211363600566983, 0.3254280015826225, -0.7517406865954399, 0.2676176689565182, 0.201183456229046, 0.107793627306819, -0.0135803762823343, 0.0796772260218859, 11.889251586049795, -0.554947935976088, -0.797967154532671, -1.0741563588380814, -1.3844281993806362, -1.7291341666132212, -2.372314807958901, -2.5176410488784313, -2.954816546291113, 8.30511580966413, 31.37342175282538, -4.3386444840580225, -4.774165444076061, -5.160643789917231, -4.9337366335093975, -5.668497312813997, -5.722614884376526, -5.326709995046258, 34.585433047963306, -1.1026169415563345, -3.8554369881749153, -2.787765871733427, -1.5178802870213985, -0.1275769546627998, 1.4909177795052528, 2.6783324740827084, 2.972336985170841, 2.571221884340048, -2.5755928233265877]|129.7908477783203125|      3.33333333|[1261, 84, 0, 84]                                                          | 
      22|[-0.1759927049279213, -0.1394541193731129, 0.9033139180392027, 0.7412819163873792, 4.107246891828254, -0.0658528166823089, 0.6174697277601808, 0.1972867976874113, 0.1284449445083737, 0.0908511521993205, 0.0816828813403845, 0.0961860101670027, 0.128318109549582, 0.1713546058163047, 11.914596180431545, 0.2629247107543051, 0.5570487601216882, 0.3211363600566983, 0.3254280015826225, -0.7517406865954399, 0.2676176689565182, 0.201183456229046, 0.107793627306819, -0.0135803762823343, 0.0796772260218859, 11.889251586049795, -0.554947935976088, -0.797967154532671, -1.0741563588380814, -1.3844281993806362, -1.7291341666132212, -2.372314807958901, -2.5176410488784313, -2.954816546291113, 8.30511580966413, 31.37342175282538, -4.3386444840580225, -4.774165444076061, -5.160643789917231, -4.9337366335093975, -5.668497312813997, -5.722614884376526, -5.326709995046258, 34.585433047963306, -1.1026169415563345, -3.8554369881749153, -2.787765871733427, -1.5178802870213985, -0.1275769546627998, 1.4909177795052528, 2.6783324740827084, 2.972336985170841, 2.571221884340048, -2.5755928233265877]|129.7908477783203125|      1.00000000|[1321, 88, 0, 88]                                                          | 
      23|[-0.1759927049279213, -0.1394541193731129, 0.9033139180392027, 0.7412819163873792, 4.107246891828254, -0.0658528166823089, 0.6174697277601808, 0.1972867976874113, 0.1284449445083737, 0.0908511521993205, 0.0816828813403845, 0.0961860101670027, 0.128318109549582, 0.1713546058163047, 11.914596180431545, 0.2629247107543051, 0.5570487601216882, 0.3211363600566983, 0.3254280015826225, -0.7517406865954399, 0.2676176689565182, 0.201183456229046, 0.107793627306819, -0.0135803762823343, 0.0796772260218859, 11.889251586049795, -0.554947935976088, -0.797967154532671, -1.0741563588380814, -1.3844281993806362, -1.7291341666132212, -2.372314807958901, -2.5176410488784313, -2.954816546291113, 8.30511580966413, 31.37342175282538, -4.3386444840580225, -4.774165444076061, -5.160643789917231, -4.9337366335093975, -5.668497312813997, -5.722614884376526, -5.326709995046258, 34.585433047963306, -1.1026169415563345, -3.8554369881749153, -2.787765871733427, -1.5178802870213985, -0.1275769546627998, 1.4909177795052528, 2.6783324740827084, 2.972336985170841, 2.571221884340048, -2.5755928233265877]|129.7908477783203125|      0.30000000|[1381, 92, 0, 92]                                                          | 
      24|[-0.1701730517670512, -0.1524499845691025, 0.9087682119570673, 0.7453441456891596, 4.109058011090383, -0.0670399550581351, 0.6127016043756157, 0.1885564774274826, 0.1155940480530262, 0.073950149002485, 0.0610229838639498, 0.0722586531192064, 0.1017841016873717, 0.1430053254589438, 12.201106111519039, 0.2336171795614064, 0.5286290699150413, 0.2944590905681252, 0.3012522850185633, -0.7727866768836975, 0.2501705754548311, 0.1876260612625629, 0.0982284303754568, -0.0192393427714705, 0.0776596011128277, 11.890450236503966, -0.5510912148747593, -0.7921096663922071, -1.0670151012018323, -1.3767370386049151, -1.7215997665189207, -2.3655736725777388, -2.512220119126141, -2.9535960998618975, 8.306912383530289, 31.373264742229367, -4.340603654272854, -4.777601830428466, -5.1650845585390925, -4.938600919209421, -5.673149290494621, -5.726427912246436, -5.329138372093439, 34.584779680881184, -1.101330628967844, -3.8523296613711864, -2.783273643348366, -1.512754031457007, -0.1216703578829765, 1.4941492008510977, 2.678991353372112, 2.9697982855141163, 2.5657785846851766, -2.5820580678991973]|129.3735198974609375|      1.00000000|[1441, 96, 0, 96]                                                          | 
