k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      97|[-0.2244341077748686, 0.0805846232979093, 1.3843080174410716, 0.6128249688190408, 4.02135150689719, -0.0075840679492103, 0.4621601428079884, 0.4539542424245155, 0.2732800396042876, 0.0562135945656337, 0.1863329072948545, 0.0597216896858299, 0.2038150450680405, 0.1305085653439164, 12.114595249469858, 0.203712475951761, 0.3766005227225833, 0.0593427468556911, -0.0988555561052635, -1.3970755257178098, -0.3844137652195059, -0.5087791079422459, -0.8331439254106954, -0.6790678632969502, 3.693944158294471, 15.574852527090115, -1.382419590750942, -1.6006618248356972, -1.7681007489882177, -1.9085867049798253, -2.3190752075413457, -2.8020850719531154, -2.788104275809019, -2.8975687037891475, 8.371683874516748, 31.865473466707044, -4.260840774746612, -4.7189496563514695, -5.034578756080009, -4.87155601370614, -5.662761229730677, -5.666847631451674, -5.568067806074396, 34.59822577092564, 1.0230695855861995, -4.273420327634085, -3.2135382887208834, -1.9609801802580478, -0.4280845672183204, 1.3382473730598576, 2.657682193501387, 3.155631789180916, 2.9336558849317953, -2.2135756929055788]|111.7356796264648438|      0.30000000|[5821, 388, 0, 388]                                                        | 
      98|[-0.2244341077748686, 0.0805846232979093, 1.3843080174410716, 0.6128249688190408, 4.02135150689719, -0.0075840679492103, 0.4621601428079884, 0.4539542424245155, 0.2732800396042876, 0.0562135945656337, 0.1863329072948545, 0.0597216896858299, 0.2038150450680405, 0.1305085653439164, 12.114595249469858, 0.203712475951761, 0.3766005227225833, 0.0593427468556911, -0.0988555561052635, -1.3970755257178098, -0.3844137652195059, -0.5087791079422459, -0.8331439254106954, -0.6790678632969502, 3.693944158294471, 15.574852527090115, -1.382419590750942, -1.6006618248356972, -1.7681007489882177, -1.9085867049798253, -2.3190752075413457, -2.8020850719531154, -2.788104275809019, -2.8975687037891475, 8.371683874516748, 31.865473466707044, -4.260840774746612, -4.7189496563514695, -5.034578756080009, -4.87155601370614, -5.662761229730677, -5.666847631451674, -5.568067806074396, 34.59822577092564, 1.0230695855861995, -4.273420327634085, -3.2135382887208834, -1.9609801802580478, -0.4280845672183204, 1.3382473730598576, 2.657682193501387, 3.155631789180916, 2.9336558849317953, -2.2135756929055788]|111.7356796264648438|      0.09000000|[5881, 392, 0, 392]                                                        | 
      99|[-0.2098099554423243, 0.0338173177151475, 1.3884574632393196, 0.5991599911940284, 4.022604793390201, -0.008650449293782, 0.4585718998860102, 0.4478804075843072, 0.2649439435335808, 0.0459701154031791, 0.174614051124081, 0.0469870753731811, 0.1905098624993116, 0.1170305423438549, 12.115191060875077, 0.1907850396819413, 0.3642227642121725, 0.0475818777922541, -0.1100084624486044, -1.407690659398213, -0.3946043433970772, -0.5186814417829737, -0.8428973742993549, -0.6887961357424501, 3.68414909511921, 15.564942928001983, -1.3924391157052014, -1.6107309660001192, -1.7781050496123498, -1.918363822500396, -2.3284253872359386, -2.810785039479015, -2.795923525103717, -2.9042869323602645, 8.366259576636367, 31.86149315001967, -4.263282157480717, -4.719819861638825, -5.033909983525518, -4.869439819245599, -5.659336073498707, -5.6622790592955425, -5.562521952437237, 34.604613835399505, 1.0302301332412753, -4.265458496578503, -3.2046208396786824, -1.9508130658214213, -0.4162411373399664, 1.3522875479538925, 2.6744500976637937, 3.1755261655780487, 2.9567229830427095, -2.1879607439623214]|110.7815856933593750|      0.30000000|[5941, 396, 0, 396]                                                        | 
     100|[-0.2098099554423243, 0.0338173177151475, 1.3884574632393196, 0.5991599911940284, 4.022604793390201, -0.008650449293782, 0.4585718998860102, 0.4478804075843072, 0.2649439435335808, 0.0459701154031791, 0.174614051124081, 0.0469870753731811, 0.1905098624993116, 0.1170305423438549, 12.115191060875077, 0.1907850396819413, 0.3642227642121725, 0.0475818777922541, -0.1100084624486044, -1.407690659398213, -0.3946043433970772, -0.5186814417829737, -0.8428973742993549, -0.6887961357424501, 3.68414909511921, 15.564942928001983, -1.3924391157052014, -1.6107309660001192, -1.7781050496123498, -1.918363822500396, -2.3284253872359386, -2.810785039479015, -2.795923525103717, -2.9042869323602645, 8.366259576636367, 31.86149315001967, -4.263282157480717, -4.719819861638825, -5.033909983525518, -4.869439819245599, -5.659336073498707, -5.6622790592955425, -5.562521952437237, 34.604613835399505, 1.0302301332412753, -4.265458496578503, -3.2046208396786824, -1.9508130658214213, -0.4162411373399664, 1.3522875479538925, 2.6744500976637937, 3.1755261655780487, 2.9567229830427095, -2.1879607439623214]|110.7815856933593750|      0.09000000|[6001, 400, 0, 400]                                                        | 
     101|[-0.2122152510564774, 0.0348472346377093, 1.3876561354845762, 0.5984560098149814, 4.022109991485195, -0.0088447846937925, 0.4587373345566448, 0.4484249896122492, 0.2658429606235586, 0.0471543750609271, 0.1759730202611536, 0.0483751223800937, 0.1917550362413749, 0.1179452300420962, 12.115583810518729, 0.1904728170484304, 0.3630429282202385, 0.0454032002016902, -0.1132763383211568, -1.4120898384135216, -0.4001237865886651, -0.525254856212996, -0.8504040475236252, -0.6970647416601423, 3.6753338270646054, 15.650556454405887, -1.3953242689894978, -1.619607546745101, -1.7864442767895525, -1.9259070352345589, -2.3349480999993375, -2.816110468154875, -2.7999341954564443, -2.906933564619976, 8.364952664473094, 31.861426778734312, -4.262278618756682, -4.717980066023301, -5.03151703934418, -4.878498793928884, -5.656786870851647, -5.66011612478178, -5.561001498135738, 34.605311614694074, 1.0300275046611205, -4.266515986702871, -3.2063532071188092, -1.9529092799202772, -0.4182829032943118, 1.3507747315452434, 2.673910583835095, 3.176243243564386, 2.958632798749022, -2.185522487445269]|110.7470550537109375|      0.30000000|[6061, 404, 0, 404]                                                        | 
     102|[-0.2122152510564774, 0.0348472346377093, 1.3876561354845762, 0.5984560098149814, 4.022109991485195, -0.0088447846937925, 0.4587373345566448, 0.4484249896122492, 0.2658429606235586, 0.0471543750609271, 0.1759730202611536, 0.0483751223800937, 0.1917550362413749, 0.1179452300420962, 12.115583810518729, 0.1904728170484304, 0.3630429282202385, 0.0454032002016902, -0.1132763383211568, -1.4120898384135216, -0.4001237865886651, -0.525254856212996, -0.8504040475236252, -0.6970647416601423, 3.6753338270646054, 15.650556454405887, -1.3953242689894978, -1.619607546745101, -1.7864442767895525, -1.9259070352345589, -2.3349480999993375, -2.816110468154875, -2.7999341954564443, -2.906933564619976, 8.364952664473094, 31.861426778734312, -4.262278618756682, -4.717980066023301, -5.03151703934418, -4.878498793928884, -5.656786870851647, -5.66011612478178, -5.561001498135738, 34.605311614694074, 1.0300275046611205, -4.266515986702871, -3.2063532071188092, -1.9529092799202772, -0.4182829032943118, 1.3507747315452434, 2.673910583835095, 3.176243243564386, 2.958632798749022, -2.185522487445269]|110.7470550537109375|      0.09000000|[6121, 408, 0, 408]                                                        | 
     103|[-0.2118442470091395, 0.033731004485162, 1.3868325457442552, 0.5979376305476762, 4.021973894712573, -0.0085677242605016, 0.4594102189585101, 0.4494298441786668, 0.2670742292539217, 0.0484721348038875, 0.1772121950052679, 0.0493559352034936, 0.1922940725344233, 0.1178665157931391, 12.114729354012525, 0.1887121214531362, 0.3602810499141924, 0.0415870039723814, -0.1181539917597547, -1.4179881468880922, -0.4069543950608931, -0.5328845580806956, -0.8586597220273688, -0.7057403150538448, 3.761048301385017, 15.641746004082961, -1.4038327379676048, -1.627575581340352, -1.793653921908117, -1.9321720105290296, -2.340123871656715, -2.8201026703809475, -2.802704858695506, -2.908504661914776, 8.364498769660713, 31.861950307167717, -4.260968264541589, -4.716114035982173, -5.035318348847795, -4.87630493438337, -5.654820925730746, -5.65860516903922, -5.560120111738797, 34.60546174891351, 1.0294347910094075, -4.267761565337423, -3.208057287032716, -1.9547825521585764, -0.4199669435911346, 1.3496604225947522, 2.673694799275836, 3.1770962432492524, 2.960419304552488, -2.183438498119358]|110.6945419311523438|      0.30000000|[6181, 412, 0, 412]                                                        | 
     104|[-0.2118442470091395, 0.033731004485162, 1.3868325457442552, 0.5979376305476762, 4.021973894712573, -0.0085677242605016, 0.4594102189585101, 0.4494298441786668, 0.2670742292539217, 0.0484721348038875, 0.1772121950052679, 0.0493559352034936, 0.1922940725344233, 0.1178665157931391, 12.114729354012525, 0.1887121214531362, 0.3602810499141924, 0.0415870039723814, -0.1181539917597547, -1.4179881468880922, -0.4069543950608931, -0.5328845580806956, -0.8586597220273688, -0.7057403150538448, 3.761048301385017, 15.641746004082961, -1.4038327379676048, -1.627575581340352, -1.793653921908117, -1.9321720105290296, -2.340123871656715, -2.8201026703809475, -2.802704858695506, -2.908504661914776, 8.364498769660713, 31.861950307167717, -4.260968264541589, -4.716114035982173, -5.035318348847795, -4.87630493438337, -5.654820925730746, -5.65860516903922, -5.560120111738797, 34.60546174891351, 1.0294347910094075, -4.267761565337423, -3.208057287032716, -1.9547825521585764, -0.4199669435911346, 1.3496604225947522, 2.673694799275836, 3.1770962432492524, 2.960419304552488, -2.183438498119358]|110.6945419311523438|      0.09000000|[6241, 416, 0, 416]                                                        | 
     105|[-0.2142495426232927, 0.0347609214077238, 1.3860312179895118, 0.5972336491686292, 4.021479092807567, -0.008762059660512, 0.4595756536291447, 0.4499744262066088, 0.2679732463438995, 0.0496563944616355, 0.1785711641423404, 0.0502586285729194, 0.1935392462764867, 0.1187812034913804, 12.115122103656176, 0.1883998988196254, 0.3591012139222585, 0.0394083263818175, -0.1214218676323071, -1.4223873259034008, -0.4124738382524811, -0.5394579725107178, -0.8661663952516392, -0.714008920971537, 3.7522330333304126, 15.727359530486865, -1.4129684582876507, -1.6364521620853338, -1.8019931490853196, -1.9397152232631925, -2.346646584420114, -2.8254280990568077, -2.8067155290482333, -2.9111512941744877, 8.36319185749744, 31.86188393588236, -4.259964725817554, -4.714274240366649, -5.032925404666457, -4.873469522339292, -5.652271723083686, -5.656442234525457, -5.5585996574372984, 34.60615952820808, 1.0292321624292526, -4.26881905546179, -3.209789654472843, -1.9568787662574323, -0.4220087095454801, 1.348147606186103, 2.6731552854471374, 3.1778133212355897, 2.9623291202588007, -2.1810002416023053]|110.6668014526367188|      0.30000000|[6301, 420, 0, 420]                                                        | 
     106|[-0.2142495426232927, 0.0347609214077238, 1.3860312179895118, 0.5972336491686292, 4.021479092807567, -0.008762059660512, 0.4595756536291447, 0.4499744262066088, 0.2679732463438995, 0.0496563944616355, 0.1785711641423404, 0.0502586285729194, 0.1935392462764867, 0.1187812034913804, 12.115122103656176, 0.1883998988196254, 0.3591012139222585, 0.0394083263818175, -0.1214218676323071, -1.4223873259034008, -0.4124738382524811, -0.5394579725107178, -0.8661663952516392, -0.714008920971537, 3.7522330333304126, 15.727359530486865, -1.4129684582876507, -1.6364521620853338, -1.8019931490853196, -1.9397152232631925, -2.346646584420114, -2.8254280990568077, -2.8067155290482333, -2.9111512941744877, 8.36319185749744, 31.86188393588236, -4.259964725817554, -4.714274240366649, -5.032925404666457, -4.873469522339292, -5.652271723083686, -5.656442234525457, -5.5585996574372984, 34.60615952820808, 1.0292321624292526, -4.26881905546179, -3.209789654472843, -1.9568787662574323, -0.4220087095454801, 1.348147606186103, 2.6731552854471374, 3.1778133212355897, 2.9623291202588007, -2.1810002416023053]|110.6668014526367188|      0.09000000|[6361, 424, 0, 424]                                                        | 
     107|[-0.2127376871067099, 0.0340482003812212, 1.386518886050908, 0.5976554642838892, 4.015813497630006, -0.0086436625715578, 0.4594930232051411, 0.4496892210954684, 0.2675087578245439, 0.0490588501561433, 0.1779056768282317, 0.0496034114767099, 0.1929785841493867, 0.1183977133769076, 12.114988831162918, 0.1885727836488513, 0.359612422180362, 0.0402608910226263, -0.1202577294316143, -1.420975936576724, -0.4109136392944492, -0.537878880277276, -0.8647249586647376, -0.712881422630744, 3.7528592897288036, 15.727296397308237, -1.4138987739861477, -1.6384054030349944, -1.8050914101622766, -1.9440360915541532, -2.3522136973576835, -2.832203791162101, -2.8145962298003724, -2.919966276313062, 8.353677854436683, 31.947142948760302, -4.268194489064626, -4.723958797461819, -5.041927854588721, -4.88142419711221, -5.6588537992793135, -5.6613962759729475, -5.561768040817697, 34.60481060059101, 1.0295919316995423, -4.267017815785948, -3.2069694600068033, -1.9535980758519145, -0.4189184478309471, 1.35037858778378, 2.67395378681249, 3.1768635300104506, 2.959792847628705, -2.1841931595117785]|110.5683898925781250|      0.30000000|[6421, 428, 0, 428]                                                        | 
     108|[-0.2127376871067099, 0.0340482003812212, 1.386518886050908, 0.5976554642838892, 4.015813497630006, -0.0086436625715578, 0.4594930232051411, 0.4496892210954684, 0.2675087578245439, 0.0490588501561433, 0.1779056768282317, 0.0496034114767099, 0.1929785841493867, 0.1183977133769076, 12.114988831162918, 0.1885727836488513, 0.359612422180362, 0.0402608910226263, -0.1202577294316143, -1.420975936576724, -0.4109136392944492, -0.537878880277276, -0.8647249586647376, -0.712881422630744, 3.7528592897288036, 15.727296397308237, -1.4138987739861477, -1.6384054030349944, -1.8050914101622766, -1.9440360915541532, -2.3522136973576835, -2.832203791162101, -2.8145962298003724, -2.919966276313062, 8.353677854436683, 31.947142948760302, -4.268194489064626, -4.723958797461819, -5.041927854588721, -4.88142419711221, -5.6588537992793135, -5.6613962759729475, -5.561768040817697, 34.60481060059101, 1.0295919316995423, -4.267017815785948, -3.2069694600068033, -1.9535980758519145, -0.4189184478309471, 1.35037858778378, 2.67395378681249, 3.1768635300104506, 2.959792847628705, -2.1841931595117785]|110.5683898925781250|      0.09000000|[6481, 432, 0, 432]                                                        | 
     109|[-0.2151429827208631, 0.0350781173037831, 1.3857175582961645, 0.5969514829048421, 4.015318695725, -0.0088379979715683, 0.4596584578757756, 0.4502338031234103, 0.2684077749145217, 0.0502431098138914, 0.1792646459653042, 0.0509914584836224, 0.1931946522236103, 0.119312401075149, 12.11538158080657, 0.1882605610153405, 0.3584325861884281, 0.0380822134320624, -0.1235256053041667, -1.4253751155920327, -0.4164330824860372, -0.5444522947072983, -0.872231631889008, -0.7211500285484362, 3.744044021674199, 15.81290992371214, -1.4230344943061937, -1.6472819837799761, -1.8134306373394793, -1.951579304288316, -2.3587364101210824, -2.837529219837961, -2.8186069001530996, -2.9226129085727734, 8.351885707263136, 31.947076577474945, -4.267190950340591, -4.722119001846295, -5.039534910407383, -4.8787921365583315, -5.656304596632253, -5.659233341459185, -5.560247586516198, 34.60550837988558, 1.0293893031193875, -4.268075305910315, -3.20870182744693, -1.9556942899507703, -0.4209602137852926, 1.3488657713751309, 2.6734142729837913, 3.177580607996788, 2.961702663335018, -2.181754902994726]|110.5526123046875000|      0.30000000|[6541, 436, 0, 436]                                                        | 
     110|[-0.2139063025242649, 0.046140519581968, 1.382972259161761, 0.5952235519362148, 4.008239951719588, -0.0079144631745294, 0.4619014058043831, 0.4535833182671922, 0.2725120040704496, 0.0546356424456462, 0.1833952282904647, 0.0542608344840119, 0.1949914399447152, 0.1190500202355906, 12.112533392413752, 0.182391575697693, 0.3492263256339356, 0.0253615596448071, -0.1397844504099339, -1.4450361435301602, -0.3947879742481746, -0.5698846355080605, -0.8997505450388417, -0.7500686059065629, 4.029758946009679, 15.783541754106409, -1.4513960569456685, -1.673842098476598, -1.8374627886660164, -1.9724625552698853, -2.3759889820019, -2.850836561212418, -2.8278424442833057, -2.9278498993226094, 8.350372724496992, 31.948821672136546, -4.262823102879338, -4.715898901864421, -5.0323222552542575, -4.871479271561839, -5.649751446384471, -5.6541968220844865, -5.5573096318985336, 34.60600882729341, 1.027413590985816, -4.272227234614547, -3.214382093749009, -1.9619385307451012, -0.4265736814413685, 1.345151408284437, 2.6726949911389966, 3.180423940240871, 2.9676576828351244, -2.174808271753136]|110.4907302856445312|      1.00000000|[6601, 440, 0, 440]                                                        | 
     111|[-0.2139063025242649, 0.046140519581968, 1.382972259161761, 0.5952235519362148, 4.008239951719588, -0.0079144631745294, 0.4619014058043831, 0.4535833182671922, 0.2725120040704496, 0.0546356424456462, 0.1833952282904647, 0.0542608344840119, 0.1949914399447152, 0.1190500202355906, 12.112533392413752, 0.182391575697693, 0.3492263256339356, 0.0253615596448071, -0.1397844504099339, -1.4450361435301602, -0.3947879742481746, -0.5698846355080605, -0.8997505450388417, -0.7500686059065629, 4.029758946009679, 15.783541754106409, -1.4513960569456685, -1.673842098476598, -1.8374627886660164, -1.9724625552698853, -2.3759889820019, -2.850836561212418, -2.8278424442833057, -2.9278498993226094, 8.350372724496992, 31.948821672136546, -4.262823102879338, -4.715898901864421, -5.0323222552542575, -4.871479271561839, -5.649751446384471, -5.6541968220844865, -5.5573096318985336, 34.60600882729341, 1.027413590985816, -4.272227234614547, -3.214382093749009, -1.9619385307451012, -0.4265736814413685, 1.345151408284437, 2.6726949911389966, 3.180423940240871, 2.9676576828351244, -2.174808271753136]|110.4907302856445312|      0.30000000|[6661, 444, 0, 444]                                                        | 
     112|[-0.2197802862501703, 0.0457974488963373, 1.3819509243767243, 0.5942039120418485, 4.007383525757177, -0.0084650026401505, 0.4617611180365202, 0.4539061501491233, 0.2732929763151333, 0.0558123196242377, 0.1848542244988494, 0.0558494120050455, 0.1965329032536829, 0.1203614430269226, 12.113444147020346, 0.1827611556655029, 0.3489600506436545, 0.0244229155941866, -0.141365863615647, -1.448479032376781, -0.3972933251061477, -0.572547584073618, -0.9023056844016537, -0.7522264074359555, 4.028288727713516, 15.783023640266038, -1.4507513197313529, -1.6719055304129142, -1.8342132677644258, -1.968009046620864, -2.3705869017528585, -2.844896309694377, -2.821928292149096, -2.9234316691727145, 8.354000538849505, 31.949993725531385, -4.265035695279948, -4.722388785041403, -5.043871077999938, -4.888674703077413, -5.672900009143632, -5.683238056488335, -5.59173877973808, 34.56720047404815, 1.3078921578708105, -4.314640726370271, -3.255046047619544, -1.9980298546870472, -0.4552134804253001, 1.326523703231942, 2.6657923881721217, 3.1853941452573054, 2.982139150961302, -2.156898856686894]|110.3376998901367188|      1.00000000|[6721, 448, 0, 448]                                                        | 
     113|[-0.2197802862501703, 0.0457974488963373, 1.3819509243767243, 0.5942039120418485, 4.007383525757177, -0.0084650026401505, 0.4617611180365202, 0.4539061501491233, 0.2732929763151333, 0.0558123196242377, 0.1848542244988494, 0.0558494120050455, 0.1965329032536829, 0.1203614430269226, 12.113444147020346, 0.1827611556655029, 0.3489600506436545, 0.0244229155941866, -0.141365863615647, -1.448479032376781, -0.3972933251061477, -0.572547584073618, -0.9023056844016537, -0.7522264074359555, 4.028288727713516, 15.783023640266038, -1.4507513197313529, -1.6719055304129142, -1.8342132677644258, -1.968009046620864, -2.3705869017528585, -2.844896309694377, -2.821928292149096, -2.9234316691727145, 8.354000538849505, 31.949993725531385, -4.265035695279948, -4.722388785041403, -5.043871077999938, -4.888674703077413, -5.672900009143632, -5.683238056488335, -5.59173877973808, 34.56720047404815, 1.3078921578708105, -4.314640726370271, -3.255046047619544, -1.9980298546870472, -0.4552134804253001, 1.326523703231942, 2.6657923881721217, 3.1853941452573054, 2.982139150961302, -2.156898856686894]|110.3376998901367188|      0.30000000|[6781, 452, 0, 452]                                                        | 
     114|[-0.2197802862501703, 0.0457974488963373, 1.3819509243767243, 0.5942039120418485, 4.007383525757177, -0.0084650026401505, 0.4617611180365202, 0.4539061501491233, 0.2732929763151333, 0.0558123196242377, 0.1848542244988494, 0.0558494120050455, 0.1965329032536829, 0.1203614430269226, 12.113444147020346, 0.1827611556655029, 0.3489600506436545, 0.0244229155941866, -0.141365863615647, -1.448479032376781, -0.3972933251061477, -0.572547584073618, -0.9023056844016537, -0.7522264074359555, 4.028288727713516, 15.783023640266038, -1.4507513197313529, -1.6719055304129142, -1.8342132677644258, -1.968009046620864, -2.3705869017528585, -2.844896309694377, -2.821928292149096, -2.9234316691727145, 8.354000538849505, 31.949993725531385, -4.265035695279948, -4.722388785041403, -5.043871077999938, -4.888674703077413, -5.672900009143632, -5.683238056488335, -5.59173877973808, 34.56720047404815, 1.3078921578708105, -4.314640726370271, -3.255046047619544, -1.9980298546870472, -0.4552134804253001, 1.326523703231942, 2.6657923881721217, 3.1853941452573054, 2.982139150961302, -2.156898856686894]|110.3376998901367188|      0.09000000|[6841, 456, 0, 456]                                                        | 
     115|[-0.2197802862501703, 0.0457974488963373, 1.3819509243767243, 0.5942039120418485, 4.007383525757177, -0.0084650026401505, 0.4617611180365202, 0.4539061501491233, 0.2732929763151333, 0.0558123196242377, 0.1848542244988494, 0.0558494120050455, 0.1965329032536829, 0.1203614430269226, 12.113444147020346, 0.1827611556655029, 0.3489600506436545, 0.0244229155941866, -0.141365863615647, -1.448479032376781, -0.3972933251061477, -0.572547584073618, -0.9023056844016537, -0.7522264074359555, 4.028288727713516, 15.783023640266038, -1.4507513197313529, -1.6719055304129142, -1.8342132677644258, -1.968009046620864, -2.3705869017528585, -2.844896309694377, -2.821928292149096, -2.9234316691727145, 8.354000538849505, 31.949993725531385, -4.265035695279948, -4.722388785041403, -5.043871077999938, -4.888674703077413, -5.672900009143632, -5.683238056488335, -5.59173877973808, 34.56720047404815, 1.3078921578708105, -4.314640726370271, -3.255046047619544, -1.9980298546870472, -0.4552134804253001, 1.326523703231942, 2.6657923881721217, 3.1853941452573054, 2.982139150961302, -2.156898856686894]|110.3376998901367188|      0.02700000|[6901, 460, 0, 460]                                                        | 
     116|[-0.2118322871974669, 0.0502958025899716, 1.3744874635885935, 0.5872980624844786, 4.001430060634448, -0.0132023914484307, 0.4583711460072664, 0.4518712496719672, 0.2725130601320416, 0.0561004241462797, 0.1859602217446081, 0.0574847790558124, 0.1983950300054858, 0.122156226541847, 12.114905871538213, 0.1836689053598093, 0.3479360594938044, 0.0237969584995881, -0.142837168648839, -1.4507565631065518, -0.4002742050797679, -0.5760735347867012, -0.9061745059443638, -0.7562059422780294, 4.024444889364531, 15.779559519825852, -1.453610810189275, -1.6739705202926416, -1.8353432055882877, -1.9681244890161906, -2.3696780491980007, -2.8430276074559515, -2.8192385429138085, -2.9201292556681437, 8.357647534721764, 31.95367250138952, -4.26166284957435, -4.719660395930987, -5.04209900443675, -4.888114514062181, -5.673720885883085, -5.685494331875816, -5.59534571779659, 34.562483517525834, 1.3024674795451574, -4.320218872686382, -3.2601015985710546, -1.9943743937910767, -0.4570227522926871, 1.3272620252682827, 2.669313997757854, 3.191370478074532, 2.989375502220355, -2.150843701849226]|110.2590332031250000|      0.09000000|[6961, 464, 0, 464]                                                        | 
     117|[-0.2142375828116201, 0.0513257195125334, 1.3736861358338501, 0.5865940811054315, 4.000935258729442, -0.0133967268484412, 0.4585365806779009, 0.4524158316999092, 0.2734120772220194, 0.0572846838040277, 0.1873191908816807, 0.0588728260627249, 0.1996402037475491, 0.1230709142400883, 12.115298621181864, 0.1833566827262985, 0.3467562235018704, 0.0216182809090242, -0.1461050445213914, -1.4551557421218604, -0.4057936482713558, -0.5826469492167234, -0.9136811791686341, -0.7644745481957216, 4.015629621309927, 15.865173046229756, -1.462746530509321, -1.6828471010376234, -1.8415449724852806, -1.9756677017503534, -2.3762007619613996, -2.8483530361318117, -2.8232492132665357, -2.9227758879278554, 8.356340622558491, 31.953606130104163, -4.260659310850315, -4.717820600315463, -5.039706060255412, -4.885482453508303, -5.671171683236025, -5.683331397362053, -5.593825263495091, 34.55686500442971, 1.3022648509650026, -4.32127636281075, -3.2618339660111815, -1.9964706078899326, -0.4590645182470325, 1.3257492088596337, 2.6687744839291554, 3.1920875560608692, 2.9912853179266676, -2.1484054453321733]|110.2164916992187500|      0.30000000|[7021, 468, 0, 468]                                                        | 
     118|[-0.2142375828116201, 0.0513257195125334, 1.3736861358338501, 0.5865940811054315, 4.000935258729442, -0.0133967268484412, 0.4585365806779009, 0.4524158316999092, 0.2734120772220194, 0.0572846838040277, 0.1873191908816807, 0.0588728260627249, 0.1996402037475491, 0.1230709142400883, 12.115298621181864, 0.1833566827262985, 0.3467562235018704, 0.0216182809090242, -0.1461050445213914, -1.4551557421218604, -0.4057936482713558, -0.5826469492167234, -0.9136811791686341, -0.7644745481957216, 4.015629621309927, 15.865173046229756, -1.462746530509321, -1.6828471010376234, -1.8415449724852806, -1.9756677017503534, -2.3762007619613996, -2.8483530361318117, -2.8232492132665357, -2.9227758879278554, 8.356340622558491, 31.953606130104163, -4.260659310850315, -4.717820600315463, -5.039706060255412, -4.885482453508303, -5.671171683236025, -5.683331397362053, -5.593825263495091, 34.55686500442971, 1.3022648509650026, -4.32127636281075, -3.2618339660111815, -1.9964706078899326, -0.4590645182470325, 1.3257492088596337, 2.6687744839291554, 3.1920875560608692, 2.9912853179266676, -2.1484054453321733]|110.2164916992187500|      0.09000000|[7081, 472, 0, 472]                                                        | 
     119|[-0.2166428784257732, 0.0523556364350952, 1.3728848080791067, 0.5858900997263845, 4.000440456824435, -0.0135910622484516, 0.4587020153485355, 0.4529604137278511, 0.2743110943119973, 0.0584689434617758, 0.1886781600187533, 0.0584359625499928, 0.2008853774896124, 0.1239856019383296, 12.116673421871383, 0.1830444600927876, 0.3455763875099365, 0.0194396033184603, -0.1493729203939438, -1.459554921137169, -0.4113130914629437, -0.5892203636467457, -0.9211878523929045, -0.7727431541134138, 4.006814353255322, 15.95078657263366, -1.471882250829367, -1.6917236817826051, -1.8498841996624833, -1.9832109144845163, -2.3827234747247985, -2.853678464807672, -2.827259883619263, -2.925422520187567, 8.355033710395219, 31.953539758818806, -4.25965577212628, -4.715980804699939, -5.037313116074074, -4.882850392954424, -5.668622480588965, -5.681168462848291, -5.5923048091935925, 34.55756278372428, 1.3020622223848477, -4.322333852935117, -3.2635663334513083, -1.9985668219887884, -0.461106284201378, 1.3242363924509846, 2.668234970100457, 3.1928046340472065, 2.9931951336329803, -2.1459671888151206]|110.2064514160156250|      0.30000000|[7141, 476, 0, 476]                                                        | 
     120|[-0.280671163869556, 0.1657917318516411, 1.2433288823522162, 0.5079363066179212, 3.910695233302249, 0.0304597020440269, 0.4574861934015644, 0.5155383169985726, 0.2661262981127948, 0.1093889903277159, 0.300943277485203, 0.0913541624468053, 0.2370542619755724, 0.1085305981105193, 12.200045925390441, 0.1959517928335117, 0.3546858417394105, 0.0065980545477942, -0.2099777720868587, -1.5724422440398484, -0.3449290292919613, -0.6548403687775135, -0.916727656382136, -0.7468964064319152, 4.120156668213895, 15.931182644082583, -1.3291216015059035, -1.7719238919962663, -1.8691808997973567, -2.111456223479763, -2.3757482383759907, -2.773654624737901, -2.835184892974212, -2.9914620153576834, 8.331552462448599, 31.762152105467976, -4.087620063102804, -4.66784142627148, -5.164069441438187, -4.9171995364595205, -5.829290049034171, -5.706661430886015, -5.533656345854979, 34.60058636999747, 1.1726528495782986, -4.336491458292585, -3.2481588857481256, -1.9110959626996191, -0.5507403227093164, 1.1840637917048298, 2.5522152964549605, 3.2378288576728664, 2.9659938107943162, -2.121449397469405]|109.8690261840820312|      1.00000000|[7201, 480, 0, 480]                                                        | 
