k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.90000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      21|[0.8652471167703765, 0.9095537685850302, 0.8664191929303892, 0.8483914399761736, 0.8138337094212287, 0.7762601604806927, 0.7864657844809939, 0.7590641679268653, 0.967208798068022, 0.7419663604081412, 0.9288988523449289, 0.4005286830065625, 0.9702463440840993, 0.9164769047118878, 0.9650204151255967, 0.9970738639793507, 1.0921944918817554, 0.8416347899050411, 1.0408651474829311, 0.8949796754884997, 1.0672316666508643, 1.0860181371084074]|  1.2870200872421265|      0.25418658|[553, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      22|[0.8060052084035828, 0.8323319964979379, 0.800586483701293, 0.8790701254019615, 0.7145529970010351, 0.76303965686572, 0.8104849704894574, 0.6864776411985134, 0.9887675218428773, 0.7268552639576317, 0.9695000721712553, 0.2423885545191547, 0.975390184373652, 0.9048571592382718, 0.9669523764720394, 1.0115165933252996, 1.1070511107538479, 0.8291328304715612, 1.0376020777255428, 0.8932321889570458, 1.0222513987031845, 1.1480511081164222]|  1.2346235513687134|      0.28242954|[579, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      23|[0.8055074426424783, 0.831222004598312, 0.7541316540117617, 0.876325851243285, 0.6654167937806188, 0.6922395311541628, 0.7145314353795977, 0.56912651837781, 0.9707400797572101, 0.7031428431363469, 0.9544386169096497, 0.0928222661108936, 0.9132101855290727, 0.9360608863412332, 1.0276938788891925, 1.0076890350020247, 0.9980983554931727, 0.7807203124806861, 1.0197482163330513, 0.9071199049568093, 1.0164855985575272, 1.168206671714424]|  1.1775789260864258|      0.31381060|[605, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      24|[0.8055074426424783, 0.831222004598312, 0.7541316540117617, 0.876325851243285, 0.6654167937806188, 0.6922395311541628, 0.7145314353795977, 0.56912651837781, 0.9707400797572101, 0.7031428431363469, 0.9544386169096497, 0.0928222661108936, 0.9132101855290727, 0.9360608863412332, 1.0276938788891925, 1.0076890350020247, 0.9980983554931727, 0.7807203124806861, 1.0197482163330513, 0.9071199049568093, 1.0164855985575272, 1.168206671714424]|  1.1775789260864258|      0.28242954|[631, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      25|[0.8055074426424783, 0.831222004598312, 0.7541316540117617, 0.876325851243285, 0.6654167937806188, 0.6922395311541628, 0.7145314353795977, 0.56912651837781, 0.9707400797572101, 0.7031428431363469, 0.9544386169096497, 0.0928222661108936, 0.9132101855290727, 0.9360608863412332, 1.0276938788891925, 1.0076890350020247, 0.9980983554931727, 0.7807203124806861, 1.0197482163330513, 0.9071199049568093, 1.0164855985575272, 1.168206671714424]|  1.1775789260864258|      0.25418658|[657, 100, 0, 50]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      26|[0.8055074426424783, 0.831222004598312, 0.7541316540117617, 0.876325851243285, 0.6654167937806188, 0.6922395311541628, 0.7145314353795977, 0.56912651837781, 0.9707400797572101, 0.7031428431363469, 0.9544386169096497, 0.0928222661108936, 0.9132101855290727, 0.9360608863412332, 1.0276938788891925, 1.0076890350020247, 0.9980983554931727, 0.7807203124806861, 1.0197482163330513, 0.9071199049568093, 1.0164855985575272, 1.168206671714424]|  1.1775789260864258|      0.22876792|[684, 104, 0, 52]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      27|[0.8055074426424783, 0.831222004598312, 0.7541316540117617, 0.876325851243285, 0.6654167937806188, 0.6922395311541628, 0.7145314353795977, 0.56912651837781, 0.9707400797572101, 0.7031428431363469, 0.9544386169096497, 0.0928222661108936, 0.9132101855290727, 0.9360608863412332, 1.0276938788891925, 1.0076890350020247, 0.9980983554931727, 0.7807203124806861, 1.0197482163330513, 0.9071199049568093, 1.0164855985575272, 1.168206671714424]|  1.1775789260864258|      0.20589113|[711, 108, 0, 54]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      28|[0.8272087669331707, 0.7644012250430992, 0.7143445011581866, 0.8731344636158959, 0.6227829820935814, 0.7289358662605517, 0.7124140358262454, 0.5366731372277656, 0.9380473360018831, 0.6434591579178631, 0.9638678289129027, -0.01020741660537, 0.9349468897576863, 0.9044022460692627, 1.08212660832157, 0.9781268515646664, 1.0269987446543116, 0.8055122219269786, 1.0518896068462913, 0.9435839274996648, 0.9641154575138643, 1.2348268244917169]|  1.1474059820175171|      0.22876792|[737, 112, 0, 56]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      29|[0.7844082267469019, 0.8125598748563964, 0.6055520302123271, 0.9280814775676415, 0.5302995943839102, 0.6887324478033593, 0.6748359405349241, 0.5128489944399265, 0.8759501162829086, 0.6124204981641747, 0.9918544068086326, -0.0863480154179592, 0.905117739183853, 0.8348350772531955, 1.0578929168635662, 0.9554525730559049, 1.0054560525189293, 0.8260477049938347, 1.0244889334342253, 0.978827909179547, 0.9705862136203823, 1.229536764545423]|  1.1128076314926147|      0.25418658|[764, 116, 0, 58]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      30|[0.7628512485212462, 0.7719447365477756, 0.5740595375598552, 0.9278042161540897, 0.6036652029351275, 0.6339062381952297, 0.6136955690822807, 0.4763319453258596, 0.7954627052786909, 0.5435374264476998, 1.0515351471301577, -0.2355252046890296, 0.853674749376765, 0.8008453195781673, 1.0436973684256245, 0.9581373937815393, 1.0446898679301542, 0.7703378545758229, 1.0198608825707929, 0.94281698582522, 0.9939560364649332, 1.251632930511364]|  1.0673812627792358|      0.28242954|[790, 120, 0, 60]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      31|[0.7628512485212462, 0.7719447365477756, 0.5740595375598552, 0.9278042161540897, 0.6036652029351275, 0.6339062381952297, 0.6136955690822807, 0.4763319453258596, 0.7954627052786909, 0.5435374264476998, 1.0515351471301577, -0.2355252046890296, 0.853674749376765, 0.8008453195781673, 1.0436973684256245, 0.9581373937815393, 1.0446898679301542, 0.7703378545758229, 1.0198608825707929, 0.94281698582522, 0.9939560364649332, 1.251632930511364]|  1.0673812627792358|      0.25418658|[816, 124, 0, 62]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      32|[0.7628512485212462, 0.7719447365477756, 0.5740595375598552, 0.9278042161540897, 0.6036652029351275, 0.6339062381952297, 0.6136955690822807, 0.4763319453258596, 0.7954627052786909, 0.5435374264476998, 1.0515351471301577, -0.2355252046890296, 0.853674749376765, 0.8008453195781673, 1.0436973684256245, 0.9581373937815393, 1.0446898679301542, 0.7703378545758229, 1.0198608825707929, 0.94281698582522, 0.9939560364649332, 1.251632930511364]|  1.0673812627792358|      0.22876792|[843, 128, 0, 64]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      33|[0.7628512485212462, 0.7719447365477756, 0.5740595375598552, 0.9278042161540897, 0.6036652029351275, 0.6339062381952297, 0.6136955690822807, 0.4763319453258596, 0.7954627052786909, 0.5435374264476998, 1.0515351471301577, -0.2355252046890296, 0.853674749376765, 0.8008453195781673, 1.0436973684256245, 0.9581373937815393, 1.0446898679301542, 0.7703378545758229, 1.0198608825707929, 0.94281698582522, 0.9939560364649332, 1.251632930511364]|  1.0673812627792358|      0.20589113|[869, 132, 0, 66]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      34|[0.7256242062341557, 0.7026087877600823, 0.6001289709820756, 0.8290359250215021, 0.5500795856899775, 0.6787546043153202, 0.6194997635819918, 0.485545985068113, 0.7532304393534738, 0.5103134500679257, 1.051124862985699, -0.3201399762247606, 0.8240745127309974, 0.7798152002672707, 1.0431150803387874, 0.8932667556261615, 1.0355791173532676, 0.8077073480938965, 1.0192268623896117, 0.944138943101967, 0.9459057932346695, 1.2142565225468078]|  1.0383660793304443|      0.22876792|[895, 136, 0, 68]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      35|[0.7256242062341557, 0.7026087877600823, 0.6001289709820756, 0.8290359250215021, 0.5500795856899775, 0.6787546043153202, 0.6194997635819918, 0.485545985068113, 0.7532304393534738, 0.5103134500679257, 1.051124862985699, -0.3201399762247606, 0.8240745127309974, 0.7798152002672707, 1.0431150803387874, 0.8932667556261615, 1.0355791173532676, 0.8077073480938965, 1.0192268623896117, 0.944138943101967, 0.9459057932346695, 1.2142565225468078]|  1.0383660793304443|      0.20589113|[922, 140, 0, 70]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      36|[0.7256242062341557, 0.7026087877600823, 0.6001289709820756, 0.8290359250215021, 0.5500795856899775, 0.6787546043153202, 0.6194997635819918, 0.485545985068113, 0.7532304393534738, 0.5103134500679257, 1.051124862985699, -0.3201399762247606, 0.8240745127309974, 0.7798152002672707, 1.0431150803387874, 0.8932667556261615, 1.0355791173532676, 0.8077073480938965, 1.0192268623896117, 0.944138943101967, 0.9459057932346695, 1.2142565225468078]|  1.0383660793304443|      0.18530202|[949, 144, 0, 72]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      37|[0.6557035877466559, 0.6516210136978593, 0.5462396714228009, 0.7868623628152317, 0.4983093818634495, 0.6983445313221602, 0.6256028570582264, 0.4360646754579781, 0.7267685937654235, 0.4856146263265964, 1.1041188090863547, -0.3741572943111347, 0.8123765382930953, 0.8403613550431137, 1.0253514914448205, 0.9350744082149944, 1.0533907224627603, 0.7798341287617246, 1.0607857255166497, 0.9628533341777025, 0.9297138891509291, 1.1975337889813888]|  1.0113296508789062|      0.20589113|[975, 148, 0, 74]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      38|[0.6150992655554679, 0.613171742695181, 0.4973262500087821, 0.7704725715625075, 0.4159246441062308, 0.6699093160627239, 0.6054330477688463, 0.3918941566858368, 0.6900160224942011, 0.4582195873704812, 1.0687718778150896, -0.4689566396472725, 0.8568692126711122, 0.8488173520384794, 0.9909026525574444, 0.8624626582692492, 1.0266718931794931, 0.7497291934381763, 1.1112157774317184, 0.980238297145249, 0.9081719063861173, 1.168008349944242]|  0.9754245877265930|      0.22876792|[1001, 152, 0, 76]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      39|[0.6150992655554679, 0.613171742695181, 0.4973262500087821, 0.7704725715625075, 0.4159246441062308, 0.6699093160627239, 0.6054330477688463, 0.3918941566858368, 0.6900160224942011, 0.4582195873704812, 1.0687718778150896, -0.4689566396472725, 0.8568692126711122, 0.8488173520384794, 0.9909026525574444, 0.8624626582692492, 1.0266718931794931, 0.7497291934381763, 1.1112157774317184, 0.980238297145249, 0.9081719063861173, 1.168008349944242]|  0.9754245877265930|      0.20589113|[1027, 156, 0, 78]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      40|[0.6150992655554679, 0.613171742695181, 0.4973262500087821, 0.7704725715625075, 0.4159246441062308, 0.6699093160627239, 0.6054330477688463, 0.3918941566858368, 0.6900160224942011, 0.4582195873704812, 1.0687718778150896, -0.4689566396472725, 0.8568692126711122, 0.8488173520384794, 0.9909026525574444, 0.8624626582692492, 1.0266718931794931, 0.7497291934381763, 1.1112157774317184, 0.980238297145249, 0.9081719063861173, 1.168008349944242]|  0.9754245877265930|      0.18530202|[1053, 160, 0, 80]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      41|[0.6150992655554679, 0.613171742695181, 0.4973262500087821, 0.7704725715625075, 0.4159246441062308, 0.6699093160627239, 0.6054330477688463, 0.3918941566858368, 0.6900160224942011, 0.4582195873704812, 1.0687718778150896, -0.4689566396472725, 0.8568692126711122, 0.8488173520384794, 0.9909026525574444, 0.8624626582692492, 1.0266718931794931, 0.7497291934381763, 1.1112157774317184, 0.980238297145249, 0.9081719063861173, 1.168008349944242]|  0.9754245877265930|      0.16677182|[1079, 164, 0, 82]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      42|[0.6255016595489419, 0.5293666641878993, 0.49558095508525, 0.7617382960258092, 0.4289368351922818, 0.6734229071043906, 0.5934689837389627, 0.366501673801396, 0.6645574502196493, 0.403242798389948, 1.0696398991591762, -0.555003680324929, 0.8712188139083228, 0.8141993869011025, 1.0292395125866516, 0.8827932154401329, 0.9802505830636425, 0.7241452377515162, 1.12378019788264, 0.9745285603810712, 0.8851275707409233, 1.209705436694547]|  0.9527158737182617|      0.18530202|[1105, 168, 0, 84]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      43|[0.6255016595489419, 0.5293666641878993, 0.49558095508525, 0.7617382960258092, 0.4289368351922818, 0.6734229071043906, 0.5934689837389627, 0.366501673801396, 0.6645574502196493, 0.403242798389948, 1.0696398991591762, -0.555003680324929, 0.8712188139083228, 0.8141993869011025, 1.0292395125866516, 0.8827932154401329, 0.9802505830636425, 0.7241452377515162, 1.12378019788264, 0.9745285603810712, 0.8851275707409233, 1.209705436694547]|  0.9527158737182617|      0.16677182|[1131, 172, 0, 86]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      44|[0.5587652334654792, 0.5363937613966283, 0.4495631693446775, 0.7610867449401396, 0.448809630812061, 0.6199470702823423, 0.5926270525162616, 0.3365480655262126, 0.6894043782976591, 0.355737393449695, 1.0760747567571467, -0.6095505220596551, 0.8818100014412152, 0.8485236790859428, 1.0279468099408966, 0.9169728833353613, 0.9948463749541487, 0.7084870816435637, 1.0872429688906042, 0.9481249772039342, 0.8064523909851358, 1.212508932537165]|  0.9345312118530273|      0.18530202|[1157, 176, 0, 88]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      45|[0.5373762927092077, 0.4974579335705819, 0.3698077035280321, 0.7084511304939566, 0.430353076108605, 0.5955078873013403, 0.5671383491224977, 0.3368010745914928, 0.6518501497327585, 0.3010924296547018, 1.0491692063339286, -0.6778237748373142, 0.9064557090253997, 0.9111334132489195, 1.0139176578482514, 0.8951769885775637, 0.9671120039123379, 0.6800214980004153, 1.0345092582384963, 0.9327170926253316, 0.7635192362895148, 1.1975938058853541]|  0.9051132202148438|      0.20589113|[1183, 180, 0, 90]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      46|[0.4899889060949184, 0.4468926820239382, 0.3245593287970363, 0.6575565902225075, 0.4022034163562437, 0.5626807708550259, 0.5456934504243772, 0.3100686193069048, 0.6313631923535133, 0.2728625382585608, 1.064130758189582, -0.7515743410335509, 0.9397468593402122, 0.8581355878844438, 0.9704453919286037, 0.8449104079844126, 0.992694901700369, 0.6850186675676355, 0.9271944302628032, 0.9375467948599672, 0.7191842080160301, 1.2201421078012697]|  0.8757197260856628|      0.22876792|[1209, 184, 0, 92]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      47|[0.4899889060949184, 0.4468926820239382, 0.3245593287970363, 0.6575565902225075, 0.4022034163562437, 0.5626807708550259, 0.5456934504243772, 0.3100686193069048, 0.6313631923535133, 0.2728625382585608, 1.064130758189582, -0.7515743410335509, 0.9397468593402122, 0.8581355878844438, 0.9704453919286037, 0.8449104079844126, 0.992694901700369, 0.6850186675676355, 0.9271944302628032, 0.9375467948599672, 0.7191842080160301, 1.2201421078012697]|  0.8757197260856628|      0.20589113|[1235, 188, 0, 94]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      48|[0.4899889060949184, 0.4468926820239382, 0.3245593287970363, 0.6575565902225075, 0.4022034163562437, 0.5626807708550259, 0.5456934504243772, 0.3100686193069048, 0.6313631923535133, 0.2728625382585608, 1.064130758189582, -0.7515743410335509, 0.9397468593402122, 0.8581355878844438, 0.9704453919286037, 0.8449104079844126, 0.992694901700369, 0.6850186675676355, 0.9271944302628032, 0.9375467948599672, 0.7191842080160301, 1.2201421078012697]|  0.8757197260856628|      0.18530202|[1262, 192, 0, 96]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      49|[0.4899889060949184, 0.4468926820239382, 0.3245593287970363, 0.6575565902225075, 0.4022034163562437, 0.5626807708550259, 0.5456934504243772, 0.3100686193069048, 0.6313631923535133, 0.2728625382585608, 1.064130758189582, -0.7515743410335509, 0.9397468593402122, 0.8581355878844438, 0.9704453919286037, 0.8449104079844126, 0.992694901700369, 0.6850186675676355, 0.9271944302628032, 0.9375467948599672, 0.7191842080160301, 1.2201421078012697]|  0.8757197260856628|      0.16677182|[1288, 196, 0, 98]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      50|[0.4772893321913281, 0.4626196939804577, 0.314382996753687, 0.662363319505776, 0.3586152182221798, 0.5191511862875392, 0.472284292502487, 0.3059988779916335, 0.6277127427598572, 0.2645498052452127, 1.0439963674616708, -0.8313730897336936, 0.9193009354509493, 0.8772002734678865, 0.9739632928502664, 0.8468567198205571, 0.9075514135009607, 0.6570355741021505, 0.8895216503290841, 0.9354398723779914, 0.690170757751851, 1.208913238359556]|  0.8537930846214294|      0.18530202|[1315, 200, 0, 100]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
