k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      90|[2.0032692120070865, -0.1496972433959584, -0.4550760154216024, 1.679720109781793, 0.523336376260639, 0.2249286273904752, 0.7058536227224623, -0.1612896061767167, -0.5548359423258882, -0.0406919142372434, 0.1260690198862169, -0.0192755417319378, 0.8607173791207264, -0.2124159443534757, 0.0528084168205189, -0.0946853406423916, -0.3150175354542111, 0.4473479128403119, -0.1405146913073387, 1.1052695363089857, -0.822820587673564, 0.3239156976337541]| 12.1457500457763672|      0.00390625|[2536, 180, 0, 180]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      91|[2.0032692120070865, -0.1496972433959584, -0.4550760154216024, 1.679720109781793, 0.523336376260639, 0.2249286273904752, 0.7058536227224623, -0.1612896061767167, -0.5548359423258882, -0.0406919142372434, 0.1260690198862169, -0.0192755417319378, 0.8607173791207264, -0.2124159443534757, 0.0528084168205189, -0.0946853406423916, -0.3150175354542111, 0.4473479128403119, -0.1405146913073387, 1.1052695363089857, -0.822820587673564, 0.3239156976337541]| 12.1457500457763672|      0.00195312|[2564, 182, 0, 182]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      92|[2.0027930566294594, -0.1504981631512609, -0.4544772099208116, 1.6806905358518545, 0.524016403465425, 0.2250245274163732, 0.7057133543575871, -0.1612410439849261, -0.5548361951628863, -0.0406076080805502, 0.1261205973459052, -0.0195957137554391, 0.8605301508614142, -0.213047178133169, 0.05287797428773, -0.094964684432725, -0.3149113574683282, 0.4478187214482403, -0.1408752031416911, 1.1053925369174185, -0.8224592307308016, 0.3237921345572528]| 12.1457481384277344|      0.00390625|[2592, 184, 0, 184]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      93|[2.0027930566294594, -0.1504981631512609, -0.4544772099208116, 1.6806905358518545, 0.524016403465425, 0.2250245274163732, 0.7057133543575871, -0.1612410439849261, -0.5548361951628863, -0.0406076080805502, 0.1261205973459052, -0.0195957137554391, 0.8605301508614142, -0.213047178133169, 0.05287797428773, -0.094964684432725, -0.3149113574683282, 0.4478187214482403, -0.1408752031416911, 1.1053925369174185, -0.8224592307308016, 0.3237921345572528]| 12.1457481384277344|      0.00195312|[2620, 186, 0, 186]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      94|[2.002377210477422, -0.1510149935510891, -0.4543629478162068, 1.6812581969573983, 0.5238275975530158, 0.2245847274211955, 0.7057954437576477, -0.1611062699268409, -0.5545762647029692, -0.0409993303089704, 0.1257574007482198, -0.0196373455981106, 0.8606380284532414, -0.2127287697515661, 0.0534346408641461, -0.0959231418277016, -0.3142971253901446, 0.4476864840511123, -0.1406445270849252, 1.1057443178389104, -0.8217582424083705, 0.3236306487081001]| 12.1457462310791016|      0.00390625|[2648, 188, 0, 188]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      95|[2.002377210477422, -0.1510149935510891, -0.4543629478162068, 1.6812581969573983, 0.5238275975530158, 0.2245847274211955, 0.7057954437576477, -0.1611062699268409, -0.5545762647029692, -0.0409993303089704, 0.1257574007482198, -0.0196373455981106, 0.8606380284532414, -0.2127287697515661, 0.0534346408641461, -0.0959231418277016, -0.3142971253901446, 0.4476864840511123, -0.1406445270849252, 1.1057443178389104, -0.8217582424083705, 0.3236306487081001]| 12.1457462310791016|      0.00195312|[2676, 190, 0, 190]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      96|[2.0013391366937787, -0.1510750508805656, -0.453424436629094, 1.6814315698243474, 0.5232135670143537, 0.2245896722253965, 0.7059372063468322, -0.1607851826688282, -0.5543922771324388, -0.0408911784205629, 0.1261175049026943, -0.0199684165214207, 0.8610344050365394, -0.2123344798881488, 0.053553938253782, -0.0964498769711909, -0.3140807493016839, 0.4478492554339997, -0.140561730904472, 1.1052494131732988, -0.822061582154413, 0.3237578270583495]| 12.1457443237304688|      0.00390625|[2704, 192, 0, 192]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      97|[2.0013391366937787, -0.1510750508805656, -0.453424436629094, 1.6814315698243474, 0.5232135670143537, 0.2245896722253965, 0.7059372063468322, -0.1607851826688282, -0.5543922771324388, -0.0408911784205629, 0.1261175049026943, -0.0199684165214207, 0.8610344050365394, -0.2123344798881488, 0.053553938253782, -0.0964498769711909, -0.3140807493016839, 0.4478492554339997, -0.140561730904472, 1.1052494131732988, -0.822061582154413, 0.3237578270583495]| 12.1457443237304688|      0.00195312|[2732, 194, 0, 194]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      98|[2.000723144894997, -0.1511173201279903, -0.4531810215034536, 1.6821648746817417, 0.5233707763396869, 0.224445677502024, 0.7060099730711734, -0.1610215620784538, -0.5544358491711789, -0.0406359490908014, 0.1256733713432351, -0.0204268721247836, 0.8619198267625163, -0.2122072630532718, 0.0539268303785589, -0.0973824126829491, -0.3141036737435331, 0.4476664644414078, -0.1406732837039087, 1.1054169210410145, -0.8214919788956235, 0.3239761515148813]| 12.1457424163818359|      0.00390625|[2760, 196, 0, 196]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      99|[2.000723144894997, -0.1511173201279903, -0.4531810215034536, 1.6821648746817417, 0.5233707763396869, 0.224445677502024, 0.7060099730711734, -0.1610215620784538, -0.5544358491711789, -0.0406359490908014, 0.1256733713432351, -0.0204268721247836, 0.8619198267625163, -0.2122072630532718, 0.0539268303785589, -0.0973824126829491, -0.3141036737435331, 0.4476664644414078, -0.1406732837039087, 1.1054169210410145, -0.8214919788956235, 0.3239761515148813]| 12.1457424163818359|      0.00195312|[2789, 198, 0, 198]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
     100|[1.9995025611406334, -0.1515482470000104, -0.4530785410282028, 1.6821055562178262, 0.5231503758102672, 0.2242231714138552, 0.7061498496188623, -0.161478936705815, -0.5544196731944937, -0.0399273144758296, 0.1257732749451147, -0.020736037954483, 0.8623695110855115, -0.2124792418927345, 0.0533836976684274, -0.0972959251033821, -0.3138335375230747, 0.4475503677370573, -0.1411713828775952, 1.1052206807664264, -0.8219739415768171, 0.3238967311508711]| 12.1457395553588867|      0.00390625|[2817, 200, 0, 200]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
     101|[1.9995025611406334, -0.1515482470000104, -0.4530785410282028, 1.6821055562178262, 0.5231503758102672, 0.2242231714138552, 0.7061498496188623, -0.161478936705815, -0.5544196731944937, -0.0399273144758296, 0.1257732749451147, -0.020736037954483, 0.8623695110855115, -0.2124792418927345, 0.0533836976684274, -0.0972959251033821, -0.3138335375230747, 0.4475503677370573, -0.1411713828775952, 1.1052206807664264, -0.8219739415768171, 0.3238967311508711]| 12.1457395553588867|      0.00195312|[2845, 202, 0, 202]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     102|[1.9991631245496533, -0.1523512268616613, -0.4521818811492042, 1.6832230425095553, 0.5226721589904842, 0.2246378059030902, 0.705983568611228, -0.1613599976444268, -0.5544700047875833, -0.0401043669139611, 0.1259853122342971, -0.0208548997604861, 0.8625773718174679, -0.2123480718568183, 0.053305967156796, -0.0969669563959086, -0.3138542576996157, 0.4476701076478278, -0.1409806072767349, 1.1047909434623369, -0.8218137439919462, 0.3240710219921381]| 12.1457376480102539|      0.00390625|[2873, 204, 0, 204]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
     103|[1.9991631245496533, -0.1523512268616613, -0.4521818811492042, 1.6832230425095553, 0.5226721589904842, 0.2246378059030902, 0.705983568611228, -0.1613599976444268, -0.5544700047875833, -0.0401043669139611, 0.1259853122342971, -0.0208548997604861, 0.8625773718174679, -0.2123480718568183, 0.053305967156796, -0.0969669563959086, -0.3138542576996157, 0.4476701076478278, -0.1409806072767349, 1.1047909434623369, -0.8218137439919462, 0.3240710219921381]| 12.1457376480102539|      0.00195312|[2901, 206, 0, 206]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     104|[1.9984041616878268, -0.153345647234193, -0.4524146635181394, 1.6836744518988487, 0.5222630978780334, 0.2249033338869508, 0.7060982092569591, -0.1615419002349245, -0.5542303933130844, -0.0398296880546594, 0.1251936107489978, -0.0202544893765818, 0.8625709462540655, -0.212239815501378, 0.0536362252793108, -0.0966206482050998, -0.3136427418324968, 0.4481316232239018, -0.1407347540183644, 1.104877917957153, -0.8218666931836082, 0.323935665259422]| 12.1457347869873047|      0.00390625|[2929, 208, 0, 208]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
     105|[1.9984041616878268, -0.153345647234193, -0.4524146635181394, 1.6836744518988487, 0.5222630978780334, 0.2249033338869508, 0.7060982092569591, -0.1615419002349245, -0.5542303933130844, -0.0398296880546594, 0.1251936107489978, -0.0202544893765818, 0.8625709462540655, -0.212239815501378, 0.0536362252793108, -0.0966206482050998, -0.3136427418324968, 0.4481316232239018, -0.1407347540183644, 1.104877917957153, -0.8218666931836082, 0.323935665259422]| 12.1457347869873047|      0.00195312|[2957, 210, 0, 210]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
     106|[1.9980327822103114, -0.153745557211082, -0.452314900664926, 1.6849872324426045, 0.5226011128711512, 0.2251931369348312, 0.7064852299998697, -0.161109625561237, -0.5537850413215394, -0.0399396220352948, 0.1255870843846084, -0.0197807398606066, 0.8628869546551136, -0.2124729455612303, 0.0530822843928165, -0.0966532082679568, -0.3136115164358361, 0.448363288711254, -0.1406628502362594, 1.1047350160003968, -0.8216815462639913, 0.3242225359222979]| 12.1457328796386719|      0.00390625|[2986, 212, 0, 212]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
     107|[1.9980327822103114, -0.153745557211082, -0.452314900664926, 1.6849872324426045, 0.5226011128711512, 0.2251931369348312, 0.7064852299998697, -0.161109625561237, -0.5537850413215394, -0.0399396220352948, 0.1255870843846084, -0.0197807398606066, 0.8628869546551136, -0.2124729455612303, 0.0530822843928165, -0.0966532082679568, -0.3136115164358361, 0.448363288711254, -0.1406628502362594, 1.1047350160003968, -0.8216815462639913, 0.3242225359222979]| 12.1457328796386719|      0.00195312|[3014, 214, 0, 214]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
     108|[1.997079387605026, -0.1545251948763121, -0.4523234188207353, 1.68496691915032, 0.5229422767487764, 0.2247058052936262, 0.706035848282088, -0.1612571150130405, -0.553995496076386, -0.0405289246453185, 0.1259863041734182, -0.0199467799040746, 0.8632940350444803, -0.2128424995458663, 0.053615950094202, -0.0965803062285365, -0.314177311325803, 0.4483382094180566, -0.1409908847230334, 1.1048897581393213, -0.8213709499935267, 0.324234636213263]| 12.1457309722900391|      0.00390625|[3043, 216, 0, 216]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
     109|[1.997079387605026, -0.1545251948763121, -0.4523234188207353, 1.68496691915032, 0.5229422767487764, 0.2247058052936262, 0.706035848282088, -0.1612571150130405, -0.553995496076386, -0.0405289246453185, 0.1259863041734182, -0.0199467799040746, 0.8632940350444803, -0.2128424995458663, 0.053615950094202, -0.0965803062285365, -0.314177311325803, 0.4483382094180566, -0.1409908847230334, 1.1048897581393213, -0.8213709499935267, 0.324234636213263]| 12.1457309722900391|      0.00195312|[3071, 218, 0, 218]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
     110|[1.9960200127802976, -0.1543025634578216, -0.4524271967978027, 1.6851181555644088, 0.5228842364397732, 0.2246682239063492, 0.7052329731075838, -0.1613868274223141, -0.5537316534576864, -0.040493102279616, 0.1254973697812694, -0.0202983533582204, 0.864091499191879, -0.2130677749412467, 0.0530671611115372, -0.096655493562031, -0.3140396834158899, 0.4486913997239456, -0.1406981042960089, 1.105248774135576, -0.8214623916296465, 0.3246209826344009]| 12.1457290649414062|      0.00390625|[3099, 220, 0, 220]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
