k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
     192|[1.046019066575123, -0.0748578840025535, 1.9777773271997412, -0.113134859417458, 0.0361160697580469, 1.9964301192061056, 0.3133237036281784, 0.1052945616159966, 1.980645578806241, 0.697928114138288, 0.2124650016969303, 2.000261352835163, 0.0751997626933982, 0.0787613740928005, 2.1767761277259567, 2.587404334482463, 0.3952520895565541, 1.9617446610281144, 0.6262159564541215, 0.252612267978828, 2.3258043822587666, 2.1091431686163458, 0.3443308449773801, 2.4736660475358936, 14.24465184706563, 1.1442550936111007, 2.0183500115317656, 12.024214283364737, 1.0073357482453718, 2.7748613584569157, 0.098708695178917, 0.0637376644392488, 2.9173690961976355, 0.081986492470374, 0.0495898306238644, 2.977219641398158, 1.0397262642368115, 0.1717523205197515, 3.2094710129304302, 0.0151585369006226, 0.0299052716038456, 3.2530982640369546, 0.2249470528398485, -0.0362178768949539, 3.279326357097118, 3.6069197914102005, 0.3518328356993736, 3.5140554656887844, 0.6716069374064934, 0.1086052086567092, 3.7211759545585683, 0.0443287224490288, 0.0459748907464352, 3.7716229373482286, 0.2830383042492289, 0.0329357372625087, 3.868315673083272, 0.7890985395652977, 0.0867757768395862, 3.950153692135912, 0.1631851164920097, 0.0862294887278034, 4.0707387174594905, 1.904901300580057, 0.1672108463849054, 4.207796513560696, 1.881635537881111, 0.1858840193953764, 4.4548978429833985, 1.3629181859030357, 0.1927409298732755, 4.602577788927373, 0.3733011036061311, 0.093545996448922, 4.680386716511481, 0.4306160910663567, 0.0892554696387717, 4.750519370764006, 0.2689063421395451, 0.0611226545775597, 4.837921185869184, 0.7638733774147736, 0.0825510167572685, 5.011125586366797, 0.3875415892366746, 0.0920181923918892, 5.3649175395696655, 0.4532152467836634, 0.0785535624319249, 5.457274492806162, 0.7893725179896368, 0.176038296156967, 2.614530745117071, -0.1349989014153973, 0.0142214517570348, 3.8737500457449383, 0.1893791403347081, 0.0328198761930862, 5.178040743488353]|284198.6674424064694904|      0.06250000|[18731, 1237, 192, 576]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
     193|[1.046019066575123, -0.0748578840025535, 1.9777773271997412, -0.113134859417458, 0.0361160697580469, 1.9964301192061056, 0.3133237036281784, 0.1052945616159966, 1.980645578806241, 0.697928114138288, 0.2124650016969303, 2.000261352835163, 0.0751997626933982, 0.0787613740928005, 2.1767761277259567, 2.587404334482463, 0.3952520895565541, 1.9617446610281144, 0.6262159564541215, 0.252612267978828, 2.3258043822587666, 2.1091431686163458, 0.3443308449773801, 2.4736660475358936, 14.24465184706563, 1.1442550936111007, 2.0183500115317656, 12.024214283364737, 1.0073357482453718, 2.7748613584569157, 0.098708695178917, 0.0637376644392488, 2.9173690961976355, 0.081986492470374, 0.0495898306238644, 2.977219641398158, 1.0397262642368115, 0.1717523205197515, 3.2094710129304302, 0.0151585369006226, 0.0299052716038456, 3.2530982640369546, 0.2249470528398485, -0.0362178768949539, 3.279326357097118, 3.6069197914102005, 0.3518328356993736, 3.5140554656887844, 0.6716069374064934, 0.1086052086567092, 3.7211759545585683, 0.0443287224490288, 0.0459748907464352, 3.7716229373482286, 0.2830383042492289, 0.0329357372625087, 3.868315673083272, 0.7890985395652977, 0.0867757768395862, 3.950153692135912, 0.1631851164920097, 0.0862294887278034, 4.0707387174594905, 1.904901300580057, 0.1672108463849054, 4.207796513560696, 1.881635537881111, 0.1858840193953764, 4.4548978429833985, 1.3629181859030357, 0.1927409298732755, 4.602577788927373, 0.3733011036061311, 0.093545996448922, 4.680386716511481, 0.4306160910663567, 0.0892554696387717, 4.750519370764006, 0.2689063421395451, 0.0611226545775597, 4.837921185869184, 0.7638733774147736, 0.0825510167572685, 5.011125586366797, 0.3875415892366746, 0.0920181923918892, 5.3649175395696655, 0.4532152467836634, 0.0785535624319249, 5.457274492806162, 0.7893725179896368, 0.176038296156967, 2.614530745117071, -0.1349989014153973, 0.0142214517570348, 3.8737500457449383, 0.1893791403347081, 0.0328198761930862, 5.178040743488353]|284198.6674424064694904|      0.03125000|[18828, 1244, 193, 579]                                                    |  | used linear model with 104 points | iterate failure | actual_k=4
     194|[1.0472240263547188, -0.0700593429886984, 1.9831570809260564, -0.115994567520943, 0.0384110545493972, 1.9988428627892045, 0.3100580174931802, 0.1074309720012367, 1.9798529669498797, 0.6940490115786577, 0.2129644411787746, 1.9995393573419447, 0.0730169488114564, 0.0778416950738606, 2.176455793384756, 2.5866610883439014, 0.4002817981881325, 1.955015088191089, 0.6232166379922299, 0.2544752410556643, 2.326692888962082, 2.1073554010833013, 0.3485555463876886, 2.474489056971631, 14.242434326849239, 1.1513403672741558, 2.0051737848982647, 12.022805369834472, 1.021112550061157, 2.7681890977966543, 0.0961778997873625, 0.061643219259509, 2.915364627781973, 0.077085934970136, 0.0486995883370548, 2.976328284195444, 1.0370622798914517, 0.1722573275354992, 3.2116051244944273, 0.013884854178692, 0.0297943823674199, 3.251539924363656, 0.2292410614397302, -0.0366048663782797, 3.2789792660906727, 3.603762668923915, 0.3570511314082322, 3.5139115330184745, 0.6686436262749795, 0.1096918772464758, 3.7202571150375054, 0.0402624685063825, 0.0464530910356152, 3.7724893454592614, 0.2810529310918536, 0.0333202741058881, 3.8664899392404894, 0.7878905439448363, 0.0889242522954852, 3.951462742974039, 0.1587741895042664, 0.0886321360550485, 4.068837642584925, 1.9014311094067844, 0.1689233742732315, 4.209674313612291, 1.8823945880867423, 0.1882999594868146, 4.455002849773435, 1.3611052601916913, 0.1939517704985401, 4.602003755386958, 0.3717012279879069, 0.0933295844612554, 4.680141400934662, 0.4305529373179551, 0.0891194736121941, 4.750707154657544, 0.2646462297791885, 0.0613495239440366, 4.839292196706306, 0.7630572726723139, 0.0848759388958309, 5.0144852759905465, 0.3876394074436162, 0.0903659770480158, 5.366917163813644, 0.4542522956999934, 0.078845703169264, 5.457779363319525, 0.7869037352823833, 0.1771320922621999, 2.6157492674154086, -0.1380639931234279, 0.015607839883743, 3.8744194741746694, 0.1862062080322486, 0.0335752945858588, 5.179113355461883]|279604.9350831775227562|      0.06250000|[18925, 1251, 194, 582]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
     195|[1.0472240263547188, -0.0700593429886984, 1.9831570809260564, -0.115994567520943, 0.0384110545493972, 1.9988428627892045, 0.3100580174931802, 0.1074309720012367, 1.9798529669498797, 0.6940490115786577, 0.2129644411787746, 1.9995393573419447, 0.0730169488114564, 0.0778416950738606, 2.176455793384756, 2.5866610883439014, 0.4002817981881325, 1.955015088191089, 0.6232166379922299, 0.2544752410556643, 2.326692888962082, 2.1073554010833013, 0.3485555463876886, 2.474489056971631, 14.242434326849239, 1.1513403672741558, 2.0051737848982647, 12.022805369834472, 1.021112550061157, 2.7681890977966543, 0.0961778997873625, 0.061643219259509, 2.915364627781973, 0.077085934970136, 0.0486995883370548, 2.976328284195444, 1.0370622798914517, 0.1722573275354992, 3.2116051244944273, 0.013884854178692, 0.0297943823674199, 3.251539924363656, 0.2292410614397302, -0.0366048663782797, 3.2789792660906727, 3.603762668923915, 0.3570511314082322, 3.5139115330184745, 0.6686436262749795, 0.1096918772464758, 3.7202571150375054, 0.0402624685063825, 0.0464530910356152, 3.7724893454592614, 0.2810529310918536, 0.0333202741058881, 3.8664899392404894, 0.7878905439448363, 0.0889242522954852, 3.951462742974039, 0.1587741895042664, 0.0886321360550485, 4.068837642584925, 1.9014311094067844, 0.1689233742732315, 4.209674313612291, 1.8823945880867423, 0.1882999594868146, 4.455002849773435, 1.3611052601916913, 0.1939517704985401, 4.602003755386958, 0.3717012279879069, 0.0933295844612554, 4.680141400934662, 0.4305529373179551, 0.0891194736121941, 4.750707154657544, 0.2646462297791885, 0.0613495239440366, 4.839292196706306, 0.7630572726723139, 0.0848759388958309, 5.0144852759905465, 0.3876394074436162, 0.0903659770480158, 5.366917163813644, 0.4542522956999934, 0.078845703169264, 5.457779363319525, 0.7869037352823833, 0.1771320922621999, 2.6157492674154086, -0.1380639931234279, 0.015607839883743, 3.8744194741746694, 0.1862062080322486, 0.0335752945858588, 5.179113355461883]|279604.9350831775227562|      0.03125000|[19023, 1257, 195, 585]                                                    |  | used linear model with 104 points | iterate failure | actual_k=4
     196|[1.0520234987528336, -0.0681223579496778, 1.9881174941656954, -0.1164744681510463, 0.0400237003204279, 1.9987250151416553, 0.3079899493613568, 0.1074679053164332, 1.9779052321102497, 0.6899040823170638, 0.2165120640173339, 1.9956645059497604, 0.0709968573056521, 0.076475926825429, 2.1772133467812953, 2.5847995729312827, 0.4037738263685233, 1.9467863032246364, 0.6211933464453259, 0.2554488521222922, 2.3254898215744606, 2.102263737024892, 0.3527829904033423, 2.473883813323712, 14.242085013874139, 1.1570657369146589, 1.992188541584125, 12.022782616149357, 1.033039345309229, 2.766188107793068, 0.0922809299557711, 0.0622475569531774, 2.914476502455528, 0.0725459946279314, 0.0477575005743081, 2.978926487030607, 1.032648808289283, 0.1737423310905294, 3.2128813728620726, 0.009472422071394, 0.0315301477155897, 3.253686732109261, 0.2316984192728481, -0.0352932005606579, 3.2793135291649897, 3.6023510031153716, 0.3617935589732178, 3.513600560388436, 0.6647729516286288, 0.1093816777633533, 3.7203577301591353, 0.0370421425479871, 0.0463945910797228, 3.774162265463231, 0.2792112312280977, 0.0341617976413142, 3.864784742017761, 0.7838136183516982, 0.0897449387025617, 3.950617903219894, 0.1550022089881056, 0.088041257443839, 4.068973218903675, 1.8965331496875055, 0.1721840316387466, 4.211184552009324, 1.8797447593731578, 0.1916872510569217, 4.45654016275805, 1.3591314331980073, 0.1969377923618067, 4.601974441436313, 0.3692961384353278, 0.0934358982952493, 4.6814404645637495, 0.4278877364334174, 0.0908801516907589, 4.752330015837472, 0.2614511305684971, 0.0604831718828067, 4.840360714351153, 0.760975074535682, 0.0849061277300554, 5.0157454446478384, 0.3860923079120373, 0.0877251795195093, 5.370220185213687, 0.4547480633728788, 0.0792503001307155, 5.460142114785579, 0.78199609090588, 0.1767584945535572, 2.6170318087668742, -0.1408885662416149, 0.0172751511530956, 3.8750406426537336, 0.184244944134263, 0.0347072297359271, 5.182030389085388]|275028.6493004378862679|      0.06250000|[19121, 1263, 196, 588]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
     197|[1.0505981670841622, -0.0668829455395069, 1.9972254246713985, -0.1202589018114376, 0.0389599007586317, 1.9916242785806397, 0.3080831021716435, 0.1077400172822651, 1.9787058221853209, 0.6899952767675479, 0.2184782206729181, 1.9956024542751252, 0.0684528474110651, 0.0769529718522918, 2.1704211964538613, 2.5792064080772144, 0.4069211910886643, 1.935122157800088, 0.6131817906147163, 0.2551205711699014, 2.3212961056803443, 2.0913847246923387, 0.3628597793667272, 2.473775051058042, 14.241747236547843, 1.1651365847920232, 1.968089231717766, 12.018158778180908, 1.0590034754602644, 2.7557651152095297, 0.083371783027962, 0.060065517575371, 2.9127392435671307, 0.0626172375062594, 0.049563899230949, 2.9794436724711284, 1.027422976077011, 0.1772815255748674, 3.219516369734097, 0.0026609148176204, 0.0292557634039205, 3.252341986277766, 0.2377745220532527, -0.031908492155137, 3.2818650573703434, 3.605084052422023, 0.3710498831207497, 3.5130409817422104, 0.6598755506754908, 0.1112076527302951, 3.7217453745493496, 0.0303708617831838, 0.0438426306806525, 3.7730912074438714, 0.2713259546280426, 0.0253905900597158, 3.8639398816669055, 0.7771713886784996, 0.0973301617500343, 3.9517308966700955, 0.1515058730126279, 0.0891078650356635, 4.069603686386808, 1.8821140963033895, 0.1812777096272117, 4.216890256029955, 1.8797455161792298, 0.19350442454615, 4.460504714102751, 1.3568290333742605, 0.1995800917041353, 4.6017689909599335, 0.3684350187373686, 0.0958559333136852, 4.684568638880785, 0.4218985750945506, 0.0934678293444619, 4.75228856895443, 0.2598702696109901, 0.0575921126716165, 4.8404524733658, 0.7585475582867965, 0.0813106713491219, 5.010661498262455, 0.3737983094765513, 0.0859417534151368, 5.368132249482379, 0.4458942531810907, 0.0761155922646607, 5.4583782678045765, 0.7774185405573619, 0.1851657524912437, 2.6095849764873096, -0.1475528123737726, 0.0148537789394042, 3.8753974768890953, 0.1819183245413858, 0.0387553458880497, 5.186052777256156]|267150.4137751914677210|      0.12500000|[19219, 1269, 197, 591]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
     198|[1.0505981670841622, -0.0668829455395069, 1.9972254246713985, -0.1202589018114376, 0.0389599007586317, 1.9916242785806397, 0.3080831021716435, 0.1077400172822651, 1.9787058221853209, 0.6899952767675479, 0.2184782206729181, 1.9956024542751252, 0.0684528474110651, 0.0769529718522918, 2.1704211964538613, 2.5792064080772144, 0.4069211910886643, 1.935122157800088, 0.6131817906147163, 0.2551205711699014, 2.3212961056803443, 2.0913847246923387, 0.3628597793667272, 2.473775051058042, 14.241747236547843, 1.1651365847920232, 1.968089231717766, 12.018158778180908, 1.0590034754602644, 2.7557651152095297, 0.083371783027962, 0.060065517575371, 2.9127392435671307, 0.0626172375062594, 0.049563899230949, 2.9794436724711284, 1.027422976077011, 0.1772815255748674, 3.219516369734097, 0.0026609148176204, 0.0292557634039205, 3.252341986277766, 0.2377745220532527, -0.031908492155137, 3.2818650573703434, 3.605084052422023, 0.3710498831207497, 3.5130409817422104, 0.6598755506754908, 0.1112076527302951, 3.7217453745493496, 0.0303708617831838, 0.0438426306806525, 3.7730912074438714, 0.2713259546280426, 0.0253905900597158, 3.8639398816669055, 0.7771713886784996, 0.0973301617500343, 3.9517308966700955, 0.1515058730126279, 0.0891078650356635, 4.069603686386808, 1.8821140963033895, 0.1812777096272117, 4.216890256029955, 1.8797455161792298, 0.19350442454615, 4.460504714102751, 1.3568290333742605, 0.1995800917041353, 4.6017689909599335, 0.3684350187373686, 0.0958559333136852, 4.684568638880785, 0.4218985750945506, 0.0934678293444619, 4.75228856895443, 0.2598702696109901, 0.0575921126716165, 4.8404524733658, 0.7585475582867965, 0.0813106713491219, 5.010661498262455, 0.3737983094765513, 0.0859417534151368, 5.368132249482379, 0.4458942531810907, 0.0761155922646607, 5.4583782678045765, 0.7774185405573619, 0.1851657524912437, 2.6095849764873096, -0.1475528123737726, 0.0148537789394042, 3.8753974768890953, 0.1819183245413858, 0.0387553458880497, 5.186052777256156]|267150.4137751914677210|      0.06250000|[19315, 1277, 198, 594]                                                    |  | used linear model with 104 points | iterate failure | actual_k=4
     199|[1.0505981670841622, -0.0668829455395069, 1.9972254246713985, -0.1202589018114376, 0.0389599007586317, 1.9916242785806397, 0.3080831021716435, 0.1077400172822651, 1.9787058221853209, 0.6899952767675479, 0.2184782206729181, 1.9956024542751252, 0.0684528474110651, 0.0769529718522918, 2.1704211964538613, 2.5792064080772144, 0.4069211910886643, 1.935122157800088, 0.6131817906147163, 0.2551205711699014, 2.3212961056803443, 2.0913847246923387, 0.3628597793667272, 2.473775051058042, 14.241747236547843, 1.1651365847920232, 1.968089231717766, 12.018158778180908, 1.0590034754602644, 2.7557651152095297, 0.083371783027962, 0.060065517575371, 2.9127392435671307, 0.0626172375062594, 0.049563899230949, 2.9794436724711284, 1.027422976077011, 0.1772815255748674, 3.219516369734097, 0.0026609148176204, 0.0292557634039205, 3.252341986277766, 0.2377745220532527, -0.031908492155137, 3.2818650573703434, 3.605084052422023, 0.3710498831207497, 3.5130409817422104, 0.6598755506754908, 0.1112076527302951, 3.7217453745493496, 0.0303708617831838, 0.0438426306806525, 3.7730912074438714, 0.2713259546280426, 0.0253905900597158, 3.8639398816669055, 0.7771713886784996, 0.0973301617500343, 3.9517308966700955, 0.1515058730126279, 0.0891078650356635, 4.069603686386808, 1.8821140963033895, 0.1812777096272117, 4.216890256029955, 1.8797455161792298, 0.19350442454615, 4.460504714102751, 1.3568290333742605, 0.1995800917041353, 4.6017689909599335, 0.3684350187373686, 0.0958559333136852, 4.684568638880785, 0.4218985750945506, 0.0934678293444619, 4.75228856895443, 0.2598702696109901, 0.0575921126716165, 4.8404524733658, 0.7585475582867965, 0.0813106713491219, 5.010661498262455, 0.3737983094765513, 0.0859417534151368, 5.368132249482379, 0.4458942531810907, 0.0761155922646607, 5.4583782678045765, 0.7774185405573619, 0.1851657524912437, 2.6095849764873096, -0.1475528123737726, 0.0148537789394042, 3.8753974768890953, 0.1819183245413858, 0.0387553458880497, 5.186052777256156]|267150.4137751914677210|      0.03125000|[19413, 1283, 199, 597]                                                    |  | used linear model with 104 points | iterate failure | actual_k=4
     200|[1.0567578846062315, -0.064713805864763, 2.000900635521828, -0.1212798713964227, 0.0394230070531951, 1.9930793832987983, 0.3053572491307307, 0.1097178768699344, 1.9781369872978214, 0.689342861476909, 0.2176110916932071, 1.995027213747948, 0.0664555706239973, 0.0781156766439788, 2.170898603870327, 2.574870949216134, 0.4095264566887475, 1.9300568254286425, 0.611629695170421, 0.2580813056684353, 2.3185654072567043, 2.090927962153879, 0.3653364672888102, 2.4729235308120066, 14.239687387239151, 1.1689996002235308, 1.954078501009032, 12.016977130632018, 1.0686771438250173, 2.7483677376489304, 0.0800093159122378, 0.0593923390156465, 2.915294055342655, 0.0601862243378587, 0.0485697320931137, 2.9801497429753923, 1.0244452434376707, 0.1779550545678092, 3.22144212330073, -0.0032767330490977, 0.0312864780743582, 3.250793435541066, 0.2404157857318452, -0.0343104269378226, 3.2817755492621674, 3.601241915161261, 0.3742199027450768, 3.51205117261353, 0.6582920863149544, 0.1157171160061972, 3.7206604078672134, 0.0272553375516485, 0.0417285685838084, 3.772764246206017, 0.2648827828658996, 0.0292698715657364, 3.8668145406979564, 0.7730758459844679, 0.0978845813143097, 3.9535779449161, 0.1475052921476754, 0.0871512425688269, 4.0733032829726445, 1.8771286105885003, 0.1816569315135057, 4.219270955937274, 1.875055620062239, 0.1971552638639309, 4.462903939183127, 1.355371028282793, 0.2028553110434244, 4.60203803665219, 0.3679284877757706, 0.0976158903837026, 4.683346841137696, 0.4183410448371437, 0.093000470320263, 4.749273976342254, 0.2570730279048988, 0.0568378296271648, 4.842816368851876, 0.7568718153207856, 0.0856991441182472, 5.009147849110864, 0.373035006383143, 0.0867616279487725, 5.368124566722457, 0.4450669892501031, 0.0766769601736576, 5.458527625090003, 0.7740140820735786, 0.183951956341119, 2.6095489648298185, -0.1493725081549494, 0.0145098577291394, 3.873835177799881, 0.1814618714545208, 0.0378944865746853, 5.183219275585408]|263124.3894885716727003|      0.06250000|[19510, 1290, 200, 600]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
     201|[1.0567578846062315, -0.064713805864763, 2.000900635521828, -0.1212798713964227, 0.0394230070531951, 1.9930793832987983, 0.3053572491307307, 0.1097178768699344, 1.9781369872978214, 0.689342861476909, 0.2176110916932071, 1.995027213747948, 0.0664555706239973, 0.0781156766439788, 2.170898603870327, 2.574870949216134, 0.4095264566887475, 1.9300568254286425, 0.611629695170421, 0.2580813056684353, 2.3185654072567043, 2.090927962153879, 0.3653364672888102, 2.4729235308120066, 14.239687387239151, 1.1689996002235308, 1.954078501009032, 12.016977130632018, 1.0686771438250173, 2.7483677376489304, 0.0800093159122378, 0.0593923390156465, 2.915294055342655, 0.0601862243378587, 0.0485697320931137, 2.9801497429753923, 1.0244452434376707, 0.1779550545678092, 3.22144212330073, -0.0032767330490977, 0.0312864780743582, 3.250793435541066, 0.2404157857318452, -0.0343104269378226, 3.2817755492621674, 3.601241915161261, 0.3742199027450768, 3.51205117261353, 0.6582920863149544, 0.1157171160061972, 3.7206604078672134, 0.0272553375516485, 0.0417285685838084, 3.772764246206017, 0.2648827828658996, 0.0292698715657364, 3.8668145406979564, 0.7730758459844679, 0.0978845813143097, 3.9535779449161, 0.1475052921476754, 0.0871512425688269, 4.0733032829726445, 1.8771286105885003, 0.1816569315135057, 4.219270955937274, 1.875055620062239, 0.1971552638639309, 4.462903939183127, 1.355371028282793, 0.2028553110434244, 4.60203803665219, 0.3679284877757706, 0.0976158903837026, 4.683346841137696, 0.4183410448371437, 0.093000470320263, 4.749273976342254, 0.2570730279048988, 0.0568378296271648, 4.842816368851876, 0.7568718153207856, 0.0856991441182472, 5.009147849110864, 0.373035006383143, 0.0867616279487725, 5.368124566722457, 0.4450669892501031, 0.0766769601736576, 5.458527625090003, 0.7740140820735786, 0.183951956341119, 2.6095489648298185, -0.1493725081549494, 0.0145098577291394, 3.873835177799881, 0.1814618714545208, 0.0378944865746853, 5.183219275585408]|263124.3894885716727003|      0.03125000|[19606, 1298, 201, 603]                                                    |  | used linear model with 104 points | iterate failure | actual_k=4
     202|[1.0587107486850271, -0.0623863808160085, 2.003094254048421, -0.1253369171683103, 0.0424762579093419, 1.992475584046853, 0.3033517143553022, 0.111878712071254, 1.980023178612156, 0.688793343585605, 0.2178690240459218, 1.9921742488782888, 0.0624484039690746, 0.0770316972190742, 2.1684287319579334, 2.5721201301035967, 0.4076483097115063, 1.9250073551943707, 0.606832889469586, 0.2598527926272114, 2.3154452170612867, 2.086406576818775, 0.3686400149442545, 2.4706011875477185, 14.237044104700018, 1.172580362008102, 1.9435615395847181, 12.014462856578605, 1.0800267517304831, 2.7444345701995725, 0.0778483142488728, 0.0585463377602896, 2.9174694472843443, 0.0551853090814738, 0.0507469094711546, 2.9822744284697382, 1.024326886182924, 0.1800684535329878, 3.2209119834986333, -0.0066448010604968, 0.0304190770509456, 3.2530160971276816, 0.2448844896244685, -0.0366844762469523, 3.278892745423309, 3.594957713684173, 0.3783522675322129, 3.512624417630102, 0.6558185901982433, 0.116221546406286, 3.719109473287761, 0.0240338307962561, 0.0407780194196647, 3.774595493894218, 0.2624840215766258, 0.0307547461703418, 3.865423458050352, 0.7699073395495492, 0.098161421535371, 3.9499074208938514, 0.1457105771483221, 0.0858788095962841, 4.071092480986947, 1.8761633454371407, 0.1854606388120526, 4.219090413973151, 1.875300575778982, 0.2015648984086517, 4.465667241179957, 1.3526012599710777, 0.2029940038776082, 4.604056545252035, 0.3654243210710504, 0.0975680643546417, 4.681898625599204, 0.4121812135563271, 0.0939169268987226, 4.749448971132207, 0.252165776163945, 0.0536474398237808, 4.846904361404179, 0.75402972630574, 0.0853646786512334, 5.009269920282241, 0.3685309904001379, 0.0877343347309168, 5.366021414095197, 0.440771192914811, 0.0763737279979156, 5.459156762989849, 0.7708665428905556, 0.1871415636138943, 2.61001976954755, -0.1536089262495313, 0.0170919621194935, 3.8714252888015754, 0.1767472052883842, 0.0380951357933274, 5.183587044399574]|259269.0822580569656566|      0.06250000|[19704, 1304, 202, 606]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
     203|[1.0587107486850271, -0.0623863808160085, 2.003094254048421, -0.1253369171683103, 0.0424762579093419, 1.992475584046853, 0.3033517143553022, 0.111878712071254, 1.980023178612156, 0.688793343585605, 0.2178690240459218, 1.9921742488782888, 0.0624484039690746, 0.0770316972190742, 2.1684287319579334, 2.5721201301035967, 0.4076483097115063, 1.9250073551943707, 0.606832889469586, 0.2598527926272114, 2.3154452170612867, 2.086406576818775, 0.3686400149442545, 2.4706011875477185, 14.237044104700018, 1.172580362008102, 1.9435615395847181, 12.014462856578605, 1.0800267517304831, 2.7444345701995725, 0.0778483142488728, 0.0585463377602896, 2.9174694472843443, 0.0551853090814738, 0.0507469094711546, 2.9822744284697382, 1.024326886182924, 0.1800684535329878, 3.2209119834986333, -0.0066448010604968, 0.0304190770509456, 3.2530160971276816, 0.2448844896244685, -0.0366844762469523, 3.278892745423309, 3.594957713684173, 0.3783522675322129, 3.512624417630102, 0.6558185901982433, 0.116221546406286, 3.719109473287761, 0.0240338307962561, 0.0407780194196647, 3.774595493894218, 0.2624840215766258, 0.0307547461703418, 3.865423458050352, 0.7699073395495492, 0.098161421535371, 3.9499074208938514, 0.1457105771483221, 0.0858788095962841, 4.071092480986947, 1.8761633454371407, 0.1854606388120526, 4.219090413973151, 1.875300575778982, 0.2015648984086517, 4.465667241179957, 1.3526012599710777, 0.2029940038776082, 4.604056545252035, 0.3654243210710504, 0.0975680643546417, 4.681898625599204, 0.4121812135563271, 0.0939169268987226, 4.749448971132207, 0.252165776163945, 0.0536474398237808, 4.846904361404179, 0.75402972630574, 0.0853646786512334, 5.009269920282241, 0.3685309904001379, 0.0877343347309168, 5.366021414095197, 0.440771192914811, 0.0763737279979156, 5.459156762989849, 0.7708665428905556, 0.1871415636138943, 2.61001976954755, -0.1536089262495313, 0.0170919621194935, 3.8714252888015754, 0.1767472052883842, 0.0380951357933274, 5.183587044399574]|259269.0822580569656566|      0.03125000|[19801, 1311, 203, 609]                                                    |  | used linear model with 104 points | iterate failure | actual_k=4
     204|[1.060790918975772, -0.0619478334429539, 2.00616318074202, -0.1271080877942644, 0.0419993869116519, 1.9923324613697901, 0.3034560122976545, 0.10972804069559, 1.9794383268599958, 0.6873552558410689, 0.2211423560776358, 1.9871526882376607, 0.0591657831915284, 0.0775657953517708, 2.169957282485763, 2.570812506429645, 0.4095937438439201, 1.9193709143997721, 0.6020803972576626, 0.2624113173166381, 2.31205238631889, 2.0870460820184675, 0.3693718088105765, 2.471069356888282, 14.234784093004528, 1.1795873887608541, 1.9306907949511718, 12.014627952041373, 1.0871310247094212, 2.7374680959872744, 0.0788311116125738, 0.0625282569493553, 2.91507657511569, 0.0526171734646707, 0.0522856008580835, 2.9846268359038923, 1.0206516763063849, 0.1811459669295979, 3.2196362459180636, -0.0087432852707993, 0.0314453498168616, 3.252601085893594, 0.2488828110853634, -0.041086789476318, 3.275463419310986, 3.597179631495075, 0.3786620069845198, 3.5123299512938333, 0.6553020962155451, 0.1163554853084322, 3.7169339056393658, 0.0202631786744048, 0.041219131256022, 3.7734179584879795, 0.2600976076606688, 0.0362632070765179, 3.8669139128927, 0.7681615684499234, 0.0990992838427399, 3.95045594716784, 0.1402138244802756, 0.0840210326360322, 4.069910039881375, 1.8743367914172222, 0.1886608264322404, 4.215983776025379, 1.8711447619667385, 0.2062563680744268, 4.466791291008004, 1.3487718357444853, 0.2072433314237389, 4.6058397116541565, 0.3639198217972505, 0.0940390734427779, 4.683827160887251, 0.4084301401703938, 0.0941065528788652, 4.748253437052744, 0.2511403402925416, 0.0542608289696869, 4.848047915102327, 0.7514969777331457, 0.0870961727077775, 5.013531004934806, 0.3693759368660123, 0.0909421795392576, 5.364398852656644, 0.4383467019364382, 0.0810034132133096, 5.461035606377916, 0.7695770142924561, 0.1874570412418063, 2.6123115295540993, -0.1599563809468206, 0.0193296073516168, 3.8745920295886607, 0.1740073046714479, 0.0342021264113008, 5.182214085704166]|255800.3454796225705650|      0.06250000|[19900, 1316, 204, 612]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
