k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      12|[1.024793033795152, 0.0239278606064655, 1.889257265362543, 0.0118691955168398, 0.0203559245428401, 2.0085658124877592, 0.434558478401072, 0.0266424804937485, 2.119203625540824, 0.8019664583303937, 0.0179754362031601, 2.1689443593151356, 0.2212772096776031, 0.0181718064737156, 2.2186876226606085, 2.6904818271861233, 0.0199209133572275, 2.280070358567519, 0.8047206303258446, 0.0179639839857003, 2.390495939643439, 2.2753688006231316, 0.0215104857243066, 2.484077350639023, 14.353076615310785, 0.0555993106416065, 2.5616148956894316, 12.155548510854418, 0.0444927400804638, 2.711858371872708, 0.2764526472158744, 0.0100098105518074, 2.938311264114111, 0.2372489286771309, 0.0223533184084494, 2.968491514027784, 1.1715515734511628, 0.0214333908353502, 3.1254036445671054, 0.178618438084832, 0.0173287110207439, 3.22732653681724, 0.1169565755341819, 0.0192107477748658, 3.253489444670113, 3.750433622609342, 0.0327959407441638, 3.384481444791234, 0.8348584444012962, 0.0223687724695371, 3.6641164948948437, 0.151965183908589, 0.0176151770244075, 3.7221550434725956, 0.3843874477466048, 0.0221574194835783, 3.8363670213311853, 0.9187943654900615, 0.0227240964835193, 3.956672148084017, 0.2651125988292543, 0.0175986140688696, 4.0531135599394865, 2.0750629369183087, 0.0231290002337417, 4.1787976155041715, 1.9407537095665244, 0.0176489725228054, 4.432625601254794, 1.4857641344387047, 0.0214407120740744, 4.565811667184805, 0.4863862271154573, 0.0172062675254987, 4.601009691183817, 0.4923978735855212, 0.0233893584794971, 4.709569178721352, 0.3231203537245997, 0.0231758694430214, 4.8029094470035965, 0.8410306428353405, 0.01913313339581, 4.96625954040614, 0.4534052546274354, 0.0240348668693852, 5.399480925499082, 0.4911857929665528, 0.0231586826281188, 5.419033819659975, 0.985452803064088, 0.0198491665684055, 2.5897693898631777, -0.0217895525145675, 0.0217029261328723, 3.8679835974172785, 0.2600166070734747, 0.0207436068510334, 5.196816493627011]|2275878.2566755996085703|      0.01562500|[1170, 78, 12, 36]                                                         |  | used linear model with 104 points | iterate failure | actual_k=4
      13|[1.022960505122422, 0.0238559371397789, 1.8896273023984609, 0.0112843023063445, 0.0216338242588766, 2.0063319065047134, 0.4356802553558975, 0.0244690439208916, 2.119003995695933, 0.8036153483634653, 0.0193644441781487, 2.170465410344824, 0.2207456519538631, 0.0201384075809779, 2.216094861489863, 2.6889619423504545, 0.0219206690504566, 2.2802108505404655, 0.8046506072370114, 0.0181825976394995, 2.389386424262207, 2.276662430046178, 0.0209528928816011, 2.4814859829466442, 14.352709369929824, 0.0641055814952153, 2.5609699246279085, 12.154656846776508, 0.0508101908032198, 2.713555518132635, 0.2767367153747111, 0.0087578607811985, 2.9393984850792036, 0.2379886136298844, 0.0215551476251863, 2.9674952402561052, 1.1708266615775786, 0.0226290889717767, 3.125014902608707, 0.1795215715008834, 0.0184914132341567, 3.22818763414213, 0.1177810173292315, 0.0195441736864993, 3.2536062814349473, 3.7490192249627787, 0.0337645469788769, 3.3848803148841653, 0.8338724207222435, 0.0220624153353517, 3.6633818335470796, 0.1523583567555889, 0.0167788931233276, 3.721169177444607, 0.3842129630860255, 0.0222770960276278, 3.8355573829555003, 0.9183587706841404, 0.0230429096504474, 3.956658839872578, 0.2635471536379873, 0.0176019134750383, 4.0555153236155945, 2.073354972073865, 0.0243492026130437, 4.178907935869108, 1.9393686042403133, 0.0168244930056826, 4.431280153243802, 1.4861449093430719, 0.023124161578842, 4.5669125876692265, 0.4881663047791861, 0.0179751301304597, 4.598994865469426, 0.4924720273790589, 0.0236669400276876, 4.709120844666153, 0.3206496287044355, 0.021328758923003, 4.803082356452928, 0.8411778572777878, 0.0190067245882922, 4.9652300103999, 0.4553445632156904, 0.0226776042650287, 5.3987783689485855, 0.4929148572452683, 0.0229035780097182, 5.419645352688922, 0.9853376449860212, 0.0208509842183668, 2.5888818554820814, -0.0211711549215945, 0.0211161553525992, 3.867721053077134, 0.2578898393136403, 0.0206163633448315, 5.19823663524837]|2120068.8674730975180864|      0.03125000|[1266, 86, 13, 39]                                                         |  | used linear model with 104 points | iterate success | actual_k=4
      14|[1.0184505851387147, 0.027702354503445, 1.8894110285584504, 0.0099377805171591, 0.027100934207696, 2.0056768816374175, 0.43604084937008, 0.0273740853685429, 2.120543114420367, 0.8017433678805904, 0.0240272459710204, 2.1712867240857325, 0.2167760782775154, 0.0237603023829161, 2.216067952407269, 2.6892189190435962, 0.024403299658648, 2.2826804736137687, 0.8056234482053334, 0.021778990413678, 2.386044229130647, 2.274263331513728, 0.0207792592554344, 2.4770258955592968, 14.352872978106182, 0.075322448957017, 2.558494998767556, 12.15760785410196, 0.0605049829062851, 2.7185182532140524, 0.2754532497050284, 0.0064740924742238, 2.9387795870286015, 0.2388694724360352, 0.0198491046789443, 2.9671881495747905, 1.1713752003082871, 0.023427835212423, 3.1238889443703006, 0.178141717473058, 0.0165953695399808, 3.2253422628082498, 0.117799956035065, 0.0248777002896976, 3.259566311809778, 3.7487555857670736, 0.0386722608651386, 3.383786559767786, 0.8331216215998634, 0.0210523588124367, 3.6626108338388983, 0.1564203124264328, 0.0179378627066823, 3.724425047199667, 0.3827936312257412, 0.0221897688698981, 3.8342326034538754, 0.9232139006086106, 0.0269053585488842, 3.956649380307401, 0.2632974050216105, 0.0154361485985034, 4.053717100272053, 2.0691433981556298, 0.0223921680777807, 4.174996720487033, 1.9414223484162232, 0.0254517414540288, 4.432751682725232, 1.4793673251383677, 0.0242541150524041, 4.568651407407603, 0.4866716292644229, 0.0154219477039619, 4.594275182499301, 0.491374685923214, 0.0290136206019489, 4.710710456406468, 0.3235419284917436, 0.0220645209671371, 4.804683928464232, 0.8435780735936865, 0.0181481095427634, 4.968197821161173, 0.4533555005357314, 0.0244469318173293, 5.395746982000791, 0.4941966829514577, 0.0229268157671859, 5.4202251739203025, 0.9864728289568591, 0.0213461803634951, 2.5873599820891124, -0.0228079033593927, 0.0196198021529748, 3.8694716700407366, 0.2586093299529715, 0.0264214116612594, 5.199575784745816]|1929337.1187514779157937|      0.06250000|[1363, 93, 14, 42]                                                         |  | used linear model with 104 points | iterate success | actual_k=4
      15|[1.0184505851387147, 0.027702354503445, 1.8894110285584504, 0.0099377805171591, 0.027100934207696, 2.0056768816374175, 0.43604084937008, 0.0273740853685429, 2.120543114420367, 0.8017433678805904, 0.0240272459710204, 2.1712867240857325, 0.2167760782775154, 0.0237603023829161, 2.216067952407269, 2.6892189190435962, 0.024403299658648, 2.2826804736137687, 0.8056234482053334, 0.021778990413678, 2.386044229130647, 2.274263331513728, 0.0207792592554344, 2.4770258955592968, 14.352872978106182, 0.075322448957017, 2.558494998767556, 12.15760785410196, 0.0605049829062851, 2.7185182532140524, 0.2754532497050284, 0.0064740924742238, 2.9387795870286015, 0.2388694724360352, 0.0198491046789443, 2.9671881495747905, 1.1713752003082871, 0.023427835212423, 3.1238889443703006, 0.178141717473058, 0.0165953695399808, 3.2253422628082498, 0.117799956035065, 0.0248777002896976, 3.259566311809778, 3.7487555857670736, 0.0386722608651386, 3.383786559767786, 0.8331216215998634, 0.0210523588124367, 3.6626108338388983, 0.1564203124264328, 0.0179378627066823, 3.724425047199667, 0.3827936312257412, 0.0221897688698981, 3.8342326034538754, 0.9232139006086106, 0.0269053585488842, 3.956649380307401, 0.2632974050216105, 0.0154361485985034, 4.053717100272053, 2.0691433981556298, 0.0223921680777807, 4.174996720487033, 1.9414223484162232, 0.0254517414540288, 4.432751682725232, 1.4793673251383677, 0.0242541150524041, 4.568651407407603, 0.4866716292644229, 0.0154219477039619, 4.594275182499301, 0.491374685923214, 0.0290136206019489, 4.710710456406468, 0.3235419284917436, 0.0220645209671371, 4.804683928464232, 0.8435780735936865, 0.0181481095427634, 4.968197821161173, 0.4533555005357314, 0.0244469318173293, 5.395746982000791, 0.4941966829514577, 0.0229268157671859, 5.4202251739203025, 0.9864728289568591, 0.0213461803634951, 2.5873599820891124, -0.0228079033593927, 0.0196198021529748, 3.8694716700407366, 0.2586093299529715, 0.0264214116612594, 5.199575784745816]|1929337.1187514779157937|      0.03125000|[1461, 99, 15, 45]                                                         |  | used linear model with 104 points | iterate failure | actual_k=4
      16|[1.0184505851387147, 0.027702354503445, 1.8894110285584504, 0.0099377805171591, 0.027100934207696, 2.0056768816374175, 0.43604084937008, 0.0273740853685429, 2.120543114420367, 0.8017433678805904, 0.0240272459710204, 2.1712867240857325, 0.2167760782775154, 0.0237603023829161, 2.216067952407269, 2.6892189190435962, 0.024403299658648, 2.2826804736137687, 0.8056234482053334, 0.021778990413678, 2.386044229130647, 2.274263331513728, 0.0207792592554344, 2.4770258955592968, 14.352872978106182, 0.075322448957017, 2.558494998767556, 12.15760785410196, 0.0605049829062851, 2.7185182532140524, 0.2754532497050284, 0.0064740924742238, 2.9387795870286015, 0.2388694724360352, 0.0198491046789443, 2.9671881495747905, 1.1713752003082871, 0.023427835212423, 3.1238889443703006, 0.178141717473058, 0.0165953695399808, 3.2253422628082498, 0.117799956035065, 0.0248777002896976, 3.259566311809778, 3.7487555857670736, 0.0386722608651386, 3.383786559767786, 0.8331216215998634, 0.0210523588124367, 3.6626108338388983, 0.1564203124264328, 0.0179378627066823, 3.724425047199667, 0.3827936312257412, 0.0221897688698981, 3.8342326034538754, 0.9232139006086106, 0.0269053585488842, 3.956649380307401, 0.2632974050216105, 0.0154361485985034, 4.053717100272053, 2.0691433981556298, 0.0223921680777807, 4.174996720487033, 1.9414223484162232, 0.0254517414540288, 4.432751682725232, 1.4793673251383677, 0.0242541150524041, 4.568651407407603, 0.4866716292644229, 0.0154219477039619, 4.594275182499301, 0.491374685923214, 0.0290136206019489, 4.710710456406468, 0.3235419284917436, 0.0220645209671371, 4.804683928464232, 0.8435780735936865, 0.0181481095427634, 4.968197821161173, 0.4533555005357314, 0.0244469318173293, 5.395746982000791, 0.4941966829514577, 0.0229268157671859, 5.4202251739203025, 0.9864728289568591, 0.0213461803634951, 2.5873599820891124, -0.0228079033593927, 0.0196198021529748, 3.8694716700407366, 0.2586093299529715, 0.0264214116612594, 5.199575784745816]|1929337.1187514779157937|      0.01562500|[1558, 106, 16, 48]                                                        |  | used linear model with 104 points | iterate failure | actual_k=4
      17|[1.0185673389958623, 0.0294145626619568, 1.8897012655272385, 0.0112264606256442, 0.0265367223684721, 2.0060755101798957, 0.4378414491166783, 0.0273026727574721, 2.120294540893565, 0.8017934628652946, 0.0230156529385186, 2.1725023729353063, 0.2163665244216071, 0.0249211751395764, 2.2145981646195745, 2.6891275300334194, 0.0268488731793949, 2.2818118949029267, 0.8065994223420696, 0.0202786772268967, 2.386425055843042, 2.27383325435541, 0.0219988161698667, 2.476101532019841, 14.352953084782932, 0.0850917695267257, 2.5562404922673605, 12.157345799645404, 0.0675246356827971, 2.7217755837391095, 0.276199148780174, 0.0069619080854495, 2.9378696192152787, 0.2385948012729628, 0.0200746729676473, 2.966824818259203, 1.1709135310467156, 0.0242898351402454, 3.123403812399422, 0.1781783636301097, 0.0179124552923911, 3.226574647561392, 0.1176685665061578, 0.025770288962005, 3.2605495400501945, 3.7476076246282686, 0.0407390049107331, 3.38292246680582, 0.833955474253874, 0.0213677518631813, 3.66340469134454, 0.1564000242664956, 0.0170419971719496, 3.7247965802773297, 0.3825928619677497, 0.0207167865802662, 3.8363871958274567, 0.9232385963049631, 0.027000589811413, 3.9563082364028435, 0.2633583782812961, 0.0149633405096936, 4.052792064041865, 2.06846485326264, 0.0237983149845824, 4.176239416654531, 1.9411377847174949, 0.0264282393685995, 4.432232397746812, 1.480990071260164, 0.0246830147123437, 4.567500981942993, 0.4851042939879022, 0.015579824468164, 4.594684719067414, 0.4914648460819375, 0.0274249685922471, 4.709246279040352, 0.3226527897551721, 0.022757270914447, 4.804561515859518, 0.8440156639791553, 0.0191323376475609, 4.967853321692392, 0.4531936771785796, 0.0254454399158218, 5.393846035608211, 0.4949707891399729, 0.0242335526496906, 5.420362428941919, 0.9859474862653234, 0.023191492914472, 2.5881366988094285, -0.0228307458753208, 0.0196983863505177, 3.8694144364053504, 0.2589640838849894, 0.026199666959296, 5.198701857754113]|1812286.6119596858043224|      0.03125000|[1655, 113, 17, 51]                                                        |  | used linear model with 104 points | iterate success | actual_k=4
      18|[1.017053426141735, 0.0297764533809317, 1.8926381919515785, 0.0135066817824148, 0.0263768594419356, 2.0089447113162393, 0.4330338657220946, 0.0295497358113821, 2.1226682965720074, 0.7994905371843839, 0.0230664828868365, 2.175166135813436, 0.2151833547031079, 0.0251844517800765, 2.213352702722963, 2.6893717826730255, 0.0262098385167292, 2.2788502005333395, 0.8055772331754317, 0.0203168165372113, 2.3865331890061796, 2.2726426243763207, 0.0258797015335563, 2.4724373634868195, 14.358070405115278, 0.0983819507468799, 2.553284696786581, 12.157675258889931, 0.0779202373236354, 2.7292732398814783, 0.2800479394639088, 0.0098744387316763, 2.937885120239886, 0.2345052937604383, 0.0162795112695026, 2.9653189696225972, 1.1708015009534924, 0.0277651038413355, 3.1243975860348074, 0.1783000759585374, 0.015050201729412, 3.2282641521459374, 0.116738666220533, 0.0276988056708692, 3.261663970186341, 3.748477457276393, 0.0460570161360654, 3.383041098911287, 0.8327095037627308, 0.0231567372909011, 3.6590826207853735, 0.1535664046897266, 0.0163755385045372, 3.726819645414564, 0.3802825654249866, 0.022034149226578, 3.8389551935635526, 0.9200790591412551, 0.0267660663100026, 3.958051870974565, 0.2590947645844185, 0.0142259589395826, 4.052670118596112, 2.0696557806156934, 0.0278935520001035, 4.1785993629302, 1.9434094192094036, 0.0329728071003784, 4.435986058844814, 1.4835117523275212, 0.0251950459737828, 4.566223909246379, 0.4829010625868875, 0.0095906979367637, 4.596442259871914, 0.4876683473880864, 0.0320378865515434, 4.70697119849666, 0.3206355497543203, 0.0258272899846262, 4.808347684975737, 0.8418582554773503, 0.0190761047699, 4.965556734669233, 0.4569839179200446, 0.0245716492509489, 5.392391230227868, 0.4905388315355378, 0.0213937399509346, 5.421707401930596, 0.9852579764429806, 0.0244204594865926, 2.586311214560045, -0.0266033845303363, 0.0206379464522978, 3.870479644205005, 0.257059731441668, 0.0271500458399603, 5.199027082214427]|1671027.6824257054831833|      0.06250000|[1751, 121, 18, 54]                                                        |  | used linear model with 104 points | iterate success | actual_k=4
      19|[1.017053426141735, 0.0297764533809317, 1.8926381919515785, 0.0135066817824148, 0.0263768594419356, 2.0089447113162393, 0.4330338657220946, 0.0295497358113821, 2.1226682965720074, 0.7994905371843839, 0.0230664828868365, 2.175166135813436, 0.2151833547031079, 0.0251844517800765, 2.213352702722963, 2.6893717826730255, 0.0262098385167292, 2.2788502005333395, 0.8055772331754317, 0.0203168165372113, 2.3865331890061796, 2.2726426243763207, 0.0258797015335563, 2.4724373634868195, 14.358070405115278, 0.0983819507468799, 2.553284696786581, 12.157675258889931, 0.0779202373236354, 2.7292732398814783, 0.2800479394639088, 0.0098744387316763, 2.937885120239886, 0.2345052937604383, 0.0162795112695026, 2.9653189696225972, 1.1708015009534924, 0.0277651038413355, 3.1243975860348074, 0.1783000759585374, 0.015050201729412, 3.2282641521459374, 0.116738666220533, 0.0276988056708692, 3.261663970186341, 3.748477457276393, 0.0460570161360654, 3.383041098911287, 0.8327095037627308, 0.0231567372909011, 3.6590826207853735, 0.1535664046897266, 0.0163755385045372, 3.726819645414564, 0.3802825654249866, 0.022034149226578, 3.8389551935635526, 0.9200790591412551, 0.0267660663100026, 3.958051870974565, 0.2590947645844185, 0.0142259589395826, 4.052670118596112, 2.0696557806156934, 0.0278935520001035, 4.1785993629302, 1.9434094192094036, 0.0329728071003784, 4.435986058844814, 1.4835117523275212, 0.0251950459737828, 4.566223909246379, 0.4829010625868875, 0.0095906979367637, 4.596442259871914, 0.4876683473880864, 0.0320378865515434, 4.70697119849666, 0.3206355497543203, 0.0258272899846262, 4.808347684975737, 0.8418582554773503, 0.0190761047699, 4.965556734669233, 0.4569839179200446, 0.0245716492509489, 5.392391230227868, 0.4905388315355378, 0.0213937399509346, 5.421707401930596, 0.9852579764429806, 0.0244204594865926, 2.586311214560045, -0.0266033845303363, 0.0206379464522978, 3.870479644205005, 0.257059731441668, 0.0271500458399603, 5.199027082214427]|1671027.6824257054831833|      0.03125000|[1849, 127, 19, 57]                                                        |  | used linear model with 104 points | iterate failure | actual_k=4
      20|[1.0196172102878038, 0.0317479829617072, 1.894486381438103, 0.0107728683556632, 0.0237128109555353, 2.0094448666426943, 0.4348606608757981, 0.0279647398146965, 2.1176379250508224, 0.7997226171971596, 0.0199756338518772, 2.1750451743268995, 0.214389168703928, 0.019121773814952, 2.215533295132546, 2.68539876375748, 0.0331988888024385, 2.276123890854835, 0.8046940263629072, 0.0172852078260863, 2.388001463683143, 2.2740975310375577, 0.0283798854737894, 2.474356767384887, 14.356171895583417, 0.1107437846981759, 2.546331521014047, 12.159360345980469, 0.0827248313349686, 2.7351068655878814, 0.2773122372768252, 0.0090053148253507, 2.9364943395667447, 0.2378459305978362, 0.0143625492668501, 2.9616303963530983, 1.1725074969713254, 0.0298093631427253, 3.120851044490381, 0.1780872253102878, 0.0186987331373766, 3.22644712252134, 0.1176000881961433, 0.0272711166330547, 3.2644160225099785, 3.74960127427343, 0.0465183357080829, 3.3808772508649376, 0.836514494883297, 0.0267025042792203, 3.664539479739372, 0.1528118210071008, 0.0178258039749245, 3.73069540078931, 0.3812817001228659, 0.0230909210849486, 3.8441548893927915, 0.9189435375209761, 0.0326121253398442, 3.9598031299717564, 0.2617526070848412, 0.0099558154185939, 4.056067637821452, 2.072729532751984, 0.0237390940893321, 4.181357330477157, 1.9426672207565314, 0.0352473292562477, 4.435209465229199, 1.4859769141489418, 0.0252373494765602, 4.564523448123776, 0.4830182014361145, 0.0093668649148169, 4.5992183396992585, 0.4897486186499429, 0.0309000220209579, 4.710470560761735, 0.3217529687684614, 0.0223250433996131, 4.8084111830672285, 0.8347471296164324, 0.0217947178833382, 4.965188826968658, 0.4561732770303774, 0.0242186766703681, 5.391365519621599, 0.4902794327791392, 0.01931778586234, 5.417631186373797, 0.9816810220512455, 0.0244821413988649, 2.5844604333250243, -0.0245302965389857, 0.023650323660584, 3.874920840642152, 0.2535125311808676, 0.0271983782052347, 5.200962549016743]|1583972.5623344043269753|      0.06250000|[1948, 132, 20, 60]                                                        |  | used linear model with 104 points | iterate success | actual_k=4
      21|[1.0196172102878038, 0.0317479829617072, 1.894486381438103, 0.0107728683556632, 0.0237128109555353, 2.0094448666426943, 0.4348606608757981, 0.0279647398146965, 2.1176379250508224, 0.7997226171971596, 0.0199756338518772, 2.1750451743268995, 0.214389168703928, 0.019121773814952, 2.215533295132546, 2.68539876375748, 0.0331988888024385, 2.276123890854835, 0.8046940263629072, 0.0172852078260863, 2.388001463683143, 2.2740975310375577, 0.0283798854737894, 2.474356767384887, 14.356171895583417, 0.1107437846981759, 2.546331521014047, 12.159360345980469, 0.0827248313349686, 2.7351068655878814, 0.2773122372768252, 0.0090053148253507, 2.9364943395667447, 0.2378459305978362, 0.0143625492668501, 2.9616303963530983, 1.1725074969713254, 0.0298093631427253, 3.120851044490381, 0.1780872253102878, 0.0186987331373766, 3.22644712252134, 0.1176000881961433, 0.0272711166330547, 3.2644160225099785, 3.74960127427343, 0.0465183357080829, 3.3808772508649376, 0.836514494883297, 0.0267025042792203, 3.664539479739372, 0.1528118210071008, 0.0178258039749245, 3.73069540078931, 0.3812817001228659, 0.0230909210849486, 3.8441548893927915, 0.9189435375209761, 0.0326121253398442, 3.9598031299717564, 0.2617526070848412, 0.0099558154185939, 4.056067637821452, 2.072729532751984, 0.0237390940893321, 4.181357330477157, 1.9426672207565314, 0.0352473292562477, 4.435209465229199, 1.4859769141489418, 0.0252373494765602, 4.564523448123776, 0.4830182014361145, 0.0093668649148169, 4.5992183396992585, 0.4897486186499429, 0.0309000220209579, 4.710470560761735, 0.3217529687684614, 0.0223250433996131, 4.8084111830672285, 0.8347471296164324, 0.0217947178833382, 4.965188826968658, 0.4561732770303774, 0.0242186766703681, 5.391365519621599, 0.4902794327791392, 0.01931778586234, 5.417631186373797, 0.9816810220512455, 0.0244821413988649, 2.5844604333250243, -0.0245302965389857, 0.023650323660584, 3.874920840642152, 0.2535125311808676, 0.0271983782052347, 5.200962549016743]|1583972.5623344043269753|      0.03125000|[2047, 137, 21, 63]                                                        |  | used linear model with 104 points | iterate failure | actual_k=4
      22|[1.0242634164284867, 0.0308154802219034, 1.8958682356274401, 0.0081080689111164, 0.0206456070283659, 2.0086723271872757, 0.4367367767764743, 0.026126310630242, 2.113187359160455, 0.8007619198176766, 0.0253118467559178, 2.173716736795972, 0.2174637992648808, 0.019796891002607, 2.2127999190187526, 2.6872156369616462, 0.0388436870681179, 2.273500188766913, 0.8042420802975909, 0.0145465482007818, 2.3830726728674403, 2.2754832419018043, 0.0319381940306544, 2.476456628686724, 14.359524012250407, 0.1151660500778764, 2.5458345148883215, 12.156799585364856, 0.0909436662957286, 2.742390999698705, 0.2821992359670092, 0.0062915551195347, 2.932388278925388, 0.2417219522688228, 0.0122361196972409, 2.9658354564667277, 1.1734612382374674, 0.0300538341406018, 3.1224464130657745, 0.1756527470493392, 0.0205589043256153, 3.2230519034945857, 0.1215757772850523, 0.0256487161650111, 3.266238859250939, 3.7513296652259007, 0.0416733958564445, 3.382809002092952, 0.8336101558437642, 0.0253687078234926, 3.6679698971281125, 0.156481036559703, 0.0146997968944112, 3.7351070110306446, 0.3828928867803125, 0.0259164820107789, 3.8439908608596722, 0.9210627916459786, 0.0318643459178004, 3.9608316691972436, 0.2639461579767328, 0.0098889500352223, 4.059652935329811, 2.0737353740805515, 0.0265038507930026, 4.18085826127263, 1.9461726799567263, 0.0385782680978043, 4.430899866235601, 1.4869583184048563, 0.0292038049737077, 4.55786345532757, 0.482701958338884, 0.0132145238749267, 4.603663550296025, 0.4852731466850478, 0.030149165742938, 4.705910819274183, 0.3214669965048385, 0.0209947109461138, 4.811559149900348, 0.8309570876263799, 0.0213155459376815, 4.961322798381822, 0.4531313212516066, 0.0248763750190676, 5.391756254947371, 0.4888147161630724, 0.017350360819446, 5.410581846925821, 0.9796252793514283, 0.021509984072946, 2.5810700794986876, -0.0245129923128328, 0.0212353144238199, 3.877625194639577, 0.2516332543809419, 0.0275000943603592, 5.197567850395719]|1529193.2070378272328526|      0.06250000|[2145, 143, 22, 66]                                                        |  | used linear model with 104 points | iterate success | actual_k=4
      23|[1.0242634164284867, 0.0308154802219034, 1.8958682356274401, 0.0081080689111164, 0.0206456070283659, 2.0086723271872757, 0.4367367767764743, 0.026126310630242, 2.113187359160455, 0.8007619198176766, 0.0253118467559178, 2.173716736795972, 0.2174637992648808, 0.019796891002607, 2.2127999190187526, 2.6872156369616462, 0.0388436870681179, 2.273500188766913, 0.8042420802975909, 0.0145465482007818, 2.3830726728674403, 2.2754832419018043, 0.0319381940306544, 2.476456628686724, 14.359524012250407, 0.1151660500778764, 2.5458345148883215, 12.156799585364856, 0.0909436662957286, 2.742390999698705, 0.2821992359670092, 0.0062915551195347, 2.932388278925388, 0.2417219522688228, 0.0122361196972409, 2.9658354564667277, 1.1734612382374674, 0.0300538341406018, 3.1224464130657745, 0.1756527470493392, 0.0205589043256153, 3.2230519034945857, 0.1215757772850523, 0.0256487161650111, 3.266238859250939, 3.7513296652259007, 0.0416733958564445, 3.382809002092952, 0.8336101558437642, 0.0253687078234926, 3.6679698971281125, 0.156481036559703, 0.0146997968944112, 3.7351070110306446, 0.3828928867803125, 0.0259164820107789, 3.8439908608596722, 0.9210627916459786, 0.0318643459178004, 3.9608316691972436, 0.2639461579767328, 0.0098889500352223, 4.059652935329811, 2.0737353740805515, 0.0265038507930026, 4.18085826127263, 1.9461726799567263, 0.0385782680978043, 4.430899866235601, 1.4869583184048563, 0.0292038049737077, 4.55786345532757, 0.482701958338884, 0.0132145238749267, 4.603663550296025, 0.4852731466850478, 0.030149165742938, 4.705910819274183, 0.3214669965048385, 0.0209947109461138, 4.811559149900348, 0.8309570876263799, 0.0213155459376815, 4.961322798381822, 0.4531313212516066, 0.0248763750190676, 5.391756254947371, 0.4888147161630724, 0.017350360819446, 5.410581846925821, 0.9796252793514283, 0.021509984072946, 2.5810700794986876, -0.0245129923128328, 0.0212353144238199, 3.877625194639577, 0.2516332543809419, 0.0275000943603592, 5.197567850395719]|1529193.2070378272328526|      0.03125000|[2243, 149, 23, 69]                                                        |  | used linear model with 104 points | iterate failure | actual_k=4
